Gene = Arpc5
index = 28
Annotated 5SS: [290]
Annotated 3SS: [351]
SMsplice 5SS: [290]
SMsplice 3SS: [351]
top_k =  1000
Partition function (log Z): 1.9697552665977565

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9982623961851421
Position 845: 0.4200551372436149
Position 923: 0.03869839743018616
Position 944: 0.007227779235588261
Position 462: 0.001852986910277213
Position 911: 0.0017308923965755907
Position 294: 0.0012654880809788278
Position 821: 0.0009016372003495225
Position 813: 0.00048195743878138284
Position 284: 0.00044916652262231774
Position 619: 0.00043513446978281714
Position 879: 0.00034716214305610844
Position 573: 0.00027659778971387823
Position 550: 0.0002442621133168904
Position 1077: 0.00017988745514273009
Position 30: 0.00016558293544729043
Position 627: 0.00012130193656722259
Position 764: 6.533187642270636e-05
Position 451: 6.161249906795454e-05
Position 855: 5.457542472605552e-05
Position 789: 5.180172746231721e-05
Position 829: 4.141612487762731e-05
Position 562: 3.544919255500218e-05
Position 568: 3.25987072843582e-05
Position 58: 2.535965533596302e-05
Position 642: 2.2693280795894563e-05
Position 45: 1.715207338723606e-05
Position 888: 1.6466284635328187e-05
Position 379: 1.447913335786104e-05
Position 10: 1.2148925116218231e-05
Position 161: 1.1972268114966243e-05
Position 243: 1.0711450718084069e-05
Position 937: 6.9881450344763355e-06
Position 180: 6.151278086875385e-06
Position 55: 4.1752480759677464e-06
Position 396: 3.325751319916498e-06
Position 849: 1.1984900916492831e-06
Position 519: 8.434067757112746e-07
Position 503: 5.161437988938597e-07
Position 127: 1.4327062573119775e-07
Position 227: 7.227623949981337e-08
Position 387: 3.039870359495069e-08
Position 119: 2.565261365407291e-09
Position 91: 1.051625652842766e-09
Position 103: 3.9499268219916543e-10
Position 310: 5.910924891474157e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9998860992017382
Position 1076: 0.2519288458787561
Position 1024: 0.10993132464871588
Position 1119: 0.04236447369355525
Position 944: 0.026936390290217313
Position 980: 0.019527057081461133
Position 1000: 0.014518971610163722
Position 927: 0.0023634857917191263
Position 888: 0.0021720903995831476
Position 948: 0.0014122297914930118
Position 696: 0.0004991579404035093
Position 898: 0.0003919502028804298
Position 802: 0.000310302803663695
Position 984: 0.0002725021364923191
Position 519: 0.00020626736120349942
Position 96: 0.00018261401131061574
Position 954: 8.79763055904032e-05
Position 844: 7.58406961910259e-05
Position 112: 2.328370667542329e-05
Position 1035: 1.9795865872885808e-05
Position 868: 1.2025367430143287e-05
Position 217: 1.1974882737376847e-05
Position 69: 9.916398519324745e-06
Position 127: 7.2657123345650995e-06
Position 821: 6.905296812919832e-06
Position 543: 5.299803860233143e-06
Position 531: 5.007613750564774e-06
Position 748: 4.79178199020312e-06
Position 503: 3.840846041748621e-06
Position 253: 3.7968988691088264e-06
Position 829: 3.7559445362779675e-06
Position 594: 2.186807967720015e-06
Position 849: 1.562189846465467e-06
Position 396: 1.1077418878430076e-06
Position 625: 9.36734651152439e-07
Position 547: 7.836440662589969e-07
Position 435: 1.7672561860551387e-07
Position 495: 1.7645507785667916e-07
Position 855: 1.4651096611984806e-07
Position 414: 1.302425567681317e-07
Position 462: 1.2956456697843332e-07
Position 55: 8.916059004521772e-08
Position 448: 8.588008846591025e-08
Position 528: 6.2224716709596e-08
Position 615: 3.748063379650875e-08
Position 704: 3.650658477460443e-08
Position 136: 2.1299696941640848e-08
Position 151: 1.604810293010782e-08
Position 274: 1.4006292005560327e-08
Position 550: 1.3047587746974913e-08
Position 196: 6.888996077229583e-09
Position 609: 5.254466708504727e-09
Position 280: 4.0436120589807935e-09
Position 604: 3.5992570100786508e-09
Position 483: 3.254253286766464e-09
Position 176: 3.0430161217267786e-09
Position 232: 2.32758639401022e-09
Position 243: 1.2659546261355525e-09
Position 680: 1.0662757544603376e-09
Position 627: 8.466856050162636e-10
Position 329: 6.338496264691143e-10
Position 596: 1.1348702428699582e-10
Position 166: 8.97460636103574e-12
Position 289: 4.709201913119687e-12
Position 190: 3.2020425944646805e-12
Position 599: 3.005423534814117e-13
Position 297: 4.509703196493796e-14
Position 317: 1.5287266383744353e-15
Position 192: 5.5246669621140694e-17
Position 168: 1.2157499028527165e-17
