Gene = mthl15
index = 1804
Annotated 5SS: [1391 1943 2287 2591 2833 3290]
Annotated 3SS: [1769 2030 2511 2653 2902 3366]
SMsplice 5SS: [1391 1943 2591 2833 3290]
SMsplice 3SS: [1769 2025 2653 2902 3366]
top_k =  1000
Partition function (log Z): 10.536570509099658

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9964260820773373
Position 2833: 0.9941941903975255
Position 1943: 0.9919417037123315
Position 3290: 0.9342169211299622
Position 1210: 0.42988181609809356
Position 1391: 0.41993252985214824
Position 3478: 0.37974231039855333
Position 2287: 0.2180528668762629
Position 2307: 0.1822186185318111
Position 779: 0.1312577347971114
Position 2438: 0.07023757741569488
Position 655: 0.05582231335260333
Position 343: 0.03459028299719502
Position 770: 0.027984688822215158
Position 395: 0.024215894179415692
Position 1277: 0.02062317639321245
Position 132: 0.01681268605007747
Position 1184: 0.016122928771235768
Position 764: 0.01602033182089214
Position 3519: 0.015511363681730455
Position 156: 0.01521645934637021
Position 3535: 0.014110780059852645
Position 3010: 0.01272186571589905
Position 449: 0.011899926776784328
Position 352: 0.010578564523658655
Position 1699: 0.00980155085704212
Position 1284: 0.009503896105166505
Position 1562: 0.009202896277500252
Position 3654: 0.008609089614511711
Position 2348: 0.008545799503721314
Position 359: 0.007833583602575108
Position 892: 0.005244484335544182
Position 2291: 0.004719038549208932
Position 316: 0.004426104860889454
Position 1925: 0.00436139400981356
Position 2793: 0.003898471507017018
Position 350: 0.003625305374880502
Position 2145: 0.0034421398219524045
Position 1732: 0.0032717293375065953
Position 1462: 0.0031593453819366113
Position 3320: 0.0030759717635706887
Position 2468: 0.003043700685549854
Position 2406: 0.002570999408630584
Position 758: 0.0023467428120386023
Position 488: 0.002319460125381206
Position 212: 0.0020302414270609685
Position 3121: 0.0018701983367207299
Position 31: 0.0018183416659463235
Position 2420: 0.0017263204764015993
Position 741: 0.0015852919238461285
Position 1426: 0.0014779351992753496
Position 3151: 0.0013136561420539316
Position 1687: 0.0012762310722710208
Position 465: 0.0012407338042108031
Position 18: 0.0012277534347081285
Position 1203: 0.0012249439650383778
Position 1627: 0.001197437656306414
Position 38: 0.0011350121904217124
Position 441: 0.0011200852570757982
Position 186: 0.0010651936819939302
Position 851: 0.000886471256504261
Position 1981: 0.0008648797464563315
Position 154: 0.0006700553445148848
Position 311: 0.0006683601824791255
Position 87: 0.0005967524593942136
Position 606: 0.0005484739044455059
Position 632: 0.0005173118096355469
Position 73: 0.000505801788586916
Position 2595: 0.00042479614016489083
Position 55: 0.0004169036036277397
Position 1478: 0.000414627392069808
Position 3497: 0.00041369427280859515
Position 3114: 0.0004134158547796997
Position 117: 0.00041063979677122275
Position 1481: 0.00041057691185569263
Position 881: 0.00039898331685918803
Position 2997: 0.0003770533753039322
Position 883: 0.0003498708461148937
Position 1220: 0.000349807126330799
Position 115: 0.0003454551995344825
Position 900: 0.0003327991366627608
Position 493: 0.00029753734573804795
Position 1072: 0.0002850118530383278
Position 2430: 0.0002849891533055462
Position 3214: 0.0002830420304303973
Position 320: 0.00027998867731291236
Position 1607: 0.00026681119241317387
Position 970: 0.00025620978657973437
Position 925: 0.00024928529724002087
Position 3568: 0.00023635119035751275
Position 1559: 0.00022735208514504203
Position 1776: 0.0002019837731669326
Position 247: 0.00019105910794103427
Position 53: 0.00018274753395634055
Position 3285: 0.00016698469873902303
Position 237: 0.0001540401312675283
Position 2837: 0.00014483265861508726
Position 1582: 0.000139682301062667
Position 873: 0.00013638889676789032
Position 245: 0.0001288761831810632
Position 3116: 0.0001205541581219619
Position 3294: 0.0001198973719581584
Position 2093: 0.00011776702925694944
Position 1056: 0.00011417500034312417
Position 495: 0.00011131461053846608
Position 241: 0.00011071981433406614
Position 2415: 0.00010984840117402595
Position 1575: 0.00010363865718106274
Position 3482: 9.68482383108945e-05
Position 833: 8.85393188779521e-05
Position 868: 7.995153122912083e-05
Position 1214: 7.780465840885641e-05
Position 2314: 7.105087278055842e-05
Position 2825: 6.754966414584387e-05
Position 2202: 6.659500802663953e-05
Position 2061: 6.53502689663755e-05
Position 3207: 6.237749663653533e-05
Position 1346: 5.586774001869202e-05
Position 1253: 5.4940488868813445e-05
Position 523: 5.0180700466529714e-05
Position 2974: 4.444790734624901e-05
Position 1616: 4.409634324061712e-05
Position 1747: 4.263497700253395e-05
Position 29: 4.031735953706067e-05
Position 2831: 3.698787403217796e-05
Position 71: 3.6285978194207664e-05
Position 1991: 3.317382748305803e-05
Position 509: 3.13764804527575e-05
Position 2815: 2.6605992224954773e-05
Position 3340: 2.6412785674562966e-05
Position 841: 2.5406223535389604e-05
Position 2458: 2.5256351962063332e-05
Position 3183: 2.435913705815786e-05
Position 3247: 2.405026728596621e-05
Position 260: 2.390488812988135e-05
Position 227: 2.166931959546398e-05
Position 2708: 1.8853015439074316e-05
Position 1118: 1.8799493310009355e-05
Position 2064: 1.847200684245008e-05
Position 3595: 1.7717511469511577e-05
Position 1134: 1.7430207993075505e-05
Position 1413: 1.56965100330756e-05
Position 1265: 1.4714841224614337e-05
Position 1025: 1.2555449017515792e-05
