Gene = GlcAT-P
index = 1188
Annotated 5SS: [   36   970 13148 13903 15382 18007 18313 18889]
Annotated 3SS: [  660 13116 13327 14892 17819 18154 18597 19004]
SMsplice 5SS: [  970 13903 18007 18313 18889]
SMsplice 3SS: [13327 17819 18154 18597 19004]
top_k =  1000
Partition function (log Z): 2.062657323119919

Sorted 5' Splice Sites (High to Low Probability):
Position 18889: 0.9954851910227092
Position 970: 0.9935036949037558
Position 13903: 0.9223020870767001
Position 18007: 0.5445140286495923
Position 18313: 0.5020508948653014
Position 18003: 0.19501166641605994
Position 12302: 0.192563830546485
Position 12359: 0.14485594969957888
Position 13148: 0.12203935826411012
Position 13463: 0.09319565379418007
Position 19218: 0.08756715947660584
Position 19382: 0.07478221284895382
Position 13467: 0.055370060544802174
Position 232: 0.03770849619442062
Position 137: 0.02595395140172453
Position 1229: 0.023234845936068407
Position 2563: 0.02266220900510994
Position 246: 0.022207503600195157
Position 611: 0.01972882304555002
Position 19107: 0.018039244086706097
Position 384: 0.017345121211814432
Position 19272: 0.016552866358460587
Position 221: 0.014447514668931245
Position 388: 0.013859336479892913
Position 6287: 0.013216533916165075
Position 758: 0.012701882850448695
Position 32: 0.011580603290545489
Position 2058: 0.011265700218800275
Position 3011: 0.011051105453946832
Position 2812: 0.010225189024377582
Position 19266: 0.008910038542970556
Position 18351: 0.008899481109379059
Position 14354: 0.008804874625946665
Position 36: 0.008148471464223853
Position 3055: 0.008073653523933919
Position 4897: 0.007269805920479529
Position 12401: 0.007005374544130433
Position 19895: 0.006363917743249248
Position 1028: 0.0043240087987554705
Position 2624: 0.0036686021906430404
Position 19130: 0.0033872944273105306
Position 3166: 0.0033337525650780513
Position 392: 0.003227413407999221
Position 19630: 0.0028955598077780695
Position 19270: 0.0024792388690618424
Position 400: 0.0024621567934642596
Position 19173: 0.0023216675066592947
Position 402: 0.0021654420037745385
Position 615: 0.002147748173616187
Position 1421: 0.0021434429375163052
Position 404: 0.002127705231586501
Position 396: 0.0020579866441752226
Position 9999: 0.0016450349451156714
Position 298: 0.001338113929589887
Position 19300: 0.0013275003658595526
Position 20238: 0.0012244266846756279
Position 398: 0.0012083114028355096
Position 128: 0.0011663217154022777
Position 18751: 0.0010424524732982575
Position 408: 0.0008288431077187391
Position 214: 0.0006057658096148597
Position 18893: 0.0005668050332116354
Position 597: 0.0005339111351679148
Position 2382: 0.00045825668324694306
Position 20307: 0.00043484236286575053
Position 19141: 0.00038261890101511055
Position 19636: 0.0003682156747076517
Position 2158: 0.00035231217316095934
Position 4706: 0.00034381927616810584
Position 20078: 0.0003377381576109126
Position 19422: 0.00030883849174115184
Position 382: 0.0003013379753834516
Position 1869: 0.00023444758993719422
Position 20145: 0.00020175642254380597
Position 1660: 0.00019696018367742078
Position 236: 0.00018862574834713647
Position 19212: 0.0001775058779443102
Position 436: 0.00015588639974080149
Position 25: 0.00011059481585145182
Position 19133: 0.00010279687604951601
Position 2049: 0.00010260015120618172
Position 5596: 9.7869921604794e-05
Position 1703: 9.560442561613079e-05
Position 20363: 9.015485543020442e-05
Position 346: 8.733204712288217e-05
Position 18879: 7.62557710936428e-05
Position 19506: 7.459872271945884e-05
Position 5007: 7.28727796517635e-05
Position 5009: 6.921859217644373e-05
Position 18723: 6.745686968832716e-05
Position 19669: 5.8978662405967e-05
Position 18896: 5.771126324272643e-05
Position 216: 5.5876136815740776e-05
Position 19685: 5.5734280185753185e-05
Position 211: 5.414999443254577e-05
Position 609: 5.38918797016662e-05
Position 2205: 5.309189558081483e-05
Position 2252: 4.5840734182797065e-05
Position 3775: 4.1438754561779045e-05
Position 350: 3.5412011529999787e-05
Position 2560: 3.390030571478288e-05
Position 2620: 3.043636983950747e-05
Position 4905: 2.9252829555047797e-05
Position 2611: 2.871237821118712e-05
Position 2208: 2.836553635636716e-05
Position 2064: 2.770942390023483e-05
Position 2062: 2.7009017567300454e-05
Position 412: 2.649270757464134e-05
Position 3544: 2.6369940526527036e-05
Position 205: 2.4826676392035344e-05
Position 5752: 2.475711592279293e-05
Position 5530: 2.457903040991151e-05
Position 2275: 2.4084663042825524e-05
Position 19344: 2.1753223997798452e-05
Position 3537: 2.039909703097269e-05
Position 599: 1.9565935977206455e-05
Position 5040: 1.8534780931798193e-05
Position 2924: 1.652209184261138e-05
Position 3589: 1.6135657105102153e-05
Position 3410: 1.5596044933539285e-05
Position 539: 1.4599350189653597e-05
Position 1879: 1.4287432033320274e-05
Position 1485: 1.4037398341537479e-05
Position 4049: 1.3887987547735137e-05
Position 617: 1.2332435755165678e-05
Position 190: 1.1460621086465624e-05
Position 866: 9.322624651666426e-06
Position 1294: 9.252552725211599e-06
Position 2060: 9.171330456341518e-06
Position 706: 9.061288896961636e-06
Position 2981: 8.64987941836953e-06
Position 2406: 8.610733284936844e-06
Position 132: 8.39780051089778e-06
Position 203: 8.293819343032682e-06
Position 2928: 8.15299548359234e-06
Position 2172: 6.663244562687624e-06
Position 18822: 6.265504699251418e-06
Position 18655: 6.195422695913252e-06
Position 829: 6.150599290367714e-06
Position 678: 5.971246331377918e-06
Position 951: 5.150558664435191e-06
Position 406: 4.368197493109115e-06
Position 974: 4.21802043651806e-06
Position 1202: 4.0470066586305565e-06
Position 1549: 3.8995123663869906e-06
Position 2618: 2.911787471850597e-06
Position 318: 2.9052160670927023e-06
Position 250: 2.7015988986511677e-06
Position 252: 2.6922745415238216e-06
Position 585: 2.526242989912542e-06
Position 19165: 2.4068368956670652e-06
Position 1520: 2.154968267682958e-06
Position 2144: 2.119613973193225e-06
Position 688: 1.3767139778200417e-06
Position 188: 1.3611793182977136e-06
Position 19: 1.3021423000478348e-06
Position 2013: 1.2449878971107908e-06
Position 19353: 1.2062643968904936e-06
Position 1733: 9.907234382089732e-07
Position 1405: 8.485947598878926e-07
Position 19392: 6.215842031848208e-07
Position 497: 5.622530302183544e-07
Position 1497: 5.563611377115744e-07
Position 15382: 5.16657269071926e-07
Position 16554: 5.031559226716102e-07
Position 1922: 5.02360591991182e-07
Position 1706: 4.797316224681549e-07
Position 13750: 4.795641571475665e-07
Position 1983: 4.56775884034048e-07
Position 1213: 3.198290678638661e-07
Position 15106: 3.115494534987721e-07
Position 2090: 2.441779165743746e-07
Position 15052: 2.3056815249199824e-07
Position 2068: 2.01177224565848e-07
Position 15420: 1.931949444227032e-07
Position 1522: 1.3908174963641685e-07
Position 931: 1.3836916900187336e-07
Position 1394: 9.924322719605177e-08
Position 984: 8.638646026322114e-08
Position 1066: 6.731184406675253e-08
Position 19442: 6.725616433405042e-08
Position 14806: 6.190630675160092e-08
Position 15061: 5.4704145070728185e-08
Position 13806: 5.131979788724108e-08
Position 19196: 4.786457343774721e-08
Position 14642: 4.686593880042652e-08
Position 963: 2.8231818777710926e-08
Position 956: 1.9017384550186414e-08
Position 7367: 7.202834888504884e-09
Position 9133: 5.478575245210668e-09
Position 3170: 5.093559786973608e-09
Position 40: 1.6261511559661164e-09
Position 469: 1.1877906674106066e-09
Position 19357: 9.101151107004124e-10
Position 3053: 6.63922137770164e-10
Position 19347: 5.533101963299002e-10
Position 2826: 5.068473454232905e-10
Position 3233: 4.0757733507464134e-10
Position 1467: 3.304736468084461e-10
Position 1297: 3.219155057371212e-10
Position 479: 1.6670423780379858e-10
Position 1330: 1.156725243250846e-10
Position 619: 1.1215741623259498e-10
Position 3110: 8.220326454067277e-11
Position 3015: 7.852025745725425e-11
Position 3025: 6.669387529740258e-11
Position 1352: 6.183078526745333e-11
Position 644: 5.940445674030251e-11
Position 669: 5.2161496932781296e-11
Position 1262: 4.585097208152242e-11
Position 3838: 8.292050506340495e-12
Position 3855: 7.46890562254303e-12
