Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  1000
Partition function (log Z): -3.5640335774879626

Sorted 5' Splice Sites (High to Low Probability):
Position 2413: 0.7494051468630869
Position 1227: 0.6900326068703525
Position 409: 0.6084214517569428
Position 248: 0.3912217667458174
Position 814: 0.3861715331737681
Position 713: 0.2376411917428982
Position 2162: 0.21083347951484913
Position 1667: 0.20880751494507213
Position 2172: 0.1941580794433712
Position 604: 0.1633835201266522
Position 1345: 0.09621336482731528
Position 2628: 0.08967044484447374
Position 1422: 0.04870820819759215
Position 1676: 0.04080185636999308
Position 161: 0.036148035498327465
Position 1898: 0.02746216303885427
Position 2887: 0.02258999406330976
Position 1179: 0.017908639619449256
Position 233: 0.0170832889965172
Position 1618: 0.015087508767522862
Position 259: 0.01477135645788549
Position 825: 0.01337364728943132
Position 1929: 0.012944786069265427
Position 608: 0.012194357178513512
Position 1912: 0.009265510107846731
Position 2390: 0.007089770940367252
Position 864: 0.006784707048883504
Position 300: 0.005925689371474503
Position 626: 0.00566006228098512
Position 1907: 0.004569726668763014
Position 888: 0.0034177612799880983
Position 3064: 0.0021986826651064217
Position 1410: 0.0020408161744075873
Position 818: 0.0019396079767893496
Position 916: 0.0018291255657887121
Position 858: 0.0016631398115446675
Position 2549: 0.0015395564334900014
Position 153: 0.001292508417679984
Position 1720: 0.0009790153601808456
Position 579: 0.0008787963123087342
Position 585: 0.0007010463915565256
Position 1844: 0.0005854080295373744
Position 2302: 0.0005607849259639581
Position 1124: 0.00046976168842099997
Position 1107: 0.0004208234985095901
Position 1231: 0.00036110560227259125
Position 614: 0.0003410424515588721
Position 19: 0.00031803274235538484
Position 2809: 0.0003036922885382894
Position 841: 0.0002904972091516491
Position 1144: 0.0002630360203709234
Position 1382: 0.00024392617997715698
Position 143: 0.0002359065947288585
Position 295: 0.0002096563247066001
Position 1191: 0.00015943366570740576
Position 668: 0.00015255470595045147
Position 3223: 0.00014488836199325072
Position 476: 0.00014398870952680111
Position 304: 0.0001245867336978867
Position 514: 0.00011950755578246715
Position 1819: 0.00011470935588746707
Position 1102: 0.00010908001443493422
Position 1874: 0.0001003068242921736
Position 616: 8.573635275671642e-05
Position 92: 6.846692786279482e-05
Position 252: 5.3616096428164705e-05
Position 1348: 5.211110905509444e-05
Position 145: 4.822670483994198e-05
Position 747: 3.232420122660085e-05
Position 90: 2.9926146802668408e-05
Position 524: 2.8764539458821815e-05
Position 1716: 2.657877461176118e-05
Position 1257: 2.534886715231706e-05
Position 764: 2.1457445148951467e-05
Position 1006: 1.9581709427677293e-05
Position 2447: 1.9139618096443312e-05
Position 431: 1.534385274876256e-05
Position 402: 1.3276950157207953e-05
Position 324: 1.2324221101833534e-05
Position 1512: 1.1601577935738704e-05
Position 194: 9.361597009144065e-06
Position 1657: 8.962684604717319e-06
Position 28: 4.232822378258762e-06
Position 346: 3.47412706063999e-06
Position 717: 2.2742288842547536e-06
Position 177: 1.7524303218928008e-06
Position 77: 1.5619669946530516e-06
Position 1110: 1.35196050553444e-06
Position 702: 1.3065760220474863e-06
Position 696: 1.2530713522603665e-06
Position 182: 4.438109122787869e-07
Position 1105: 4.2967271992709786e-07
Position 367: 4.2289941119283413e-07
Position 531: 2.1221553712956268e-07
Position 6: 8.801147197220071e-08
Position 488: 2.0373312950122535e-08
Position 199: 1.5246371116348478e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.8389873348231628
Position 2467: 0.7713426059380933
Position 513: 0.6880543635845573
Position 1281: 0.62192019803867
Position 2219: 0.2991624470214624
Position 1744: 0.16148842559071092
Position 1492: 0.14498035185843175
Position 2065: 0.13921386964446214
Position 2274: 0.08765039252236312
Position 738: 0.07845014673492064
Position 475: 0.06577056964252272
Position 2708: 0.05588607861505111
Position 881: 0.05303156808359621
Position 2529: 0.048449608887830335
Position 214: 0.03576466225045416
Position 1410: 0.026654837754505455
Position 1450: 0.024120642711163116
Position 3161: 0.02168920612152982
Position 2095: 0.021209906846872503
Position 668: 0.01987702925567079
Position 322: 0.019004275146631392
Position 2778: 0.018768505911532448
Position 394: 0.0172577864180276
Position 282: 0.0124488297069345
Position 654: 0.011621897007997754
Position 362: 0.009900989971938183
Position 1767: 0.009564043247911169
Position 2248: 0.0075764910465576695
Position 1284: 0.007005294387887967
Position 1692: 0.006323476534625006
Position 747: 0.005274439731475468
Position 2939: 0.004290741309710344
Position 3100: 0.004055819710289681
Position 3126: 0.003212103088219579
Position 1244: 0.0030399572131027076
Position 1436: 0.0023136008178898902
Position 2730: 0.002216983836377413
Position 625: 0.0018842264490177302
Position 2594: 0.0018825292282829511
Position 635: 0.0018627871139347946
Position 2947: 0.001535182389140275
Position 2672: 0.0014991104884969778
Position 324: 0.0014353435912162153
Position 3311: 0.001374236874986203
Position 3278: 0.0012710335236613501
Position 2787: 0.001045305033891105
Position 1311: 0.0009282459036457095
Position 841: 0.0008544188389052693
Position 2658: 0.000740025745616018
Position 1023: 0.0006678950063455929
Position 804: 0.0005521199107481982
Position 2309: 0.0004408960680691479
Position 1191: 0.00042699238077324974
Position 984: 0.00041634779362654286
Position 2599: 0.0003858968073631478
Position 1079: 0.0003139351505353393
Position 2077: 0.0002865896854756235
Position 1086: 0.0002587061000658133
Position 1579: 0.00022956809844026563
Position 1501: 0.00020235163728679297
Position 2933: 0.00014526328816232925
Position 1321: 0.00013274740092586616
Position 1110: 0.00011027972184842274
Position 1123: 0.00010384357851382948
Position 591: 9.599175353777581e-05
Position 597: 8.936318880950725e-05
Position 408: 7.943579502164456e-05
Position 717: 7.809386100875695e-05
Position 570: 5.2356972386926924e-05
Position 1039: 4.2707579480188724e-05
Position 821: 3.5593797240099996e-05
Position 561: 3.087922115957073e-05
Position 224: 2.8989962026031885e-05
Position 133: 1.7331910138281056e-05
Position 1348: 1.548296971417566e-05
Position 279: 1.34641363393167e-05
Position 396: 6.402575166174922e-06
Position 68: 6.238488498459071e-06
Position 608: 4.184489346721739e-06
Position 447: 3.706245750065105e-06
Position 431: 3.1137028912706685e-06
Position 61: 2.97513456500734e-06
Position 248: 2.656981636843251e-06
Position 413: 2.1819595763879406e-06
Position 90: 1.7142789783325337e-06
Position 98: 1.3346572128780592e-06
Position 77: 1.0192146531181357e-06
Position 85: 9.142479100110717e-07
Position 424: 8.11854155547923e-07
Position 232: 4.044912749464494e-07
Position 252: 2.415439385798765e-07
Position 488: 9.084717221624894e-08
Position 87: 7.919289308956243e-08
Position 177: 3.307666259380474e-08
Position 421: 1.6808477573557075e-08
