Gene = ppk13
index = 1843
Annotated 5SS: [ 184  372  721  871 1094 1639]
Annotated 3SS: [ 244  435  782 1007 1156 1699]
SMsplice 5SS: [ 184  372  721  871 1639]
SMsplice 3SS: [ 244  435  782 1007 1699]
top_k =  1000
Partition function (log Z): 6.064023463655374

Sorted 5' Splice Sites (High to Low Probability):
Position 372: 0.9843572960035581
Position 184: 0.9736039946956601
Position 1639: 0.7680946754674094
Position 871: 0.6538918826629382
Position 542: 0.6336925893525366
Position 721: 0.46684877554253806
Position 1094: 0.3733375061219764
Position 929: 0.02514471409993738
Position 378: 0.014282654043095337
Position 1098: 0.014118391751532487
Position 1598: 0.005692995376769594
Position 1113: 0.005546126456254231
Position 1635: 0.005530386340608399
Position 149: 0.005035385121189649
Position 1863: 0.004012232993077091
Position 1653: 0.002504345070511317
Position 1068: 0.0024858971587554154
Position 1467: 0.0024448180440115016
Position 590: 0.0019355155322314313
Position 1614: 0.0015757221233438127
Position 1319: 0.001534731342628864
Position 188: 0.0012506940825320171
Position 1092: 0.0011748111811301267
Position 361: 0.0010746285977222452
Position 1071: 0.0009419040123478115
Position 501: 0.0008332331122376013
Position 161: 0.0005857480389190379
Position 747: 0.0005407630901226166
Position 1794: 0.0004722612707790135
Position 1462: 0.0004572321548308615
Position 1008: 0.0004153256563775609
Position 1489: 0.000350047037327829
Position 1297: 0.0003108450476051787
Position 658: 0.0002556173612055892
Position 1643: 0.00025121988730652264
Position 1876: 0.000249185400163599
Position 1422: 0.0002070046287938993
Position 1116: 0.00019916622132547734
Position 1657: 0.00014981502189611153
Position 376: 0.00014129652637167206
Position 1265: 0.00011363909363797898
Position 725: 7.689844276497729e-05
Position 126: 6.698383881023318e-05
Position 824: 6.28979747979681e-05
Position 1569: 6.27675620799117e-05
Position 87: 3.750924794846927e-05
Position 555: 3.662266980658477e-05
Position 80: 3.295188551197015e-05
Position 1514: 2.8020899518181325e-05
Position 740: 2.345609842499438e-05
Position 284: 2.250377486412284e-05
Position 1032: 2.134290714543272e-05
Position 600: 1.5261740321278956e-05
Position 1279: 1.4869811215071738e-05
Position 179: 1.371702334598996e-05
Position 473: 1.3007364500822472e-05
Position 1439: 9.012324569084402e-06
Position 531: 8.618631732039259e-06
Position 1811: 6.9928405901854065e-06
Position 821: 6.902114378813524e-06
Position 138: 6.272183459156891e-06
Position 269: 5.6395270781520985e-06
Position 518: 5.248408130935929e-06
Position 36: 5.028450357794582e-06
Position 768: 4.136136909124712e-06
Position 628: 3.79122721579746e-06
Position 47: 2.8548615982210762e-06
Position 245: 2.6035122947246977e-06
Position 103: 2.243200024104102e-06
Position 810: 1.4043138043035922e-06
Position 603: 1.2288193480749947e-06
Position 649: 1.1255620602373387e-06
Position 325: 7.114475829771426e-07
Position 1290: 5.442943133160009e-07
Position 274: 4.446213346614486e-07
Position 439: 1.8750645734238626e-07
Position 1471: 1.8249780203031848e-07
Position 605: 1.7407787215511928e-07
Position 397: 1.1760149297977151e-07
Position 277: 1.115572137542583e-07
Position 415: 7.728780521954402e-08
Position 133: 7.206611426197052e-08
Position 827: 6.852240908773404e-08
Position 1257: 6.08014822371298e-08
Position 992: 3.2767858332366736e-08
Position 1044: 3.4397157257423136e-09
Position 288: 1.9072144816785238e-09
Position 1126: 9.010685821499756e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 435: 0.9995127227969791
Position 244: 0.9802051273187284
Position 1699: 0.7823476331286465
Position 782: 0.6329008703458909
Position 1007: 0.507382963834694
Position 1156: 0.49690176514830503
Position 594: 0.23322547395062398
Position 986: 0.09276585686671082
Position 618: 0.07026703549794408
Position 755: 0.043097084843206734
Position 929: 0.026513219890063597
Position 1367: 0.018467452086242998
Position 960: 0.015518454956788805
Position 941: 0.01364197415102729
Position 597: 0.011989067558338286
Position 1919: 0.005929676632655419
Position 1172: 0.004998456993403411
Position 600: 0.004973348338061106
Position 1522: 0.003169933975136277
Position 1669: 0.0024409723052077233
Position 1952: 0.0010439302529330766
Position 827: 0.0009841278252264033
Position 1143: 0.0008900241071224463
Position 1101: 0.0007166779611689277
Position 950: 0.0006738694619249007
Position 801: 0.0004939335400010107
Position 658: 0.0004641585111468326
Position 628: 0.0004032325736142163
Position 716: 0.0003634031904979618
Position 649: 0.0003487543149961066
Position 1029: 0.0003368545320047922
Position 1273: 0.0003003978671749251
Position 1336: 0.00029289115877452395
Position 1739: 0.0002739994138446207
Position 1032: 0.00023076469559897664
Position 1184: 0.00021620402885860816
Position 269: 0.00021318700755177736
Position 325: 0.00018717573057540576
Position 1561: 0.00015800680328450953
Position 1141: 0.00015780155935874693
Position 1098: 0.00015547391421100024
Position 1748: 0.00013024734195581813
Position 1935: 0.00012191925025869617
Position 1543: 0.00011072547845223509
Position 1313: 0.00010174706024481593
Position 1133: 9.548338064638332e-05
Position 469: 7.343322190973415e-05
Position 1279: 6.223892437703902e-05
Position 676: 6.187828307231249e-05
Position 518: 5.192733757222377e-05
