Gene = Cip4
index = 1073
Annotated 5SS: [  355  1076 26036 27834 36330 36870 37119 39042 39241 39819]
Annotated 3SS: [  974 25919 27782 36184 36399 36931 38691 39105 39654 39881]
SMsplice 5SS: [ 1076 26036 27834 36330 36870 37894 39042 39819]
SMsplice 3SS: [25919 27782 36184 36399 36931 38676 39105 39881]
top_k =  1000
Partition function (log Z): 24.635259713663107

Sorted 5' Splice Sites (High to Low Probability):
Position 39042: 0.9996377621459749
Position 39819: 0.9993192189412425
Position 36870: 0.9979287061277647
Position 36330: 0.9945620016635506
Position 1076: 0.9926029003560781
Position 26036: 0.9913663468785096
Position 37894: 0.6240015206190036
Position 29139: 0.5483871549269522
Position 37119: 0.42569155879937925
Position 39181: 0.3456030727647527
Position 37462: 0.32718331400489226
Position 28901: 0.31066274072930344
Position 27834: 0.27631929892059437
Position 28612: 0.2643070842664694
Position 28152: 0.2119247207037601
Position 28148: 0.18601326382711736
Position 22279: 0.15730716361152833
Position 27905: 0.1553666726467904
Position 39451: 0.13999300869322256
Position 27876: 0.13474715559985684
Position 13038: 0.12390834434529595
Position 16054: 0.1203685939727528
Position 39241: 0.11488863177947561
Position 22379: 0.09872384093605191
Position 13400: 0.08797458319186521
Position 28156: 0.08771387494399081
Position 34865: 0.08131751202904727
Position 40384: 0.07778497000667145
Position 115: 0.06807198765777288
Position 27974: 0.06561209318908227
Position 28078: 0.06031047572611983
Position 35112: 0.06014134781300544
Position 15930: 0.05928289809193663
Position 22455: 0.05848907154121154
Position 34451: 0.04618249993130384
Position 333: 0.04613902756008768
Position 13745: 0.045145524081557406
Position 37322: 0.04476141252435777
Position 35108: 0.04173392928829351
Position 34499: 0.04114757970783119
Position 39397: 0.036363483204290455
Position 34473: 0.03243934251493861
Position 355: 0.027737845382660713
Position 40269: 0.02401760317056594
Position 35116: 0.02278336686174374
Position 13862: 0.02193725185355128
Position 37320: 0.019312516464121188
Position 37171: 0.018874242959122916
Position 35038: 0.018832633349944113
Position 302: 0.017912365679908695
Position 28880: 0.013469514517751175
Position 34836: 0.012359874236193133
Position 37338: 0.010974381096658872
Position 28845: 0.010219286547099344
Position 29028: 0.009596879394222537
Position 39456: 0.009546475546320612
Position 29267: 0.009409145226515928
Position 40278: 0.008971919743758845
Position 5281: 0.008392575179467452
Position 254: 0.007928746138898065
Position 26902: 0.007923051865993827
Position 337: 0.007208926147535856
Position 39965: 0.0069854921830559
Position 29567: 0.006924409487127009
Position 27283: 0.006894749324206923
Position 36624: 0.006805312764381682
Position 30240: 0.005671235470322987
Position 12157: 0.0056238762226258725
Position 40710: 0.005480841510809671
Position 36334: 0.005363707836645879
Position 27909: 0.00481700011251401
Position 39590: 0.004711861999372746
Position 40540: 0.004709008599386371
Position 27607: 0.004617371723682376
Position 26583: 0.004584136849682629
Position 14283: 0.004474829189117456
Position 339: 0.004352999806654997
Position 40017: 0.003752271624555402
Position 41224: 0.003538027885512262
Position 28220: 0.003457683724712308
Position 12272: 0.0034374189876033422
Position 27867: 0.0034318482901856727
Position 26354: 0.0032925014084787276
Position 40479: 0.0032719344952801257
Position 30207: 0.002969569772768007
Position 15048: 0.0029608161078574237
Position 28868: 0.0028997601046412093
Position 36562: 0.002898495982213435
Position 39473: 0.0028478745359022295
Position 38205: 0.0028301400082177495
Position 40229: 0.0027327835949661383
Position 29339: 0.0026912117539291554
Position 11701: 0.002545196114841447
Position 29143: 0.0024840267267466944
Position 38184: 0.002429882197759974
Position 40316: 0.002423040721933324
Position 29036: 0.0022071549446724048
Position 13007: 0.0021323817030670044
Position 27321: 0.0020923339290118605
Position 40117: 0.0019503806402396918
Position 34477: 0.0019148320848194117
Position 36580: 0.0018413364053316617
Position 2288: 0.0017274200606155856
Position 28302: 0.0014266218112214562
Position 40883: 0.0014208395189766495
Position 29524: 0.0012322782699224152
Position 187: 0.0012087955507570146
Position 13285: 0.0011898502452513651
Position 37127: 0.0011191335966198505
Position 28160: 0.0011130091727365487
Position 343: 0.001082105052211469
Position 13970: 0.001052103461891342
Position 28379: 0.00103148143484887
Position 370: 0.0010304945244839741
Position 40084: 0.0010206696138301845
Position 28107: 0.0010112265064312464
Position 26919: 0.0009945321132815938
Position 28883: 0.000986079728122197
Position 14742: 0.0009669234725296695
Position 53: 0.0009339217257668967
Position 36859: 0.0008378987772991542
Position 146: 0.0008154685452396225
Position 39253: 0.0008022633137355096
Position 8136: 0.000786695068956911
Position 40249: 0.0007807885513521961
Position 10738: 0.0007786174716767779
Position 148: 0.0007623575343606204
Position 26906: 0.0007268630365017966
Position 5852: 0.0007187263755851112
Position 1573: 0.0006778598961827013
Position 40052: 0.0006475350467944931
Position 27131: 0.0006253468263007492
Position 28895: 0.000595460904302701
Position 15073: 0.0005837302815497867
Position 40136: 0.0005726795344105052
Position 36986: 0.0005704960708518738
Position 28290: 0.0005674768778889538
Position 29091: 0.0005437426022373411
Position 4666: 0.000537285004698982
Position 2318: 0.0005287962214118234
Position 538: 0.0005202420885149088
Position 29088: 0.0005198147894407045
