Gene = PDCD-5
index = 1353
Annotated 5SS: [199 565]
Annotated 3SS: [449 621]
SMsplice 5SS: [199 565]
SMsplice 3SS: [449 621]
top_k =  1000
Partition function (log Z): -0.21882179327246265

Sorted 5' Splice Sites (High to Low Probability):
Position 199: 0.9921878223477155
Position 565: 0.9797463202150851
Position 702: 0.12413026266530887
Position 332: 0.002654740105673299
Position 56: 0.0015636678384353176
Position 203: 0.0008360178235995211
Position 15: 0.0005365676414182312
Position 341: 0.0004352797919262953
Position 569: 0.00026297770810550925
Position 879: 9.515979358530389e-05
Position 216: 8.258435192652845e-05
Position 395: 7.19967225550326e-05
Position 537: 6.0707399583070896e-05
Position 311: 4.990011596723616e-05
Position 260: 2.9657850340157104e-05
Position 146: 2.296886142288115e-05
Position 697: 2.256886695626352e-05
Position 23: 1.803892671920836e-05
Position 728: 1.0415308377878833e-05
Position 370: 8.183299869918558e-06
Position 189: 1.707170047787504e-06
Position 849: 1.3012890636864128e-06
Position 706: 1.2315648221860127e-06
Position 177: 1.016237204171038e-06
Position 636: 8.226479299521908e-07
Position 138: 7.457674185435562e-07
Position 662: 5.904206250642059e-07
Position 345: 4.910377035647805e-07
Position 750: 3.865717469545544e-07
Position 675: 2.6282598614367683e-07
Position 621: 5.929513025513184e-08
Position 732: 5.210700583966671e-08
Position 776: 2.7955666324232306e-08
Position 783: 2.0673908931649925e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 449: 0.986348727281603
Position 621: 0.9503004627162384
Position 761: 0.07940280089091457
Position 770: 0.044749076285122
Position 636: 0.02479837189417468
Position 354: 0.005434732139449377
Position 640: 0.0035504432196012906
Position 406: 0.0027512960289445146
Position 345: 0.0018317621256048165
Position 127: 0.0008653091040458771
Position 260: 0.00037294536741840436
Position 692: 0.0003475547823475218
Position 951: 0.00034009400728895415
Position 701: 0.0003155981522426409
Position 748: 0.0002510465035214684
Position 72: 0.00023063816005404716
Position 644: 0.0001614551366970666
Position 326: 0.00015759389062869474
Position 75: 0.00015685826780515146
Position 728: 0.00013278901360978105
Position 316: 0.00012038101457729769
Position 134: 2.953406500545868e-05
Position 494: 2.6746809139404192e-05
Position 939: 2.4969662697889034e-05
Position 879: 2.485225609294104e-05
Position 595: 1.5365254488440716e-05
Position 488: 1.4915560422117335e-05
Position 817: 1.4499644807602208e-05
Position 171: 1.413899996406453e-05
Position 653: 1.1010009927919755e-05
Position 776: 6.599941694890777e-06
Position 244: 4.561404973885935e-06
Position 491: 4.2555269880682525e-06
Position 668: 3.93519258754815e-06
Position 772: 3.244437102957596e-06
Position 146: 2.7069563270585488e-06
Position 287: 2.6670234875913012e-06
Position 279: 2.11152554222998e-06
Position 84: 1.7539747481300017e-06
Position 370: 1.4245983266115925e-06
Position 473: 1.3245376578448767e-06
Position 485: 1.2982267920789154e-06
Position 736: 7.62338245418321e-07
Position 189: 6.742225854200148e-07
Position 537: 6.237429895305775e-07
Position 480: 3.617401463621808e-07
Position 506: 1.194501044573157e-07
Position 650: 5.29457633678195e-08
Position 830: 4.6065414849295924e-08
Position 246: 2.3576967415745435e-08
Position 548: 1.674862369795741e-08
Position 578: 8.623007339954621e-09
Position 551: 5.370289783844569e-09
Position 509: 2.0648394361545962e-09
Position 518: 1.916510471739013e-09
Position 121: 1.262337124804879e-09
Position 234: 1.1271442813111428e-09
Position 203: 3.8399242048842085e-10
Position 216: 2.744544849649022e-11
Position 556: 1.759991045130286e-12
