Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  1000
Partition function (log Z): -43.35774463955341

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9999999999926459
Position 22722: 6.589840123374214e-06
Position 2209: 2.5772190121396878e-11
Position 12454: 8.314063613662096e-12
Position 240: 1.860056878843763e-12
Position 228: 1.3389083695128926e-12
Position 519: 1.279414181778142e-12
Position 11435: 9.565169382810914e-13
Position 806: 5.244196698292787e-13
Position 10917: 4.957871067512245e-13
Position 1957: 3.2709391282013693e-13
Position 244: 2.992036207947348e-13
Position 653: 2.7596637173653107e-13
Position 322: 2.3482195939935545e-13
Position 15051: 1.8066504937354117e-13
Position 358: 1.8048938652348352e-13
Position 675: 1.5113363615365e-13
Position 224: 1.2639222749570574e-13
Position 11314: 1.0206161009262308e-13
Position 12385: 6.965690916418906e-14
Position 1626: 6.711948590411834e-14
Position 1369: 6.41004597537155e-14
Position 432: 5.732894222813457e-14
Position 3437: 5.389711194486613e-14
Position 12464: 2.5511536834792815e-14
Position 92: 2.5142698529985724e-14
Position 11417: 2.1998687022274586e-14
Position 7504: 1.1208346104485321e-14
Position 710: 1.020579647837813e-14
Position 5346: 9.590710263039391e-15
Position 8408: 7.711809011456993e-15
Position 9233: 7.107296284827081e-15
Position 279: 4.358801055061039e-15
Position 1008: 2.357695591157584e-15
Position 2583: 2.307222029013715e-15
Position 935: 2.022237248365401e-15
Position 360: 1.9894049939857188e-15
Position 9098: 1.3831199262215179e-15
Position 447: 9.917509522400737e-16
Position 3232: 9.113833830403307e-16
Position 272: 6.616395895671578e-16
Position 513: 6.274070265565793e-16
Position 2484: 6.152194292428667e-16
Position 10322: 5.829679505593607e-16
Position 3931: 5.556966983323758e-16
Position 962: 3.861439006087265e-16
Position 362: 2.8680301949237057e-16
Position 429: 2.5310125238749885e-16
Position 583: 2.2013618005902902e-16
Position 605: 1.7738167372377183e-16
Position 45: 1.4070811803564663e-16
Position 441: 1.3280833984944428e-16
Position 2587: 1.1695356397150322e-16
Position 851: 1.0624586368240072e-16
Position 15: 9.873054053832e-17
Position 2548: 6.439273372625398e-17
Position 2459: 4.9240840275703777e-17
Position 2864: 3.787709726708933e-17
Position 3185: 2.2887223410434726e-17
Position 3085: 1.9102177641018252e-17
Position 7183: 1.422748918463904e-17
Position 2508: 9.357073270460641e-18
Position 2437: 7.662510397013265e-18
Position 2389: 7.37632921286211e-18
Position 3965: 4.027088522200785e-18
Position 3927: 1.900549665533485e-18
Position 1806: 1.8034661368274657e-18
Position 6632: 1.716194114531897e-18
Position 5056: 1.3473666720718059e-18
Position 3979: 1.1087730442795325e-18
Position 4094: 9.393005774970881e-19
Position 4736: 3.019963114771356e-19
Position 3736: 2.0642000173109488e-19
Position 3738: 7.110221549355886e-20
Position 3742: 6.661801357657407e-20
Position 3569: 2.5899598454501117e-20
Position 3428: 2.0120616841386417e-20
Position 25: 1.2064150340174177e-20
Position 33: 3.518202077291099e-21
Position 2504: 2.8463483461898694e-21
Position 1111: 2.274966201829237e-21
Position 2786: 1.333258740526594e-21
Position 873: 1.3188435279735118e-21
Position 1331: 1.2777123609348094e-21
Position 1657: 1.1893823590127668e-21
Position 1136: 9.631120362992348e-22
Position 919: 8.244356925958891e-22
Position 232: 6.349690233944437e-22
Position 1079: 5.004725419810383e-22
Position 1099: 4.815372969343358e-22
Position 439: 2.665161867417735e-22
Position 838: 1.2804049702607453e-22
Position 4: 6.493967888913907e-23
Position 246: 5.225100698633683e-23
Position 248: 3.0463029863321704e-23
Position 890: 9.794743163196186e-28
Position 836: 9.721333224443685e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 38771: 0.9998990140375196
Position 30966: 4.5415365986218624e-05
Position 30819: 3.180328467671454e-05
Position 29344: 2.091607488534602e-05
