Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  1000
Partition function (log Z): 17.29571936400606

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998323194219261
Position 194: 0.9973283643338208
Position 1501: 0.9911099888753677
Position 2706: 0.9685460772939749
Position 763: 0.8953442914360218
Position 1308: 0.890594032582985
Position 1909: 0.856451689824793
Position 2405: 0.20640219122462328
Position 2420: 0.07155619405855919
Position 2409: 0.059049091805945586
Position 889: 0.04285507703402339
Position 2253: 0.030827044405868885
Position 3150: 0.028986890085267534
Position 277: 0.026621951452801534
Position 1896: 0.0238103854339723
Position 2731: 0.01839787383801402
Position 1039: 0.006895561024631652
Position 2411: 0.006831211862913647
Position 1941: 0.005515860612822627
Position 2001: 0.003790938383010989
Position 1265: 0.0035718548658339572
Position 1930: 0.0035691083060454243
Position 3156: 0.003536808167403008
Position 2974: 0.003421299784022432
Position 1186: 0.0034096939296604485
Position 3106: 0.002902858890459015
Position 2816: 0.0023777818148719232
Position 2395: 0.002154436920637603
Position 2308: 0.0020971105794705554
Position 1159: 0.0018194387341481655
Position 1317: 0.0016794626065563018
Position 3172: 0.0014105499805545092
Position 2223: 0.0011485955310847889
Position 652: 0.0010670019336599286
Position 2966: 0.0010249757919927284
Position 378: 0.0009742559727476008
Position 771: 0.0008839435765266993
Position 1240: 0.0006454868053004884
Position 2718: 0.0006371424360044763
Position 1071: 0.0005736545004098311
Position 1005: 0.0004969161082211957
Position 528: 0.00043159071079900617
Position 2671: 0.00040112330010600285
Position 3073: 0.0003273562597893167
Position 3170: 0.0002727254130308231
Position 2955: 0.0002504971443409548
Position 855: 0.00023774052398651407
Position 893: 0.0002233087491863455
Position 2634: 0.00022090358070219477
Position 1056: 0.00019715485141441117
Position 791: 0.00019420975171320634
Position 884: 0.00018472206254943353
Position 2016: 0.0001413568107576498
Position 388: 0.00014055782210288162
Position 1991: 0.0001296302065473671
Position 2388: 0.0001267001514845702
Position 910: 0.00011705383594745936
