Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  1000
Partition function (log Z): -1.9925178084075346

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9793954856438473
Position 541: 0.9120236001649885
Position 20: 0.44565001912878
Position 352: 0.2503387473332663
Position 1542: 0.13841212228287555
Position 1919: 0.11874257984171935
Position 234: 0.1107814280122502
Position 1212: 0.05775148366003916
Position 317: 0.023831750440035986
Position 2144: 0.01081281362703626
Position 2160: 0.010809082208250389
Position 916: 0.00955034146443604
Position 1423: 0.008129564943617445
Position 539: 0.005957708524981949
Position 1889: 0.004237523343560447
Position 1354: 0.0029217309676774876
Position 1975: 0.0019389698836076098
Position 57: 0.0018728309879761406
Position 1135: 0.0012000240989990059
Position 2132: 0.0010150894391705789
Position 1223: 0.0009262878877425085
Position 1155: 0.000825730739711995
Position 702: 0.0007843795681482856
Position 1209: 0.0005876525116075558
Position 719: 0.00047924118988645453
Position 1216: 0.000428325512055178
Position 1330: 0.00026565246483961137
Position 704: 0.000251509185955666
Position 1894: 0.00023782255198820078
Position 1701: 0.00022106193446401205
Position 1088: 0.00021747507150936786
Position 194: 0.00019393642293737004
Position 1097: 0.00018118738224197359
Position 1430: 0.00017499496734953168
Position 267: 0.00015116892452598797
Position 581: 0.00013706835834960483
Position 1005: 0.00013382405995755804
Position 2209: 9.828790973882013e-05
Position 356: 8.126781734131417e-05
Position 1774: 7.510710279613652e-05
Position 254: 7.230098152030668e-05
Position 1714: 6.909131733681121e-05
Position 545: 6.762521461456702e-05
Position 221: 5.56201688847495e-05
Position 1130: 5.2230698758088656e-05
Position 849: 4.030421857058041e-05
Position 364: 3.807812568730233e-05
Position 1942: 3.614005494848174e-05
Position 745: 3.434045884092485e-05
Position 1305: 3.363319427635089e-05
Position 1842: 3.2417813175940116e-05
Position 1901: 2.942989431844513e-05
Position 611: 2.3250834061264068e-05
Position 522: 2.2574678885647908e-05
Position 177: 1.7846843267284212e-05
Position 1600: 1.678060973650557e-05
Position 492: 8.040727620346022e-06
Position 563: 4.971111856616556e-06
Position 391: 4.455694224241888e-06
Position 1690: 3.364998836368759e-06
Position 754: 3.3061106861139065e-06
Position 146: 3.1890406472252502e-06
Position 1462: 2.7247645177132078e-06
Position 467: 2.0922220202075984e-06
Position 1008: 2.08878561192453e-06
Position 643: 1.90612495138678e-06
Position 516: 1.7848013922285505e-06
Position 270: 1.5922235780036759e-06
Position 321: 1.2278043558990113e-06
Position 608: 1.1904675094902932e-06
Position 419: 1.0866266048627368e-06
Position 435: 1.051189020810355e-06
Position 340: 9.673881665679584e-07
Position 1030: 9.535822534697708e-07
Position 508: 8.613134457867534e-07
Position 1324: 5.236690513605126e-07
Position 1079: 3.83699662388703e-07
Position 626: 3.6452211796794837e-07
Position 1302: 2.9361857537405745e-07
Position 1041: 1.1729816748308177e-07
Position 1036: 1.1177615379212586e-07
Position 1448: 8.88900292351186e-08
Position 441: 1.4316192494387905e-09
Position 1241: 6.4981013449185725e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9376325158165609
Position 1280: 0.8997529274551943
Position 88: 0.3763416032858664
Position 416: 0.20346163170572992
Position 1008: 0.12199786197808397
Position 2309: 0.10672360903191608
Position 1731: 0.042865866043592125
Position 129: 0.0425859411109749
Position 2015: 0.04124354814254444
Position 292: 0.040496694344349285
Position 298: 0.038286188872155465
Position 1796: 0.03645449283756842
