Gene = Bsg
index = 54
Annotated 5SS: [ 5097  6317 19099 20084 22390 23581 23754 24019 24461]
Annotated 3SS: [ 5973 18879 19177 22271 23419 23645 23817 24327 27060]
SMsplice 5SS: [  422 22390 23581 23754 24019 24461]
SMsplice 3SS: [22271 23461 23645 23817 24327 31596]
top_k =  1000
Partition function (log Z): -3.4461843774001157

Sorted 5' Splice Sites (High to Low Probability):
Position 24461: 0.9982825374526427
Position 23754: 0.9937970860343875
Position 24019: 0.9616047722981089
Position 23581: 0.9605719777988299
Position 22390: 0.7578420275144457
Position 422: 0.6498206715481567
Position 1598: 0.3007612151006572
Position 22690: 0.2172806439252577
Position 440: 0.08474802583548688
Position 23574: 0.028893472207104337
Position 29933: 0.018332843864476648
Position 19099: 0.018267711448774475
Position 28175: 0.018141857982210987
Position 30435: 0.017636236154067737
Position 24787: 0.014469251896456252
Position 24038: 0.011777531384005556
Position 30467: 0.009529399911868183
Position 30066: 0.008003331875433143
Position 24267: 0.007974827410482043
Position 38: 0.0073578254476076915
Position 24006: 0.007283182138748425
Position 32288: 0.006897609029759208
Position 29725: 0.006432043722049367
Position 29703: 0.006216925652291446
Position 29123: 0.005922229780244287
Position 30226: 0.0047411555977191185
Position 24249: 0.0046405284848300785
Position 29538: 0.003674040779606273
Position 23968: 0.003584689356348836
Position 925: 0.002752852850690336
Position 1097: 0.002637689150554397
Position 26179: 0.0025229684195074422
Position 29181: 0.0023831273299735308
Position 30453: 0.002338832333690888
Position 24171: 0.0022244675281800756
Position 24808: 0.002120692846314255
Position 444: 0.001960152518002875
Position 31243: 0.0019569713133952386
Position 29367: 0.0018314300570266616
Position 411: 0.0016008029987446268
Position 28111: 0.0015170137467035048
Position 876: 0.0015121255795632108
Position 102: 0.0014942440955143285
Position 217: 0.0014674627919372906
Position 28139: 0.0014236607472336484
Position 23758: 0.0013696854670648213
Position 30122: 0.0012984009446938036
Position 30639: 0.0012851089788579347
Position 26797: 0.0012047034444092773
Position 399: 0.0011939220265924785
Position 26319: 0.0011191101629955645
Position 1457: 0.0010959121520956537
Position 23720: 0.0009787887471145549
Position 29938: 0.0008850685626154459
Position 29998: 0.0008777426603299434
Position 458: 0.0008174922269394369
Position 29130: 0.0007360017682283299
Position 28767: 0.0007231503950838296
Position 899: 0.0006926572006652588
Position 1039: 0.0006745452912968622
Position 428: 0.0006681639795324246
Position 407: 0.0006572151071215242
Position 932: 0.000587012576058248
Position 971: 0.0005834075776584741
Position 23776: 0.000579407502710314
Position 426: 0.0005608842627425123
Position 872: 0.0005383015397810795
Position 29730: 0.0005051941404175409
Position 403: 0.0004998538908914508
Position 43: 0.0004860554726166133
Position 401: 0.00046909849829192263
Position 1099: 0.00043901564759018163
Position 1103: 0.0003572621299457398
Position 23823: 0.00034530846074426827
Position 1101: 0.00031395541504341764
Position 168: 0.00031192485849799024
Position 639: 0.000307629430870997
Position 28950: 0.00030728465286250875
Position 448: 0.0003048084951226927
Position 23724: 0.0002926318350366216
Position 10: 0.00028886790580512345
Position 28409: 0.0002824919169275621
Position 29621: 0.00027963965109339614
Position 478: 0.0002780731165642409
Position 267: 0.00023693342163034047
Position 25930: 0.00023611344774920488
Position 27942: 0.00022744033805418586
Position 1079: 0.00022627447462582873
Position 29543: 0.0002031835367581107
Position 12: 0.00018891586589077613
Position 25: 0.00017497957149110915
Position 14: 0.00015423747197392034
Position 27759: 0.00015407882200709714
Position 16: 0.00014440472033591835
Position 24012: 0.00013888038667135859
Position 23787: 0.00013699392330918998
Position 1131: 0.0001313002645168812
Position 452: 9.215000565273492e-05
Position 24075: 8.422323763785766e-05
Position 913: 8.311783306031855e-05
Position 805: 8.027675555838756e-05
Position 911: 7.99130413103908e-05
Position 24136: 7.689533139448541e-05
Position 1053: 7.462050727510861e-05
Position 868: 6.503103811283435e-05
Position 27892: 5.9939937741923375e-05
Position 166: 5.8494395886254096e-05
Position 29955: 5.8343068528037405e-05
Position 461: 5.718160364566758e-05
Position 28048: 5.5702967454789704e-05
Position 1007: 5.134595844050477e-05
Position 24175: 5.028344675878396e-05
Position 432: 4.517149834305154e-05
Position 1057: 4.141999632865462e-05
Position 25993: 4.135864957695994e-05
Position 24023: 4.0156851104075095e-05
Position 28144: 3.5917988279759395e-05
Position 27233: 3.4596025598895195e-05
Position 28300: 3.4052268361305615e-05
Position 24439: 3.320120754036005e-05
Position 24465: 3.0480246714693908e-05
Position 24206: 2.6767014849972478e-05
Position 28289: 2.6393770610400306e-05
Position 1083: 2.631768753308598e-05
Position 27933: 2.5739064839811023e-05
Position 825: 2.2184099454675157e-05
Position 190: 2.15712704756073e-05
Position 20: 2.128083261171597e-05
Position 6: 2.0874096184518504e-05
Position 847: 2.06788994328679e-05
Position 27031: 2.057449222860946e-05
Position 210: 1.9968465123231457e-05
Position 23997: 1.9829225212880445e-05
Position 1107: 1.867095677220961e-05
Position 26800: 1.7922600676840755e-05
Position 33: 1.660881135755628e-05
Position 25430: 1.633192286283389e-05
Position 880: 1.5335860488553704e-05
Position 25227: 1.4983632792581867e-05
Position 637: 1.4396472782156685e-05
Position 962: 1.4175927705300125e-05
Position 430: 1.416621493171423e-05
Position 224: 1.4023033276406103e-05
Position 1105: 1.3591390461294432e-05
Position 181: 1.2674027616922102e-05
Position 515: 1.2007541202643387e-05
Position 874: 1.184975247625483e-05
Position 481: 1.1277056068261606e-05
Position 25212: 1.0310370549654628e-05
Position 160: 1.0206358336414705e-05
Position 24131: 1.0045029990181157e-05
Position 27274: 9.489466961357723e-06
Position 524: 9.3467118356861e-06
Position 27743: 8.8417241493191e-06
Position 24284: 8.496974935045809e-06
Position 392: 8.024384978566534e-06
Position 26278: 7.995940786192316e-06
Position 23907: 7.637698903583245e-06
Position 192: 6.23900120491764e-06
Position 1085: 4.807304946531476e-06
Position 645: 4.764703860154637e-06
Position 27343: 4.18383038026053e-06
Position 27174: 3.977485158902945e-06
Position 199: 3.8217207785768565e-06
Position 27406: 3.558879179755209e-06
Position 145: 3.385955250516855e-06
Position 24467: 2.8826612070381338e-06
Position 25267: 2.7499973069676412e-06
Position 25021: 2.5502492272934996e-06
Position 24010: 1.8589601325260442e-06
Position 581: 1.5190123797564007e-06
Position 24924: 1.325112357798886e-06
Position 24822: 1.1175944510271266e-06
Position 23875: 9.338950593326103e-07
Position 52: 7.770948406535939e-07
Position 23961: 6.833895722081718e-07
Position 26740: 3.449635783530282e-07
Position 27517: 3.093380022807846e-07
Position 23691: 2.7492305445590843e-07
Position 23701: 2.594113445103308e-07
Position 24639: 2.1789015878850386e-07
Position 26268: 1.8628386441969986e-07
Position 24917: 1.7501271856541028e-07
Position 22985: 1.679227674778969e-07
Position 18: 1.571352285258356e-07
Position 25056: 1.0501725410904987e-07
Position 26501: 1.048311020025899e-07
Position 24755: 9.371948317626832e-08
Position 24651: 7.810245025456482e-08
Position 25036: 7.096657167002402e-08
Position 25834: 6.157073184497084e-08
Position 24372: 3.692305606123539e-08
Position 25373: 3.686354539715641e-08
Position 24564: 3.317539682916878e-08
Position 24674: 1.5312964681833846e-08
Position 25053: 6.101107320361303e-09
Position 25453: 6.031876223239338e-09
Position 25402: 5.578830850345146e-09
Position 25787: 4.852629049199158e-09
Position 25601: 4.52379665076779e-09
Position 25473: 4.433387343107952e-09
Position 26220: 4.352078330206942e-09
Position 24839: 4.0764276932840125e-09
Position 26112: 3.147401041036273e-09
Position 26193: 2.9793117326471076e-09
Position 25592: 2.1271752558952404e-09
Position 25103: 1.8247969751132251e-09
Position 26285: 1.6365783093391001e-09
Position 25110: 1.255568946916816e-09
Position 25230: 1.2175975449204276e-09
Position 25076: 1.2163819867980244e-09
