Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  1000
Partition function (log Z): -4.604665636775313

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9966220684494245
Position 939: 0.18859238036252066
Position 1047: 0.043546342894383784
Position 167: 0.025352680939888024
Position 489: 0.018404430180748683
Position 34: 0.00922910813899132
Position 439: 0.0054445894752477
Position 1041: 0.0028727383089639995
Position 444: 0.0028546574302728517
Position 1344: 0.0018037793167963309
Position 763: 0.0017748131156680165
Position 14: 0.0016818366719968576
Position 836: 0.0016388187544472577
Position 55: 0.0015572887372591463
Position 1497: 0.0012385751227504834
Position 603: 0.0012222531504627971
Position 812: 0.001214875458955452
Position 21: 0.0011523511758009747
Position 1038: 0.0010340235202283528
Position 1325: 0.0008874337461065074
Position 496: 0.0007948463550911886
Position 569: 0.0007345461498766496
Position 43: 0.0006343600511034677
Position 618: 0.0006231921135753942
Position 69: 0.0005736346335342744
Position 1387: 0.0005558005055123463
Position 1443: 0.0005554446073249916
Position 293: 0.0003061842573181984
Position 323: 0.0003032095190797182
Position 849: 0.0002897947266618261
Position 262: 0.0002641998101626223
Position 992: 0.00023883053014241723
Position 469: 0.00019257863787717081
Position 957: 0.0001749241227708093
Position 782: 0.0001713685483036867
Position 72: 0.00016892771679900915
Position 532: 0.0001645289182941408
Position 1117: 0.00015004142546892873
Position 498: 0.00011998397379582091
Position 594: 0.00011698520654414228
Position 1307: 8.937855938208016e-05
Position 363: 8.77182791367076e-05
Position 1480: 8.682724387814949e-05
Position 1509: 7.016038352091824e-05
Position 648: 5.716344553938864e-05
Position 483: 4.82450034398251e-05
Position 1054: 4.622147493685664e-05
Position 910: 4.2599112668402314e-05
Position 274: 3.633655544309969e-05
Position 1241: 2.6100959309457708e-05
Position 480: 2.4693087714974328e-05
Position 592: 1.544054074888865e-05
Position 1097: 1.3134017267889145e-05
Position 1137: 1.1801283394569695e-05
Position 1281: 1.076733017219029e-05
Position 1602: 1.0644299894934906e-05
Position 1230: 9.999295338105279e-06
Position 190: 8.956691639724556e-06
Position 584: 7.561003746386694e-06
Position 1524: 7.0903297767458745e-06
Position 251: 6.25769994895984e-06
Position 298: 5.2579039552292056e-06
Position 984: 4.87083762786029e-06
Position 1021: 4.750751339427197e-06
Position 1257: 4.352216743937839e-06
Position 795: 3.259956042614398e-06
Position 1662: 1.9559541287970767e-06
Position 196: 9.351489314946815e-07
Position 662: 7.79284011424198e-07
Position 586: 6.025021297355015e-07
Position 114: 1.24657137312976e-07
Position 104: 8.933123891505833e-08
Position 352: 5.02397911113982e-08
Position 1024: 4.780561155387464e-08
Position 214: 2.8128113707882687e-08
Position 201: 8.061515308875684e-10
Position 372: 6.476237162425887e-10
Position 311: 4.346732934971862e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.973863182085173
Position 1137: 0.15001419132377178
Position 1563: 0.060128196380296386
Position 992: 0.031172249140035104
Position 214: 0.022916378283188005
Position 741: 0.022557722563914112
Position 101: 0.013709123553408746
Position 352: 0.007258809052015484
Position 904: 0.0061259896627758855
Position 901: 0.006040224720584872
Position 1117: 0.003180618043733132
Position 1608: 0.0019051569082027089
Position 507: 0.0016890528007659914
Position 1215: 0.0015491368062957485
Position 1361: 0.0014237558081828874
Position 241: 0.0012728357011012857
Position 1218: 0.0012633683669135995
Position 1410: 0.0008293095530834016
Position 1392: 0.0007347283459238138
Position 1172: 0.0006906723190000647
Position 422: 0.000656596903011122
Position 1247: 0.0006285321656692762
Position 152: 0.0006276931882621923
Position 1431: 0.0005837672688242185
Position 865: 0.0004844216913990052
Position 592: 0.00041254728971468554
Position 1068: 0.0003937275140855204
Position 1307: 0.00033830292757033224
Position 1095: 0.00031332556432705745
Position 1142: 0.0003024094506473401
Position 1540: 0.0002966257191963243
Position 907: 0.00029020633733184436
Position 1038: 0.0002532537336815332
Position 1044: 0.0002484065569258023
Position 110: 0.00022516922116467308
Position 1343: 0.0001985669216173198
Position 1581: 0.00016269192448396244
Position 530: 0.0001413120411080189
Position 72: 0.00013094495038496625
Position 704: 0.00012429089387610716
Position 611: 0.00011698251014349751
Position 1665: 0.00010591140259432385
Position 1578: 0.00010477428605424454
Position 1281: 0.00010285696181451146
Position 69: 5.689790133513674e-05
Position 836: 4.518128339321138e-05
Position 1304: 4.000515308793394e-05
Position 166: 3.642168941303259e-05
Position 1224: 1.9878346092539337e-05
Position 1241: 1.7864477491173568e-05
Position 1493: 1.768353205154466e-05
Position 648: 1.6740327128950046e-05
Position 1287: 1.6619833470766994e-05
Position 1257: 1.3989531865928084e-05
Position 1054: 1.3138309498712727e-05
Position 1480: 1.255263126221978e-05
Position 1724: 1.1849396408428922e-05
Position 1463: 1.1766993928386556e-05
Position 1712: 1.1017997194677435e-05
Position 1188: 1.0823467288607492e-05
Position 615: 9.542165102385264e-06
Position 425: 9.109438908071844e-06
Position 1319: 8.125344531252817e-06
Position 1363: 7.47207348389183e-06
Position 1773: 6.506421944012347e-06
Position 1104: 5.315410854129222e-06
Position 1145: 4.337351925254652e-06
Position 1690: 3.928430893075029e-06
Position 232: 3.343478965447965e-06
Position 289: 3.3130514545617437e-06
Position 722: 3.311996313750886e-06
Position 869: 2.966194225985363e-06
Position 1644: 2.8663353234529575e-06
Position 366: 2.0112948963078167e-06
Position 372: 1.7969679102238646e-06
Position 910: 1.7881806059996218e-06
Position 1737: 1.4372513721910108e-06
Position 262: 1.1561252712260933e-06
Position 1746: 1.1456643183082322e-06
Position 127: 1.012427638303667e-06
Position 181: 6.882008808600776e-07
Position 259: 4.912942950651194e-07
Position 404: 2.0944702327416271e-07
Position 359: 8.25723573508392e-08
Position 766: 7.070320717976393e-08
Position 872: 6.93652984974488e-08
Position 296: 2.8301030602938516e-08
Position 618: 1.8753615967420116e-08
Position 517: 1.4299658090241349e-08
Position 154: 1.0954945092067616e-08
Position 298: 7.417193483744455e-09
Position 319: 1.818056640936411e-09
Position 307: 1.5114053165361478e-09
Position 322: 4.217981318628248e-12
Position 293: 1.210352976978735e-14
