Gene = cort
index = 1656
Annotated 5SS: [ 205  396  876 1306 1514]
Annotated 3SS: [ 263  460  933 1363 1572]
SMsplice 5SS: [ 205  396  876 1306 1514]
SMsplice 3SS: [ 263  460  933 1363 1572]
top_k =  1000
Partition function (log Z): 3.2936840322413907

Sorted 5' Splice Sites (High to Low Probability):
Position 1306: 0.9849339466706033
Position 205: 0.9844418646298518
Position 396: 0.9604463061647222
Position 876: 0.8914052306305237
Position 1514: 0.8426156825904022
Position 25: 0.022716758181435544
Position 1140: 0.009075367076297016
Position 1501: 0.0072317414455080895
Position 621: 0.005243823244530837
Position 1511: 0.0049645750967628
Position 951: 0.002584489752762168
Position 405: 0.0012167902257915809
Position 1302: 0.0010219177076217212
Position 1592: 0.0010195895844721547
Position 1154: 0.0007523204813405934
Position 1118: 0.0007426047450029891
Position 1172: 0.0006522320137206423
Position 1590: 0.0006044421443303145
Position 356: 0.0005909163194277596
Position 820: 0.0005827540247645193
Position 584: 0.0005448185568644818
Position 398: 0.0005400259723701537
Position 1230: 0.0005083299384161262
Position 587: 0.00042887704255250913
Position 1555: 0.00035792765827465263
Position 1495: 0.000355384688183429
Position 400: 0.0003198079488258152
Position 19: 0.00027738678363519224
Position 166: 0.00021622774218766304
Position 797: 0.00021098231370020724
Position 1488: 0.0001559303949100853
Position 788: 7.972541362049067e-05
Position 1450: 7.63444935541313e-05
Position 13: 6.837793270526582e-05
Position 1817: 6.381561981696366e-05
Position 553: 5.8951188538213306e-05
Position 1425: 5.5758371298909916e-05
Position 1799: 4.992904624059134e-05
Position 1050: 4.962040175030099e-05
Position 87: 4.197177710336368e-05
Position 903: 2.5117793133068947e-05
Position 103: 2.443456792327896e-05
Position 1067: 2.4254844559127652e-05
Position 1256: 2.2229148244528337e-05
Position 1186: 2.0288783718770073e-05
Position 101: 1.9676741681436058e-05
Position 1263: 1.6705440996980748e-05
Position 1605: 1.5148506789478819e-05
Position 244: 1.2495288330358868e-05
Position 1083: 1.0996250121340482e-05
Position 1314: 9.394210366672331e-06
Position 728: 9.166600490320513e-06
Position 1244: 6.569408012110146e-06
Position 1221: 4.089642158606495e-06
Position 1001: 3.0513189040308048e-06
Position 1074: 2.1569092554745873e-06
Position 956: 2.0521188988095085e-06
Position 547: 1.7570487539545157e-06
Position 1028: 1.6271907581741358e-06
Position 6: 1.5708790032224535e-06
Position 344: 1.4013524399775313e-06
Position 1673: 1.2193078378725709e-06
Position 29: 1.154203910127981e-06
Position 1018: 1.1122684192869225e-06
