Gene = ref(2)P
index = 1855
Annotated 5SS: [ 521 2634]
Annotated 3SS: [1151 2688]
SMsplice 5SS: [ 521 2634]
SMsplice 3SS: [1151 2688]
top_k =  1000
Partition function (log Z): -3.5397508153218964

Sorted 5' Splice Sites (High to Low Probability):
Position 2634: 0.9976482839381545
Position 521: 0.863899595301354
Position 1402: 0.10679822909581663
Position 1847: 0.08265860444035023
Position 502: 0.07140708697196327
Position 2805: 0.0484566215399827
Position 263: 0.037824250968200544
Position 2814: 0.022933369141922053
Position 624: 0.01929766492271475
Position 1503: 0.012589144896904539
Position 980: 0.006818067192427537
Position 1075: 0.0061050485496770114
Position 2534: 0.00453964655389882
Position 318: 0.003279650503302386
Position 840: 0.0031750263598440327
Position 549: 0.002731247116102627
Position 2867: 0.002707244510317364
Position 82: 0.002485653136101368
Position 1032: 0.002247599681272111
Position 142: 0.00189214878555611
Position 2771: 0.0017106478040903972
Position 282: 0.0013877742038431653
Position 2376: 0.0013029844575822055
Position 630: 0.0010389739341814842
Position 821: 0.0009785925609279494
Position 555: 0.0006888852962852662
Position 1046: 0.0006206858794982602
Position 2775: 0.0005842126245236995
Position 1886: 0.0005468913048419417
Position 1287: 0.0002970285803864416
Position 1922: 0.00028272553173060757
Position 1963: 0.00027432261618085956
Position 1238: 0.000270538138572481
Position 1675: 0.00026031766033030864
Position 1508: 0.0002390405442384231
Position 1527: 0.0002290359715039852
Position 575: 0.00022650627164660751
Position 2146: 0.00019070692540426067
Position 691: 0.00018816334130901204
Position 761: 0.00017631242872810437
Position 1519: 0.00017545741744601245
Position 210: 0.00017140169810957897
Position 1057: 0.00014322424429289324
Position 174: 9.52572362008444e-05
Position 133: 8.202184879078387e-05
Position 617: 7.748261965831781e-05
Position 975: 7.463124987396588e-05
Position 848: 7.253230818299134e-05
Position 1863: 6.88885760206359e-05
Position 449: 6.587895810404225e-05
Position 1023: 5.247722417608566e-05
Position 795: 4.605389657188996e-05
Position 240: 4.408888395030404e-05
Position 1390: 4.408560943767467e-05
Position 1770: 4.0177941240623276e-05
Position 213: 3.963459931228287e-05
Position 871: 3.785294787689392e-05
Position 851: 3.757058742630201e-05
Position 986: 2.829415533364477e-05
Position 1178: 2.3825557470895e-05
Position 992: 2.3260504638916227e-05
Position 1213: 2.0346879533509847e-05
Position 660: 1.925479728659999e-05
Position 725: 1.8507751774226615e-05
Position 465: 1.7415329571046033e-05
Position 60: 1.482324536036943e-05
Position 638: 1.0746952809006439e-05
Position 696: 1.0658856105603909e-05
Position 2638: 8.987338354124252e-06
Position 525: 7.64612983470823e-06
Position 322: 6.4848176428833025e-06
Position 2981: 6.115026087792888e-06
Position 2615: 5.338197480589426e-06
Position 2429: 2.194431638706351e-06
Position 1256: 2.137289316699074e-06
Position 1352: 1.1760580744652523e-06
Position 2950: 1.1528987663154886e-06
Position 2106: 9.169445446852808e-07
Position 2966: 7.93237616983481e-07
Position 486: 7.42553644121185e-07
Position 2997: 4.256045229862601e-07
Position 363: 3.9175917688371015e-07
Position 2931: 3.524134692944781e-07
Position 1026: 3.303810368298395e-07
Position 2947: 1.78508908629904e-07
Position 1899: 1.562663385977149e-07
Position 669: 1.523755194563718e-07
Position 2916: 1.3872943399676784e-07
Position 797: 1.1984511489582188e-07
Position 596: 9.02562877557203e-08
Position 2665: 2.3156483008156968e-08
Position 2229: 1.9905913608793445e-08
Position 2040: 7.746460020881253e-09
Position 340: 6.601363394550091e-09
Position 984: 3.469663925806561e-12
Position 2731: 7.621348684907789e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9752879762544011
Position 1151: 0.6104440349242348
Position 2422: 0.11476019193256219
Position 1948: 0.1134776106622834
Position 1013: 0.09498230878509195
Position 2885: 0.0711558017799294
Position 2001: 0.03695579718103984
Position 1582: 0.031066018486606364
Position 318: 0.028378760745473915
Position 2376: 0.022828753143448517
Position 2737: 0.021338273678803792
Position 1237: 0.017393906818455523
Position 1909: 0.01594771404852494
Position 1526: 0.015408199013824543
Position 2446: 0.015110314981376454
Position 2248: 0.011955170076754054
Position 334: 0.011224834408531448
Position 1435: 0.010817990468617191
Position 2017: 0.01060294776268872
Position 711: 0.00818355939571721
Position 1922: 0.007833795609304469
Position 575: 0.007303925178419978
Position 1178: 0.005401072893203626
Position 2922: 0.005272760580581522
Position 2206: 0.005100557467871087
Position 1198: 0.004238792331955083
Position 381: 0.004060897053072436
Position 1049: 0.002769240796613622
Position 2076: 0.00274066228477254
Position 2591: 0.0021454824097537264
Position 1585: 0.0020246943823679477
Position 2594: 0.0018383616542557314
Position 1532: 0.0018087640764557782
Position 809: 0.0017903474180497214
Position 1213: 0.0016700662221962295
Position 669: 0.001502817073100261
Position 2275: 0.0014792864374439682
Position 2300: 0.0011772141406572942
Position 2467: 0.0011584657850114116
Position 2254: 0.0011320354952040275
Position 1456: 0.0010911509079379175
Position 980: 0.0010250574720224862
Position 2574: 0.0009148113847045633
Position 1066: 0.0006983511563910614
Position 2822: 0.0006236142525534463
Position 745: 0.0005911386380451467
Position 1741: 0.0005702727449970205
Position 604: 0.000563878585416422
Position 2425: 0.0005211771159010989
Position 2515: 0.0004933838670991658
Position 2035: 0.00041030184835462707
Position 691: 0.00039381707059510016
Position 1259: 0.0003661920299035259
Position 2900: 0.00034142471768223184
Position 1781: 0.00033862318776553795
Position 2934: 0.00032559600361804645
Position 1675: 0.0002520340446303624
Position 3061: 0.0002482310799667184
Position 1872: 0.00022846089364595145
Position 683: 0.00020785994912441759
Position 1402: 0.00018917309087691754
Position 547: 0.0001766000343525992
Position 1807: 0.00016942663217685424
Position 165: 0.00016438264126731198
Position 1163: 0.00016014902057093612
Position 863: 0.00013640040582925807
Position 742: 0.00013267350913581219
Position 1811: 0.00012729882603782264
Position 1416: 0.0001202235623374233
Position 2695: 0.0001192607713899517
Position 2956: 0.00010615955261050908
Position 2182: 9.78631898135344e-05
Position 1846: 9.44222439089692e-05
Position 2939: 9.390270761449308e-05
Position 477: 6.789294602355063e-05
Position 757: 6.643835393247674e-05
Position 2099: 6.443258565046178e-05
Position 360: 6.0145214994843476e-05
Position 1594: 3.825590275439533e-05
Position 2990: 3.5476680455052334e-05
Position 1863: 3.4848028635310224e-05
Position 126: 3.159097044946991e-05
Position 1307: 3.0567744296845836e-05
Position 2969: 2.896579055532153e-05
Position 666: 2.7619699916117842e-05
Position 1563: 2.6966722934094243e-05
Position 1219: 2.658778262859286e-05
Position 3069: 2.5466224368327973e-05
Position 2762: 2.2973920164969928e-05
Position 1270: 2.206922587641726e-05
Position 1075: 1.7535449630843002e-05
Position 2769: 1.6801062191530297e-05
Position 432: 1.6303579796855783e-05
Position 1548: 1.3855918291685541e-05
Position 142: 1.3538030097427705e-05
Position 630: 7.142328935924819e-06
Position 213: 6.4089184242652785e-06
Position 2793: 5.373289632792489e-06
Position 234: 3.87000853056613e-06
Position 133: 3.7260853592228206e-06
Position 210: 3.325515577140234e-06
Position 396: 2.9510717946535333e-06
Position 2744: 1.9795610347719345e-06
Position 116: 1.7860562438144585e-06
Position 402: 1.0571233728474523e-06
Position 263: 9.972135883876469e-07
Position 480: 2.9122104780828095e-07
Position 506: 1.9694563776931315e-07
Position 286: 1.0071392046172523e-07
Position 486: 9.665289041137861e-08
Position 462: 5.891344972267948e-08
Position 280: 4.401817756856653e-08
Position 357: 4.8951781162622135e-09
Position 596: 5.007341316776949e-10
Position 525: 1.8078687806148733e-10
Position 761: 5.117670342042614e-12
Position 549: 4.56379522676717e-12
Position 272: 9.037028247695616e-13
Position 218: 9.528715078523766e-15
Position 220: 3.243678376718525e-17
