Gene = dib
index = 1670
Annotated 5SS: [ 598 1340 1597]
Annotated 3SS: [ 737 1398 1682]
SMsplice 5SS: [ 598 1340 1597 1818]
SMsplice 3SS: [ 737 1398 1682 1939]
top_k =  1000
Partition function (log Z): 0.1972696873313411

Sorted 5' Splice Sites (High to Low Probability):
Position 1340: 0.9822876672358637
Position 1597: 0.9312783080530432
Position 598: 0.8685737904284883
Position 1818: 0.6392560238080158
Position 641: 0.0652377028531978
Position 971: 0.0426654629359361
Position 1046: 0.04137035661803204
Position 1804: 0.03351647055650896
Position 622: 0.027548132838015393
Position 148: 0.019473211784567193
Position 1013: 0.012792332130120288
Position 2037: 0.01040854925665818
Position 1346: 0.00977089225236152
Position 1812: 0.00957858886245445
Position 221: 0.005828966969199942
Position 676: 0.004297993672057163
Position 447: 0.003973187712362824
Position 2078: 0.0037502612840384633
Position 986: 0.003085117835258347
Position 1043: 0.0026407027154857687
Position 1493: 0.0018481370716537271
Position 1629: 0.0017050414536579786
Position 981: 0.0010332294170641513
Position 942: 0.0007630513825825994
Position 1863: 0.0006427128379372824
Position 959: 0.0006414152271741202
Position 602: 0.0005762187807220713
Position 1876: 0.0005059398483804261
Position 1344: 0.0004835129650253222
Position 1038: 0.00044902011059983225
Position 475: 0.00032827022127761366
Position 284: 0.0003239113329944468
Position 1792: 0.00030294390596454087
Position 550: 0.0002971235738280315
Position 498: 0.0002680919238007751
Position 1317: 0.00024419193060673826
Position 1529: 0.00023910783034088192
Position 281: 0.00017699701520868875
Position 1423: 0.00016332739056755072
Position 1822: 0.0001581131858378792
Position 243: 0.00014360521068294867
Position 553: 0.00014275608034073056
Position 418: 0.00013247887064278522
Position 1328: 0.00012483164664606138
Position 433: 0.00012083444844559011
Position 477: 0.0001049817519020732
Position 1283: 0.00010002170188296503
Position 2134: 9.637849635638402e-05
Position 1093: 9.551724425240305e-05
Position 428: 8.130902309703937e-05
Position 107: 7.773662972507161e-05
Position 1139: 7.676502766304982e-05
Position 35: 7.180631834724487e-05
Position 1921: 6.923904287177618e-05
Position 1277: 5.9571445143751974e-05
Position 1732: 5.4992985488425183e-05
Position 1516: 5.008339706365978e-05
