Gene = ND-39
index = 1298
Annotated 5SS: [ 133 3438 3994 4442]
Annotated 3SS: [3269 3542 4075 4509]
SMsplice 5SS: [ 133 4442]
SMsplice 3SS: [4075 4509]
top_k =  1000
Partition function (log Z): 1.398600007142096

Sorted 5' Splice Sites (High to Low Probability):
Position 4442: 0.9998685159136449
Position 133: 0.8640293050832621
Position 3994: 0.6110819027846955
Position 786: 0.1914353982002057
Position 2973: 0.184575027796397
Position 3438: 0.11252676615470526
Position 2962: 0.05123574267160356
Position 190: 0.029127850850203987
Position 1232: 0.025835544848868047
Position 520: 0.024276982176877928
Position 2845: 0.02020751585717905
Position 1985: 0.019748828828325272
Position 1960: 0.01885490537682794
Position 493: 0.011958357628197415
Position 3356: 0.011928045209855836
Position 1956: 0.011503850707007686
Position 3153: 0.009938708592866373
Position 3839: 0.009835459689145367
Position 2623: 0.007630612183255079
Position 827: 0.007401706284166156
Position 2953: 0.0069846129300006905
Position 18: 0.005814817496661746
Position 2999: 0.0048982040955984
Position 1796: 0.003611311981263134
Position 2610: 0.0034538047563434644
Position 3082: 0.002921233691286689
Position 3484: 0.002725558391641095
Position 3120: 0.002683068368829459
Position 3142: 0.00159633953116685
Position 371: 0.0014162541767869584
Position 898: 0.001028843087468062
Position 2389: 0.000813179689791294
Position 3920: 0.0007026489617475919
Position 2470: 0.0006824256520765919
Position 188: 0.0006745376714303563
Position 1516: 0.0006232497421250964
Position 1251: 0.0006062221892441619
Position 1873: 0.0004444924133875944
Position 2601: 0.0004409401024203796
Position 3239: 0.00043269504701293665
Position 137: 0.0004274969321317539
Position 2349: 0.0003851245153728076
Position 278: 0.00033861350749072927
Position 1835: 0.00031339169200613446
Position 321: 0.0003025113583107404
Position 2806: 0.0002977060777865235
Position 9: 0.00028805272988046164
Position 254: 0.0002810781429925459
Position 561: 0.00015531431738966212
Position 2154: 0.00012057056538665945
Position 4718: 0.00010882116390488482
Position 308: 0.00010157616063953571
Position 2799: 9.551316798485295e-05
Position 1478: 8.391548487963925e-05
Position 484: 6.244314940823115e-05
Position 126: 4.874125983284445e-05
Position 4446: 4.459996747602242e-05
Position 270: 4.406389387927198e-05
Position 1196: 3.8422910331658524e-05
Position 76: 3.0769653535739e-05
Position 315: 2.986292455511975e-05
Position 4437: 2.031747936987922e-05
Position 4890: 1.7935063502743066e-05
Position 4464: 1.584906540321888e-05
Position 4195: 1.4920564182784086e-05
Position 2053: 1.4775813957457121e-05
Position 834: 1.2209262154719802e-05
Position 850: 1.1691277784964077e-05
Position 42: 1.0994087247942332e-05
Position 478: 1.0233937541194942e-05
Position 1207: 1.0154439427484844e-05
Position 4781: 8.843239213181874e-06
Position 4674: 6.743399341755694e-06
Position 606: 4.864302916436149e-06
Position 4864: 4.667919878081805e-06
Position 622: 4.505507271619412e-06
Position 1847: 3.48313012538688e-06
Position 686: 3.0047066861177195e-06
Position 4894: 2.095894697512382e-06
Position 4187: 2.0469746433719246e-06
Position 1768: 1.9607454281893963e-06
Position 22: 1.7038534021533884e-06
Position 229: 1.5863079604128905e-06
Position 4151: 1.3824757666599558e-06
Position 92: 1.3177434515279932e-06
Position 4920: 1.0852155068088156e-06
Position 4914: 1.0279067614068579e-06
Position 1308: 7.509223794440121e-07
Position 1271: 7.320636093255339e-07
Position 4206: 6.791830781410061e-07
Position 20: 4.149897082030064e-07
