Gene = Tsp66A
index = 1572
Annotated 5SS: [1912 2155 2350 2588]
Annotated 3SS: [1968 2214 2410 2636]
SMsplice 5SS: [ 106  329  521  671 1060 1243 1567 2350 2588]
SMsplice 3SS: [ 160  391  577  737 1116 1309 2214 2410 2646]
top_k =  1000
Partition function (log Z): 7.6981554321103545

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9974668482448301
Position 2350: 0.9657197033282325
Position 1243: 0.8871403214919122
Position 521: 0.7873464227451311
Position 329: 0.7374657850659022
Position 671: 0.7098153096563286
Position 106: 0.6554006528243812
Position 840: 0.5906672175309486
Position 2149: 0.5430872994223227
Position 1060: 0.4913738376856549
Position 1567: 0.48924850977253864
Position 1916: 0.30224253445990257
Position 1912: 0.1559428708122556
Position 212: 0.15224089395855178
Position 1899: 0.11948429742318638
Position 2155: 0.057941863990001695
Position 1057: 0.044936110322312706
Position 1383: 0.042676784234664034
Position 1075: 0.04212344333097875
Position 1248: 0.03362490831082716
Position 2732: 0.03208234733939206
Position 2704: 0.029219256796406936
Position 2159: 0.026604583088234986
Position 2742: 0.018026290923566217
Position 1615: 0.015520614899832766
Position 2750: 0.01474519942201957
Position 2737: 0.013019746318378902
Position 681: 0.01003429417143109
Position 2071: 0.009084015515536907
Position 1034: 0.00878906960612689
Position 2101: 0.008682504430559948
Position 818: 0.00848204320691692
Position 1679: 0.007349287457620746
Position 1064: 0.005207084379058404
Position 326: 0.004644232666923799
Position 690: 0.004145095876119226
Position 822: 0.0025549798914712486
Position 2345: 0.001723288435699052
Position 2105: 0.0015588394312875766
Position 668: 0.0011880657612821587
Position 243: 0.0009936892643726534
Position 1469: 0.0008602203300215218
Position 468: 0.0008023880322124288
Position 659: 0.0007897549763684852
Position 333: 0.0006927152185269737
Position 546: 0.0006894782745372185
Position 3221: 0.0006351831284603171
Position 2356: 0.0005789114147136708
Position 2579: 0.0005622132857710505
Position 415: 0.0005404375734526696
Position 902: 0.0005293240106211131
Position 363: 0.0004217728841519741
Position 810: 0.00037099886354896784
Position 1317: 0.00025082506143690963
Position 585: 0.00024139356545242296
Position 1009: 0.00022869495032649807
Position 2299: 0.0002243181519454603
Position 2046: 0.00021559329282637036
Position 2036: 0.00021420332988105083
Position 2327: 0.00017445651591920238
Position 45: 0.00013187524550626925
Position 269: 0.00012441486894514838
Position 13: 0.00012267332413510708
Position 2592: 0.0001220959470385573
Position 227: 0.00011864842477170999
Position 1441: 0.00010853771124928032
Position 525: 0.00010766449055723923
Position 984: 9.135918120203691e-05
Position 1106: 8.874869522825096e-05
Position 2711: 8.581846350185007e-05
Position 377: 7.973553964418238e-05
Position 2740: 7.46444047254439e-05
Position 2855: 6.927142742835837e-05
Position 988: 6.710077930984278e-05
Position 216: 6.096196364934237e-05
Position 64: 5.296499554937958e-05
Position 496: 4.2730088145805195e-05
Position 110: 3.163342734844958e-05
Position 2661: 2.956735176582854e-05
Position 2636: 2.6064318175569537e-05
Position 922: 2.6016538023419185e-05
Position 255: 2.5414324313178452e-05
Position 3090: 2.4919426947682215e-05
Position 1479: 2.20234952601282e-05
Position 281: 1.801381956909497e-05
