Gene = Nlg2
index = 1324
Annotated 5SS: [  638 23187 26575 27704 28104 28461 28721 28970 29174 29559 29776 30006]
Annotated 3SS: [22193 26341 27346 27907 28358 28524 28780 29030 29232 29619 29843 30064]
SMsplice 5SS: [  638 23187 26575 28104 28461 28721 28970 29174 29559 29776 30006]
SMsplice 3SS: [22193 26341 27907 28358 28524 28780 29030 29220 29619 29843 30064]
top_k =  1000
Partition function (log Z): 19.47628896101619

Sorted 5' Splice Sites (High to Low Probability):
Position 29776: 0.9997866326915021
Position 30006: 0.9996338781432283
Position 28970: 0.9916806531648015
Position 28721: 0.9783296499787818
Position 29559: 0.9687931829826983
Position 28104: 0.959617302466242
Position 28461: 0.8995034089564797
Position 29174: 0.8912376768300324
Position 23187: 0.8014327738344557
Position 26575: 0.7488909928873262
Position 638: 0.742856983903312
Position 6786: 0.1486160095797365
Position 27704: 0.10551811245140111
Position 200: 0.07485658171054409
Position 350: 0.06919746006303666
Position 151: 0.054690340402317544
Position 28456: 0.04198921000810995
Position 4038: 0.03180755263365641
Position 14269: 0.022922639304033897
Position 29601: 0.019687041084948967
Position 28090: 0.016616077850098696
Position 663: 0.014381049656128487
Position 10342: 0.014230005209283688
Position 31327: 0.014129899964123248
Position 10984: 0.012134954769306068
Position 399: 0.011971626804723945
Position 227: 0.01066494236626573
Position 29131: 0.010006915946692715
Position 165: 0.008837261943931989
Position 29545: 0.0083556125918607
Position 356: 0.007674796359848482
Position 14289: 0.005594954312983796
Position 31066: 0.004917606351491672
Position 29257: 0.004650219526052675
Position 5377: 0.0045771226563621585
Position 3192: 0.004479578623984369
Position 19561: 0.0037824570784926693
Position 1765: 0.003359522926105386
Position 30727: 0.002961839528015157
Position 28974: 0.0026515652040441026
Position 29188: 0.0023709929029558535
Position 28470: 0.0016240605519669627
Position 430: 0.001201007826313276
Position 317: 0.00098956236284548
Position 29282: 0.0007980653307231614
Position 31064: 0.0007865366568696981
Position 153: 0.0007580339884870559
Position 205: 0.000742765168704328
Position 30768: 0.0006565375020173978
Position 31087: 0.0006326024136863356
Position 1170: 0.0005834385304103414
Position 30271: 0.0005615441863551921
Position 31291: 0.00043554213803914053
Position 31445: 0.00037647088425245495
Position 28670: 0.0002927008486424118
Position 325: 0.00027143929689252093
Position 29346: 0.00023284310579615398
Position 31019: 0.00021247216613774452
Position 29182: 0.00018313829478310936
Position 31428: 0.000165849270453175
Position 155: 0.00015871728642224744
Position 30440: 0.00014886115397951964
Position 31110: 0.00012332952845196102
Position 29534: 0.0001185642004050961
Position 30231: 9.434155207998725e-05
Position 30531: 8.19956732153689e-05
Position 31425: 8.016464157314353e-05
Position 28914: 7.326241191859745e-05
Position 30761: 7.090156982119536e-05
Position 29806: 6.19523531182683e-05
Position 29669: 5.0013701781348315e-05
Position 31201: 3.9199506798072355e-05
Position 30265: 3.757565393293792e-05
Position 28960: 3.6546430103161554e-05
Position 31688: 3.6428581307876276e-05
Position 29849: 2.983541527548841e-05
Position 30797: 2.9101168528855935e-05
Position 31032: 2.896885154775474e-05
Position 29074: 2.8609603161513414e-05
Position 683: 2.6386378419285888e-05
Position 29592: 2.1566301604587262e-05
Position 30583: 1.9383625307909355e-05
Position 3897: 1.5884161137083188e-05
Position 29949: 1.5663865486187762e-05
Position 694: 1.5461150383910887e-05
Position 652: 1.5058084661701737e-05
Position 1335: 1.5007435049740465e-05
Position 29563: 1.4497674685411835e-05
Position 31558: 1.3888518187713428e-05
Position 29672: 1.2861529193859441e-05
Position 29153: 1.1196657417227645e-05
Position 31697: 1.0911556025529617e-05
Position 30713: 1.0416316531678374e-05
Position 30207: 1.0345835328874141e-05
Position 29531: 9.971036159113437e-06
Position 1327: 9.868792056032059e-06
Position 212: 8.271254869279797e-06
Position 29650: 7.86926560905379e-06
Position 31462: 7.448376426742385e-06
Position 31322: 6.847273225541166e-06
Position 1529: 6.82680759033817e-06
Position 1959: 6.695377499990507e-06
Position 947: 6.606812519277273e-06
Position 1933: 6.548162220651776e-06
Position 1071: 5.972012575132477e-06
Position 3494: 5.748453954451339e-06
Position 3837: 5.021616156628475e-06
Position 1391: 4.84937107324277e-06
Position 31530: 4.750453280485611e-06
Position 29846: 4.588356548458016e-06
Position 29483: 4.529686235011419e-06
Position 31702: 4.411966781543275e-06
Position 31501: 4.40436049884954e-06
Position 28885: 4.36106907932753e-06
Position 1244: 4.175187666025909e-06
Position 2041: 4.055084539097426e-06
Position 1131: 4.0102987482337875e-06
Position 30703: 3.677443934817597e-06
Position 30603: 3.5876110482456637e-06
Position 578: 3.332112083219915e-06
Position 30142: 3.2782410035445943e-06
Position 160: 3.233320410212746e-06
Position 5658: 2.6166999669943463e-06
Position 1273: 2.524404095654814e-06
Position 29549: 2.5045639381132224e-06
Position 162: 2.375031820780739e-06
Position 1191: 2.320295928447611e-06
Position 30647: 2.2610225806025883e-06
Position 31648: 2.250120706066704e-06
Position 29653: 2.1174556568068274e-06
Position 170: 2.0587389115016626e-06
Position 3392: 2.003941099187056e-06
Position 323: 2.0001751890354644e-06
Position 1756: 1.8993498599588179e-06
Position 28902: 1.4263643810055668e-06
Position 30215: 1.4165730076399344e-06
Position 409: 1.2462381546421123e-06
Position 3457: 1.1777454958631856e-06
Position 2710: 1.0793441078894488e-06
Position 788: 9.08189366773869e-07
Position 30471: 8.534537214107395e-07
Position 189: 8.471182923128556e-07
Position 31481: 7.370444545289794e-07
Position 2328: 7.209867420320444e-07
Position 30511: 6.370094182983731e-07
Position 2495: 6.30883061380613e-07
Position 3468: 5.221525079823365e-07
Position 145: 4.4542189066151606e-07
Position 1104: 4.4097093149663125e-07
Position 4869: 4.261759432783549e-07
Position 950: 3.759515370360099e-07
