Gene = Eip75B
index = 1151
Annotated 5SS: [   186   4275   6460  71789  95334 105315 109482]
Annotated 3SS: [  3841   4421  71699  95188 105075 108472 109646]
SMsplice 5SS: [   215  71789  95334 105315 109482]
SMsplice 3SS: [ 71699  95188 105075 108472 109646]
top_k =  1000
Partition function (log Z): -112.79254085405017

Sorted 5' Splice Sites (High to Low Probability):
Position 4275: 0.7531129025828599
Position 31271: 0.7165976142824643
Position 14690: 0.6137612167089506
Position 215: 0.6017154108268175
Position 4701: 0.28621358860108354
Position 6460: 0.2683027805984996
Position 186: 0.26758694426931395
Position 4726: 0.2090734060946
Position 4676: 0.1764786816096551
Position 31027: 0.1682356835780111
Position 13086: 0.10054973982892347
Position 2052: 0.09157145356372937
Position 16897: 0.09011892703250783
Position 12321: 0.08981004601515506
Position 13824: 0.05710384361472705
Position 2046: 0.02001890480559522
Position 4657: 0.017956332018294253
Position 5429: 0.012215769856227977
Position 4956: 0.01205584709819922
Position 31747: 0.011812928971746158
Position 4506: 0.010398172588934882
Position 768: 0.009455252280559504
Position 8326: 0.009344802741513676
Position 3636: 0.009199124941041983
Position 1477: 0.008778130551617145
Position 4967: 0.008552840803029666
Position 210: 0.008426727608133464
Position 190: 0.008036558870627918
Position 76: 0.0071626700591324215
Position 175: 0.0071283353573019965
Position 16286: 0.006886985980048679
Position 12090: 0.005337108631495867
Position 15040: 0.004728067150261112
Position 5763: 0.004626576347741991
Position 257: 0.004491896436684349
Position 783: 0.002690283733681416
Position 1244: 0.0026264848022660337
Position 718: 0.0026184442081090818
Position 6023: 0.002575370835276776
Position 1439: 0.0024515885223092737
Position 322: 0.00239177870202329
Position 8190: 0.0022306334485748067
Position 6030: 0.002211463997180565
Position 684: 0.002116113492952905
Position 86: 0.002095422522475085
Position 15142: 0.0018821281894690288
Position 6165: 0.0017499200666481894
Position 8203: 0.0016648998366725087
Position 3673: 0.00157523154430581
Position 172: 0.0015661386034098062
Position 147: 0.0014675472889446105
Position 4693: 0.0011970639934262995
Position 13391: 0.0011479523421417488
Position 4096: 0.0011293534493971307
Position 15433: 0.001068985182536541
Position 1248: 0.0006518976768310184
Position 3928: 0.0006130231483041412
Position 12492: 0.0006053125441538366
Position 1227: 0.0005976245295697321
Position 5346: 0.000589630493068646
Position 1468: 0.0004909522335290726
Position 2998: 0.00039273134288981784
Position 1418: 0.0003548954302629825
Position 15064: 0.00035325595544120165
Position 926: 0.0003314490016327358
Position 4316: 0.0003158159320543796
Position 1612: 0.0002693081596077895
Position 14661: 0.00025571264578936454
Position 1497: 0.00023499568027464957
Position 5377: 0.0002241813353833341
Position 5406: 0.00021275951989289488
Position 4164: 0.00017490508410726067
Position 90: 0.0001375667028356323
Position 5464: 0.00012706634238012727
Position 2914: 0.00012217455842795268
Position 2494: 0.0001214138425569553
Position 2634: 0.00011625000774804645
Position 903: 0.0001160321291138404
Position 379: 0.00011588767833802988
Position 5314: 0.0001125430775071152
Position 1242: 0.00010790293673851278
Position 1435: 9.353509716359563e-05
Position 4070: 9.138389491172708e-05
Position 1432: 8.791343422697794e-05
Position 304: 6.733856911279973e-05
Position 1274: 5.9885646238440134e-05
Position 570: 5.626899922375735e-05
Position 7374: 5.16331953991878e-05
Position 1416: 5.042770228909424e-05
Position 7976: 4.7263437488521055e-05
Position 162: 4.503261329811715e-05
Position 1216: 4.136346422657826e-05
Position 402: 3.840335113192876e-05
Position 1389: 3.5696151802442705e-05
Position 2931: 3.2104504985222864e-05
Position 863: 3.199188096227212e-05
Position 1362: 2.9122810416571907e-05
Position 280: 2.784062793358214e-05
Position 835: 2.1174452983748606e-05
Position 761: 1.8694995832145987e-05
Position 155: 1.7236911370283754e-05
Position 224: 1.665465909244804e-05
Position 2479: 1.4100366000545525e-05
Position 16: 1.3617287489160943e-05
Position 213: 1.3182517214816239e-05
Position 394: 1.1724734985018115e-05
Position 3217: 1.1489496939026505e-05
Position 381: 1.1276247999366155e-05
Position 553: 1.0561546878673885e-05
Position 339: 1.0272664613387253e-05
Position 634: 9.5156453649065e-06
Position 583: 8.841989533043003e-06
Position 4617: 8.68957870109875e-06
Position 463: 8.092390365224366e-06
Position 219: 5.967092539537692e-06
Position 608: 5.718573656564045e-06
Position 60: 4.630891786247985e-06
Position 5461: 4.229454760482237e-06
Position 4600: 2.7684730780581096e-06
Position 26: 2.3120238477934774e-06
Position 2082: 1.723872899518207e-06
Position 1443: 1.604325462973534e-06
Position 727: 9.451901832868697e-07
Position 33: 9.039310294187936e-07
Position 21: 6.192312875049941e-07
Position 415: 6.054963907500952e-07
Position 2618: 4.8324129016482e-07
Position 1190: 3.292849502820027e-07
Position 1466: 2.675835655788899e-07
Position 657: 1.2890347379674756e-07
Position 412: 5.33354314931471e-08
Position 10: 4.708676871810466e-08
Position 1013: 2.1572705531144714e-08
Position 396: 1.5736772440546326e-08
Position 226: 6.982450829867484e-09
Position 871: 3.2601686565264144e-09
Position 911: 1.784983272021266e-10
Position 707: 1.2072378524397131e-11
Position 737: 1.738500774697181e-14
Position 8813: 5.414406290500413e-15
Position 6926: 9.818726922943237e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 30985: 0.9901693731055065
Position 4421: 0.7927295324059463
Position 14512: 0.6211696017208186
Position 31499: 0.5586740769688379
Position 3841: 0.43249864823434014
Position 31687: 0.21681903081680354
Position 31088: 0.10953853267322679
Position 12370: 0.08012804978936794
Position 3325: 0.0536389158739271
Position 2779: 0.051525274808082826
Position 2887: 0.04975766886186596
Position 6086: 0.04946129297060031
Position 4405: 0.04412625442099486
Position 16589: 0.043147107572648134
Position 15864: 0.03333492856068308
Position 11998: 0.033062616720426395
Position 2824: 0.028611510417668466
Position 4757: 0.02490469959366313
Position 3210: 0.022466691612225177
Position 5600: 0.022188290241521053
Position 13496: 0.022039804688191868
Position 13508: 0.02170864713586751
Position 12010: 0.020333108038590904
Position 11146: 0.020203536691578844
Position 1726: 0.01915650903595788
Position 2713: 0.017699711332741428
Position 16400: 0.01745802766976538
Position 4145: 0.0159863447139654
Position 5099: 0.01558189675979937
Position 12617: 0.015286548804975843
Position 1839: 0.014820807815413216
Position 11994: 0.012802825821795058
Position 8018: 0.011817882594558276
Position 31845: 0.01181292897174599
Position 5126: 0.011316499483357549
Position 4238: 0.011310938178744956
Position 1342: 0.010608196653130899
Position 2319: 0.009919235903740152
Position 31192: 0.009605386051421857
Position 3240: 0.009076046817975587
Position 6250: 0.00902895507579844
Position 13318: 0.007779951057358582
Position 11759: 0.006335192935092048
Position 2221: 0.006315745474149276
Position 1690: 0.005993128743983214
Position 3612: 0.0057503304841979765
Position 2904: 0.005697254535166452
Position 3907: 0.005635101817948682
Position 4767: 0.005579555964675508
Position 4875: 0.005437738237516083
Position 12391: 0.004994080030550893
Position 5033: 0.004965820839445445
Position 5427: 0.004901192958307732
Position 4808: 0.004734284480325115
Position 2383: 0.004587787074360474
Position 5376: 0.004326150576592751
Position 3052: 0.004161130828977406
Position 3426: 0.004145332408520788
Position 6089: 0.004123506721248118
Position 13635: 0.003468519814008317
Position 11684: 0.0034649359138314516
