Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  1000
Partition function (log Z): 1.4447169345089534

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9928278427697813
Position 737: 0.9857639043099657
Position 342: 0.9110187401147278
Position 1096: 0.0928611525293982
Position 350: 0.02327807507438206
Position 1648: 0.015607342321971165
Position 352: 0.010305123027230436
Position 364: 0.004255784149318936
Position 173: 0.00302376516836548
Position 182: 0.0011118949137579953
Position 38: 0.0006017900771441528
Position 164: 0.00032157400467527154
Position 195: 0.0002804142755369961
Position 275: 0.0002770796336662165
Position 687: 0.00022984732847448888
Position 186: 0.0002281911753414583
Position 309: 0.00022671633483442003
Position 159: 0.00021122715006706072
Position 521: 0.00020082264471116254
Position 982: 0.0001786980062247165
Position 1695: 0.00016777304208730437
Position 862: 0.0001298011287949358
Position 954: 0.00011482153105033048
Position 1638: 0.00010509359474059277
Position 920: 7.48296017035063e-05
Position 49: 7.256573963273972e-05
Position 584: 6.895024138923676e-05
Position 1489: 4.8561985868154865e-05
Position 255: 3.122250925083466e-05
Position 1171: 2.2451095950085028e-05
Position 1613: 1.768528797646112e-05
Position 485: 1.5747563908412563e-05
Position 1688: 1.5132694683166899e-05
Position 1631: 1.4620103415136366e-05
Position 224: 1.4381159970312284e-05
Position 1448: 9.071636917975738e-06
Position 1765: 9.053237128840274e-06
Position 1517: 8.930168818153346e-06
Position 865: 8.682405879222382e-06
Position 1372: 6.976420736424138e-06
Position 1780: 5.790724859212021e-06
Position 892: 4.96851167029041e-06
Position 993: 4.243370788255734e-06
Position 714: 3.3330325216789852e-06
Position 1281: 2.6143711881896096e-06
Position 870: 2.3506757310188375e-06
Position 591: 2.3400705829169014e-06
Position 555: 2.326162007296049e-06
Position 1501: 2.2784444505169245e-06
Position 1582: 2.1690369124094345e-06
Position 1200: 2.0623030452272387e-06
Position 1618: 1.942297877110458e-06
Position 184: 1.9360889582029346e-06
Position 146: 1.9160889669638415e-06
Position 157: 1.845149679366221e-06
Position 1089: 1.1626100751272475e-06
Position 1054: 1.0610736661091e-06
Position 113: 1.0132440460506367e-06
Position 1540: 9.857715923366675e-07
Position 525: 7.493405661252587e-07
Position 1606: 6.129100477866621e-07
Position 620: 4.387819166453767e-07
Position 258: 3.4961120175419806e-07
Position 528: 2.6507910273843026e-07
Position 356: 2.621745729080368e-07
Position 1438: 7.571562086618828e-08
Position 6: 7.283870667599573e-08
Position 545: 6.59728574959875e-08
Position 608: 5.400923506403079e-08
Position 1349: 4.9114987630478736e-08
Position 759: 4.7105847466449344e-08
Position 102: 1.1692264681374185e-08
Position 1206: 1.1044897412152934e-08
Position 799: 1.1021164759160222e-08
Position 928: 8.939615454211193e-09
Position 783: 4.935639318449435e-09
Position 801: 2.795985269985764e-09
Position 1395: 1.377816967191207e-10
Position 1009: 3.5398919405132854e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.956479310602343
Position 394: 0.9511500679735606
Position 116: 0.9122670947945555
Position 1164: 0.08331778237913057
Position 144: 0.043360028091180954
Position 812: 0.022930110001119927
Position 258: 0.019706607078524528
Position 1712: 0.016244656832917717
Position 176: 0.0105638160903227
Position 1216: 0.007170511984312988
Position 222: 0.0035507376408156883
Position 444: 0.003309332407300975
Position 861: 0.003102188326412638
Position 204: 0.0017474875312858398
Position 1609: 0.0017290804006639146
Position 1716: 0.0009179087780623634
Position 838: 0.0008747984398281155
Position 266: 0.0006679905509145799
Position 1099: 0.000525443415104616
Position 1277: 0.0005134062146454104
Position 1029: 0.0004521702061621422
Position 157: 0.0003709058739270561
Position 1095: 0.0003080389290562806
Position 1433: 0.0003021159173385629
Position 1530: 0.00027887410152259206
Position 1765: 0.0002571023012259525
Position 1511: 0.00017854774702335762
Position 643: 0.00016947532129158114
Position 1119: 0.0001526872899361359
Position 632: 0.00013737658292758365
Position 1465: 0.00012532029573201377
Position 458: 0.00010906677706791571
Position 1626: 7.747771109329113e-05
Position 470: 6.808523493904589e-05
Position 455: 6.67433719968381e-05
Position 407: 6.583072024347498e-05
Position 1833: 6.546066693262436e-05
Position 1002: 6.0293680442578144e-05
Position 398: 5.7819863445291337e-05
Position 651: 4.0063295870724804e-05
Position 1647: 3.757206374404952e-05
Position 476: 3.668274076899835e-05
Position 1182: 3.462646821291349e-05
Position 596: 3.118640239754601e-05
Position 1631: 2.1600824234538098e-05
Position 545: 1.9318952167899146e-05
Position 1125: 1.9124770205139177e-05
Position 1176: 1.8293868796692777e-05
Position 1281: 1.7219577932785845e-05
Position 1527: 1.691414662898716e-05
Position 1171: 1.5065999449017373e-05
Position 660: 1.1516634323388811e-05
Position 1663: 9.052573760745218e-06
Position 494: 8.509159080675849e-06
Position 1501: 4.9689534082024305e-06
Position 1442: 4.8905538427861926e-06
Position 757: 3.7558578961418057e-06
Position 1386: 3.4314806401642953e-06
Position 1401: 3.1639888722784697e-06
Position 416: 3.133020629629013e-06
Position 472: 2.7250372601249427e-06
Position 1308: 2.1878412672780427e-06
Position 963: 1.9823270002721277e-06
Position 275: 1.977142217387697e-06
Position 1843: 1.884358590435497e-06
Position 1677: 1.6921867810584147e-06
Position 674: 1.2616403124171265e-06
Position 686: 1.2288397762662894e-06
Position 1235: 1.046338296812026e-06
Position 966: 1.035594084100426e-06
