Gene = Jon74E
index = 1240
Annotated 5SS: [254 578]
Annotated 3SS: [314 664]
SMsplice 5SS: [254 578]
SMsplice 3SS: [314 664]
top_k =  1000
Partition function (log Z): 4.530707188107708

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9970249066642575
Position 578: 0.9968341659481894
Position 448: 0.013274606636130027
Position 955: 0.005692940551861523
Position 611: 0.0018045703647654751
Position 153: 0.0011804479466922134
Position 950: 0.0010923595765516686
Position 557: 0.0005897380356319445
Position 608: 0.0002917651933314463
Position 394: 0.00026971672868839205
Position 319: 0.00018034857150603018
Position 885: 0.00014013377223207047
Position 258: 9.986786929378649e-05
Position 830: 6.616618653993027e-05
Position 797: 3.19716000659927e-05
Position 185: 3.1568393755024e-05
Position 194: 3.070506925277455e-05
Position 246: 2.6840799158683264e-05
Position 823: 2.2455005353335625e-05
Position 728: 1.9662875572219565e-05
Position 265: 1.5666133530783014e-05
Position 476: 1.3001578331923725e-05
Position 157: 1.0986325473782809e-05
Position 25: 8.39414479593932e-06
Position 65: 7.985528111512802e-06
Position 205: 7.079489354616987e-06
Position 474: 6.5804847078138534e-06
Position 277: 3.7372238672093686e-06
Position 913: 2.8175998665528636e-06
Position 286: 1.530220351643938e-06
Position 865: 8.10861621408266e-07
Position 538: 5.099969842562372e-07
Position 346: 3.0875699215710927e-07
Position 838: 2.8238853245902076e-07
Position 88: 2.066240947582401e-07
Position 140: 1.699715592496936e-07
Position 54: 1.5013124458443338e-07
Position 964: 7.942103977350263e-08
Position 122: 6.960315262667295e-08
Position 498: 5.9344786731586225e-08
Position 36: 1.9895450513523497e-08
Position 709: 1.649400486492372e-08
Position 196: 7.39945523982229e-09
Position 692: 4.359590235083175e-09
Position 697: 3.5600878667327674e-09
Position 981: 2.1207361641116764e-10
Position 975: 4.3611425902576207e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.9991345675775154
Position 314: 0.9597973494317015
Position 369: 0.03438017138722882
Position 505: 0.014629249254077685
Position 1012: 0.006788755896301414
Position 394: 0.001220818874144997
Position 460: 0.0010131444994806854
Position 322: 0.00068093201852391
Position 843: 0.00039740630806085547
Position 316: 0.00015480750054951034
Position 949: 0.00015449507673527497
Position 885: 0.000151473011666042
Position 425: 0.00012928759472118247
Position 527: 6.68627313750403e-05
Position 205: 3.1038702973013666e-05
Position 723: 1.7959066231655236e-05
Position 830: 1.0430460087355834e-05
Position 153: 9.15190566515964e-06
Position 462: 3.0084719326342662e-06
Position 978: 2.9929722879329584e-06
Position 102: 2.5449527835226563e-06
Position 981: 2.3655891430577308e-06
Position 784: 1.2217124780157826e-06
Position 954: 1.0296551622784761e-06
Position 805: 8.02893159626576e-07
Position 518: 7.787868008259284e-07
Position 140: 7.745810681405186e-07
Position 122: 7.275458101903777e-07
Position 900: 3.7489995797430733e-07
Position 346: 3.178537727709586e-07
Position 286: 1.5965238601378668e-07
Position 814: 1.4099320389184419e-07
Position 608: 8.784373286175128e-08
Position 277: 8.484144140668681e-08
Position 265: 5.2983191647332016e-08
Position 1044: 2.7819442828910103e-08
Position 254: 1.0885617371908924e-08
Position 270: 3.677468538349151e-09
Position 964: 3.0720227891332232e-09
Position 132: 2.1581075387991582e-09
Position 986: 2.1355619734048918e-10
Position 170: 2.053230611194894e-10
Position 582: 1.9837377912854928e-11
Position 173: 1.994263258440208e-12
Position 163: 1.9168816526018784e-12
Position 258: 8.637880286162531e-13
