Gene = WDR79
index = 1600
Annotated 5SS: [ 166  874 1121]
Annotated 3SS: [ 221  931 1179]
SMsplice 5SS: [ 166  874 1121]
SMsplice 3SS: [ 221  931 1179]
top_k =  1000
Partition function (log Z): 2.4201431064186183

Sorted 5' Splice Sites (High to Low Probability):
Position 1121: 0.9993215418868147
Position 874: 0.9899311271997431
Position 166: 0.8192945757505818
Position 142: 0.012492236184706577
Position 689: 0.0072462138681057345
Position 278: 0.0021264986801136578
Position 1006: 0.0013440885276207132
Position 1010: 0.0010884414425153162
Position 835: 0.0009121428469955064
Position 1551: 0.0008696447551154575
Position 414: 0.0007675147952415771
Position 517: 0.0006830172255649423
Position 679: 0.0005873756072088882
Position 338: 0.0004926725033867615
Position 1423: 0.0004695943797432643
Position 479: 0.0002629888450883874
Position 170: 0.00021545079823525392
Position 716: 0.00013780958629911085
Position 1574: 0.0001340633802419457
Position 601: 0.0001220765427413845
Position 200: 0.000112062982096447
Position 695: 8.629040105106664e-05
Position 596: 7.727573337861997e-05
Position 1472: 6.804020431231397e-05
Position 577: 6.463030059271644e-05
Position 148: 5.7339376699913065e-05
Position 794: 5.0318212961541564e-05
Position 1381: 4.145571020347545e-05
Position 878: 3.779340170308062e-05
Position 1029: 3.0232698005214725e-05
Position 1506: 2.8021677652278416e-05
Position 175: 2.6152472029759633e-05
Position 381: 2.2385398820173823e-05
Position 1142: 2.092335651610632e-05
Position 322: 1.9962309700135288e-05
Position 664: 1.8229582447640887e-05
Position 1441: 1.7172751365960963e-05
Position 1568: 1.6248280484180577e-05
Position 131: 1.5870993793662257e-05
Position 488: 1.5295902749284507e-05
Position 1607: 1.3998501644034706e-05
Position 299: 1.3451844398980896e-05
Position 1213: 1.3316823126936604e-05
Position 1306: 1.2815239380207342e-05
Position 304: 1.1378793487892268e-05
Position 1323: 1.122790689527244e-05
Position 1188: 1.0257589334446805e-05
Position 1410: 6.417303092410278e-06
Position 1125: 5.84790894740543e-06
Position 485: 5.80209681106804e-06
Position 932: 5.756712018307075e-06
Position 251: 4.7225369736686235e-06
Position 21: 4.679924433094769e-06
Position 1405: 4.193810302049703e-06
Position 625: 3.3747812966688094e-06
Position 569: 3.2772870556754174e-06
Position 1477: 3.190296281144819e-06
Position 755: 2.539828040231638e-06
Position 224: 2.2870334810977574e-06
Position 8: 1.9207611840378167e-06
Position 968: 1.7394201663049917e-06
Position 830: 1.7332208219961002e-06
Position 1490: 1.6990554102670676e-06
Position 395: 1.3201863426446106e-06
Position 1020: 1.3016356653748333e-06
Position 123: 1.237700469453691e-06
Position 372: 1.2044856465554098e-06
Position 732: 1.07040137899637e-06
Position 53: 8.102650505917873e-07
Position 818: 7.765135896887823e-07
Position 787: 5.518416844511435e-07
Position 416: 4.345534510187138e-07
Position 82: 4.048615359307705e-07
Position 800: 3.6453966981031415e-07
Position 1396: 3.2601967245221673e-07
Position 1176: 3.002609105645878e-07
Position 1640: 2.0360271384112843e-07
Position 985: 8.504731613731873e-08
