Gene = Sws1
index = 1535
Annotated 5SS: [177 777]
Annotated 3SS: [236 849]
SMsplice 5SS: [177 777]
SMsplice 3SS: [236 849]
top_k =  1000
Partition function (log Z): -0.6568126293375086

Sorted 5' Splice Sites (High to Low Probability):
Position 777: 0.9845538591308965
Position 177: 0.9362737410339458
Position 413: 0.12841067589614807
Position 429: 0.026038429304323703
Position 980: 0.020789608117712337
Position 368: 0.01258469867416997
Position 361: 0.011073045681588943
Position 1108: 0.0037872252302726906
Position 758: 0.0017272175386223365
Position 1498: 0.001544053506135932
Position 147: 0.0013239521676101703
Position 938: 0.0010646463054899428
Position 1333: 0.0006269718249805262
Position 365: 0.0006179002508926889
Position 1306: 0.0004350798621936902
Position 982: 0.00037818709853766364
Position 956: 0.0003599489378221884
Position 427: 0.0003060185651568683
Position 1324: 0.0002632611457702936
Position 1225: 0.0002576979854849617
Position 1201: 0.0002535448662376844
Position 1050: 0.0002477664265952059
Position 359: 0.0002190948064599509
Position 391: 0.00019996097170345536
Position 18: 0.00017142472701276042
Position 1192: 0.00016359979426516864
Position 1263: 0.00015252389666793847
Position 972: 0.00014195953962453816
Position 999: 0.00012795391617272282
Position 208: 0.0001018759060669874
Position 1326: 9.977621631714337e-05
Position 994: 9.669874450649836e-05
Position 1453: 7.451456927386864e-05
Position 205: 6.838477531614229e-05
Position 1119: 6.729662321908788e-05
Position 119: 6.555497785766846e-05
Position 1245: 5.635145746575541e-05
Position 958: 5.3714203909479384e-05
Position 951: 5.2388796681550456e-05
Position 723: 4.3477145013833966e-05
Position 157: 3.546623678955757e-05
Position 1013: 3.379910167296905e-05
Position 417: 2.6976605558955303e-05
Position 1007: 2.6966142319970732e-05
Position 1257: 1.4434946813934881e-05
Position 76: 9.56740446430712e-06
Position 1005: 7.2682079408433345e-06
Position 1086: 5.708287927564189e-06
Position 128: 5.502715779309304e-06
Position 538: 5.347219779991705e-06
Position 82: 4.348857984295528e-06
Position 878: 3.936363578708538e-06
Position 906: 3.901732547241024e-06
Position 290: 3.88797768270975e-06
Position 1339: 3.295545594593724e-06
Position 806: 2.7762149402905706e-06
Position 536: 2.090501894705822e-06
Position 1227: 1.7300415191798119e-06
Position 23: 1.674777072660194e-06
Position 449: 1.566952117159189e-06
Position 892: 6.48522428748226e-07
Position 681: 5.865121213065426e-07
Position 1474: 4.6996165604109066e-07
Position 1267: 3.779625605376187e-07
Position 1440: 3.714007829971279e-07
Position 107: 3.066040710196281e-07
Position 433: 2.9929925884021443e-07
Position 250: 2.788456739282852e-07
Position 1387: 1.8166212059025895e-07
Position 442: 1.1084188283600225e-07
Position 1536: 9.4087523320144e-08
Position 1390: 8.226858805917431e-08
Position 457: 7.439890203598734e-08
Position 64: 9.500819618142407e-09
Position 824: 6.658769028946474e-09
Position 859: 5.242905037327688e-09
Position 656: 2.8347357507152705e-09
Position 714: 2.832780801531649e-09
Position 492: 8.143537837269962e-10
Position 865: 2.0026991793107227e-10
Position 849: 1.598781421690046e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 849: 0.9980651952751797
Position 236: 0.9189172876041882
Position 481: 0.12015472582939964
Position 1037: 0.02133206900776257
Position 442: 0.01571425742992623
Position 238: 0.01127761583478798
Position 492: 0.010179267241898807
Position 457: 0.009548818070160236
Position 512: 0.008419593255090658
Position 1383: 0.004746819216447804
Position 284: 0.0033041785812122724
Position 589: 0.0021146227143529982
Position 1583: 0.0015538303853945017
Position 346: 0.001532349487911842
Position 1296: 0.0014773708098186399
Position 417: 0.0011613568340528046
Position 1167: 0.001065503399702567
Position 670: 0.0010476106741826134
Position 1077: 0.0006872201860171262
Position 1055: 0.0005498019414109537
Position 250: 0.000346619831952161
Position 616: 0.0002984447333493537
Position 640: 0.00021930950438069817
Position 553: 0.00018641206096711694
Position 427: 0.00016543109420914654
Position 514: 0.0001506070055726309
Position 371: 0.0001274382800817017
Position 625: 9.857655881516645e-05
Position 1506: 7.400447418380612e-05
Position 631: 7.138590532965194e-05
Position 1224: 7.01125561150275e-05
Position 208: 4.3376176706738014e-05
Position 86: 3.5490844031256366e-05
Position 1176: 3.5149760390143874e-05
Position 1599: 3.1655621345243846e-05
Position 1013: 3.153217499768947e-05
Position 874: 3.05986368279496e-05
Position 963: 2.4092404993007804e-05
Position 749: 2.4061098219741655e-05
Position 643: 2.149438723316236e-05
Position 1306: 2.138236658454577e-05
Position 1587: 1.908421720977602e-05
Position 433: 1.7955926650182477e-05
Position 900: 1.7099107247325624e-05
Position 1320: 1.4151656259737625e-05
Position 1245: 1.1240829663630607e-05
Position 128: 7.594486013867796e-06
Position 1005: 7.265953247674866e-06
Position 865: 3.3601653882943463e-06
Position 382: 2.8473642821359093e-06
Position 897: 2.707711308724507e-06
Position 972: 2.4239197768732367e-06
Position 629: 2.3636374358293694e-06
Position 1486: 2.0966824687608335e-06
Position 152: 1.87104163425301e-06
Position 199: 1.5283554590896175e-06
Position 467: 1.1418044384495507e-06
Position 195: 1.128692608013622e-06
Position 1431: 9.175518132800255e-07
Position 723: 7.610211950417395e-07
Position 1242: 6.196909044944247e-07
Position 155: 5.848243956503312e-07
Position 613: 5.540151101482699e-07
Position 165: 3.4640102158715924e-07
Position 176: 3.410846517388475e-07
Position 758: 3.170479391010462e-07
Position 1062: 3.12037431564335e-07
Position 529: 2.819721320056506e-07
Position 1440: 2.787118229665784e-07
Position 737: 1.3512076700266687e-07
Position 522: 7.039179443710059e-08
Position 526: 5.849965740500064e-08
Position 82: 4.020690170097525e-08
Position 686: 3.454046273407243e-08
Position 728: 3.378283054144736e-08
Position 391: 8.003095196382813e-09
Position 147: 6.833638664140263e-09
Position 915: 2.448851132093876e-09
Position 1404: 1.7128202000219814e-09
Position 157: 1.3098159690163233e-10
Position 183: 8.379889559704371e-11
