Gene = drpr
index = 1677
Annotated 5SS: [  583  7116  7338  7528 11185 12402 13161 13729 14105 14311 14433]
Annotated 3SS: [ 6881  7173  7401 10937 11361 12953 13227 13798 14163 14399 14550]
SMsplice 5SS: [  583  7116  7338  7528 13161 13729 14105 14311]
SMsplice 3SS: [ 6881  7173  7401 12789 13227 13798 14163 14550]
top_k =  1000
Partition function (log Z): 16.173918749256618

Sorted 5' Splice Sites (High to Low Probability):
Position 7116: 0.9988257780811494
Position 14105: 0.9963934761258262
Position 7338: 0.9958801395864944
Position 13161: 0.9838504067342014
Position 13729: 0.9560276706163146
Position 14311: 0.9393580968249171
Position 583: 0.8616628758549169
Position 7528: 0.33409140976304436
Position 7462: 0.2566677898328216
Position 11185: 0.24519227910362124
Position 12402: 0.24183959737349753
Position 8395: 0.23336188273556188
Position 14881: 0.19560979584052743
Position 14903: 0.16198482812542495
Position 7490: 0.12847995176336352
Position 31: 0.11466961005942672
Position 14804: 0.08311945832422059
Position 7552: 0.06965039592215119
Position 14836: 0.05190279074017601
Position 6818: 0.05097318356325868
Position 15094: 0.04638336718478853
Position 14899: 0.044703794460905596
Position 14433: 0.04253497721684208
Position 13513: 0.04226595273064833
Position 7761: 0.029827486313411863
Position 372: 0.02643268295188992
Position 1835: 0.02526798394555521
Position 7501: 0.024868347997195523
Position 15309: 0.023662490433447363
Position 13560: 0.019668226222730876
Position 13886: 0.01867954782818722
Position 6772: 0.01102606043538354
Position 8165: 0.010992316123199302
Position 14872: 0.010284776573227426
Position 243: 0.008350916706145895
Position 263: 0.007708378389570303
Position 2345: 0.007427653045827938
Position 3283: 0.00667073650767449
Position 425: 0.0059538628337775824
Position 1808: 0.005634293228133023
Position 11000: 0.004982991708626796
Position 7679: 0.004689982569850536
Position 14833: 0.004647074271993577
Position 13705: 0.004282535508381704
Position 10954: 0.0041752739950597145
Position 15302: 0.0041273607274185525
Position 7484: 0.004094586914754842
Position 4787: 0.00395763034921803
Position 13494: 0.003775713588376242
Position 211: 0.0034922967624674553
Position 7693: 0.003336230006047088
Position 380: 0.0032002139228919785
Position 7492: 0.002846966495781936
Position 8331: 0.0026993196892222083
Position 4167: 0.002591655789606046
Position 7723: 0.0024966550989669713
Position 7322: 0.0024374939070333865
Position 1612: 0.0019248631903259344
Position 1264: 0.001789894147361627
Position 14664: 0.0016643783169314607
Position 13550: 0.0015015806627008798
Position 2612: 0.0012946756574983625
Position 13377: 0.0012803124570045141
Position 7591: 0.0012778426802676722
Position 35: 0.0012490684554594613
Position 15082: 0.0012314907180074799
Position 14788: 0.001219362855634813
Position 14986: 0.0011765906764570292
Position 7972: 0.0011362337106795796
Position 7332: 0.00113482047051307
Position 123: 0.0011165873806311649
Position 14876: 0.0010899328239221187
Position 224: 0.001073323681652356
Position 14992: 0.001054222071522067
Position 14344: 0.0009865628372263458
Position 15043: 0.0009200390250040158
Position 7532: 0.0008262676839182144
Position 6734: 0.0008186352750601967
Position 7054: 0.0007292000147439238
Position 3439: 0.0007095434448800626
Position 10221: 0.0006500431398857834
Position 15246: 0.0006485677943617444
Position 13918: 0.0006426052045254896
Position 435: 0.0006211336206721135
Position 14946: 0.000620237147664314
Position 7789: 0.0006058303421107431
Position 8671: 0.0005921337326903036
Position 765: 0.0005880138445971947
Position 10035: 0.0005865198907596826
Position 13983: 0.0005078145488896386
Position 15205: 0.000505684191526364
Position 14471: 0.0004893682722538962
Position 15224: 0.00047825100142786695
Position 14461: 0.0004777546575159152
Position 8987: 0.00046642045521671344
Position 13255: 0.000429343568998088
Position 13645: 0.00039512525809441354
Position 531: 0.00039010049802302646
Position 2601: 0.00037477354233092063
Position 7904: 0.00036979132665320607
