Gene = Sprn
index = 1516
Annotated 5SS: [1049 1562]
Annotated 3SS: [1105 1612]
SMsplice 5SS: [  25  287 1049]
SMsplice 3SS: [  85  360 1105]
top_k =  1000
Partition function (log Z): 0.6239278883458874

Sorted 5' Splice Sites (High to Low Probability):
Position 25: 0.998315907317258
Position 1049: 0.9198822877602514
Position 287: 0.6812981348048145
Position 1351: 0.36152850107098733
Position 1562: 0.1918167080509201
Position 341: 0.09068406189018635
Position 1493: 0.05065302386576813
Position 280: 0.022529440629512097
Position 146: 0.01933803195924586
Position 1337: 0.013906451981210646
Position 1271: 0.010668492214639634
Position 1056: 0.009195734610147974
Position 362: 0.008689776215793334
Position 1498: 0.004904158273510659
Position 1046: 0.0044633126948213
Position 907: 0.003372611624777185
Position 218: 0.003247164919682404
Position 649: 0.0027668602982411482
Position 829: 0.0022345225769816505
Position 1868: 0.002022724973159158
Position 594: 0.0013989076497384055
Position 1845: 0.0012458368684083146
Position 737: 0.001212221068080865
Position 722: 0.001156858712979056
Position 511: 0.0011408577964658274
Position 371: 0.001131051028544871
Position 745: 0.0010892311858577148
Position 1373: 0.0010630912205120762
Position 752: 0.0010545595365198672
Position 242: 0.0010345244332360512
Position 1475: 0.001022638218043671
Position 1675: 0.0009048138921202391
Position 496: 0.0008623909113011202
Position 1516: 0.0008329661111345959
Position 1044: 0.0007995472866911387
Position 619: 0.0007473684248930811
Position 487: 0.0006321994829250943
Position 2003: 0.000594470966006855
Position 212: 0.0005879029636893478
Position 1378: 0.0005238283360704038
Position 1388: 0.0004150308126914176
Position 641: 0.000283792103495962
Position 29: 0.0002497510788647571
Position 270: 0.00018380614157475784
Position 1906: 0.000179631728616604
Position 600: 0.00017202372168254217
Position 1619: 0.00015598767923000767
Position 1567: 0.00015261296996394548
Position 531: 0.00012907218397033418
Position 682: 0.0001171792521302439
Position 923: 9.708804349833269e-05
Position 191: 7.102756231264738e-05
Position 235: 6.543834612289008e-05
Position 931: 5.507286743725755e-05
Position 228: 5.454063526592141e-05
Position 444: 5.139763381730064e-05
Position 1630: 5.013886737684559e-05
Position 999: 4.52775016502885e-05
Position 1413: 4.0787190101226496e-05
Position 1503: 3.799049364566549e-05
Position 1448: 2.3400404263120365e-05
Position 1823: 1.7155850252376353e-05
Position 1393: 1.6602332328683166e-05
Position 51: 1.170889569301773e-05
Position 1248: 1.0556470135176158e-05
Position 1171: 9.829719880856139e-06
Position 967: 9.064965815287402e-06
Position 1366: 8.413512569729185e-06
Position 36: 5.44958140890393e-06
Position 360: 5.045335767679389e-06
Position 1933: 2.76831822611818e-06
Position 1895: 1.7103019256858416e-06
Position 121: 1.597562536835708e-06
Position 38: 9.371310819803555e-07
Position 888: 3.414688985934885e-07
Position 60: 3.171468467700341e-07
Position 157: 3.5009060064414565e-08
Position 414: 3.4180381395970464e-08
Position 401: 2.9526792293413927e-08
Position 860: 2.1244589796582286e-08
Position 869: 2.0210428318803532e-08
Position 399: 1.406704747050279e-08
Position 394: 1.3326986233621492e-08
Position 473: 6.39737357963488e-09
Position 312: 3.2601592815678213e-09
Position 108: 1.9844033556692917e-09
Position 150: 1.8487855918503817e-09
Position 82: 5.896460336565238e-10
Position 152: 5.439704937140572e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 85: 0.9706771616829014
Position 1105: 0.948333968938909
Position 1612: 0.6141405718274231
Position 360: 0.2597249781810868
Position 880: 0.2371126670169637
Position 804: 0.0878076516315318
Position 394: 0.05680440768502424
Position 412: 0.05305715708729248
Position 89: 0.022419164007519806
Position 869: 0.014347122576833581
Position 631: 0.013566554960265813
Position 1437: 0.01278259206764322
Position 191: 0.012765394728811441
Position 832: 0.012470250755998358
Position 905: 0.011895846703448919
Position 694: 0.00839271212984029
Position 456: 0.008256835690889548
Position 1933: 0.006917445788609827
Position 1674: 0.006057800917358731
Position 737: 0.00572956421858276
Position 829: 0.005391072236835789
Position 1545: 0.004228368755762994
Position 1121: 0.004067925055452856
Position 634: 0.00403034275125498
Position 1009: 0.003835207918997747
Position 1413: 0.0030919490633043484
Position 345: 0.0030617011248351192
Position 2059: 0.0025299122464428592
Position 682: 0.0021684254321980055
Position 679: 0.0019631111524019912
Position 1178: 0.0019139682735270403
Position 1660: 0.001906959552899033
Position 531: 0.0018392656953959785
Position 414: 0.001815158747783584
Position 768: 0.001657936337726314
Position 1508: 0.0016492677942876784
Position 722: 0.0014053064210262094
Position 1496: 0.0013111942157760664
Position 97: 0.0012855214574920846
Position 463: 0.0010084735383937085
Position 975: 0.0009268846621922344
Position 577: 0.0008417613137880725
Position 960: 0.000824193954820892
Position 1151: 0.0007101971483871893
Position 929: 0.0006551185803654687
Position 1751: 0.0005994373118204726
Position 1182: 0.000510477778264043
Position 1171: 0.0004850524729371031
Position 745: 0.0004243491654809403
Position 484: 0.0004127382176613163
Position 1194: 0.00040013164708017
Position 1023: 0.00036972927959281424
Position 121: 0.00035177464620125186
Position 169: 0.00029570698152826884
Position 424: 0.00029541008678584237
Position 911: 0.00026833796352217844
Position 1401: 0.00021172802583766697
Position 1206: 0.00013287171981779506
Position 941: 0.00010185145873444164
Position 1355: 9.49710787490587e-05
Position 1740: 9.162122980396878e-05
Position 888: 8.956900427039801e-05
Position 1617: 6.276337923621827e-05
Position 1457: 5.570797494826179e-05
Position 487: 5.4945687627345455e-05
Position 697: 5.4700551754457974e-05
Position 1388: 4.893826995654986e-05
Position 1315: 4.6690196918652325e-05
Position 843: 4.45689257454671e-05
Position 847: 4.372406638970891e-05
Position 1832: 4.137165751772016e-05
Position 1895: 3.9620006650733475e-05
Position 426: 3.216275612203077e-05
Position 1028: 2.9158374103043483e-05
Position 537: 2.551755747414717e-05
Position 1520: 2.4958369740862778e-05
Position 931: 2.0524443922707434e-05
Position 1210: 1.9501218120947826e-05
Position 1512: 1.5624260209409637e-05
Position 979: 1.4751596212828368e-05
Position 225: 1.1347668698062416e-05
Position 1475: 1.1274482728651527e-05
Position 1224: 1.0951946857539734e-05
Position 1716: 9.487126850574118e-06
Position 265: 7.5155459299721485e-06
Position 212: 7.496047239239956e-06
Position 1561: 6.832156514888329e-06
Position 1679: 6.607012912194765e-06
Position 1373: 4.9391369604222265e-06
Position 1986: 4.419391387254743e-06
Position 1271: 3.3771646222732937e-06
Position 279: 3.107909139091468e-06
Position 136: 2.814321432825701e-06
Position 139: 2.296953527288154e-06
Position 208: 1.256328817934729e-06
Position 268: 1.1652169475218928e-06
Position 198: 2.853460490861467e-07
Position 127: 2.2143067969255602e-07
Position 171: 1.2196324229072434e-07
Position 242: 1.1357072668045163e-07
Position 1288: 8.485371471660501e-08
Position 249: 6.327861657511653e-08
Position 1056: 2.667574997603761e-08
Position 291: 2.2426046207367734e-08
Position 441: 1.1859789655610202e-08
Position 150: 2.0256293647701237e-09
Position 141: 5.229491714729124e-10
Position 270: 7.304995796149932e-11
