Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  1000
Partition function (log Z): -7.348083874206127

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9780020734276906
Position 1835: 0.9704133579652784
Position 2057: 0.21641059691827427
Position 1191: 0.04097017795005903
Position 2054: 0.025261495063341216
Position 2306: 0.020950396195031175
Position 1480: 0.01736139159355188
Position 2179: 0.013436146036891129
Position 1211: 0.009896665485450167
Position 1577: 0.009213628157519131
Position 1363: 0.007442686065652229
Position 445: 0.006384639308277574
Position 1550: 0.005152255533460049
Position 3073: 0.003202840857455926
Position 2310: 0.003166375610495096
Position 1413: 0.0028635780311555723
Position 2402: 0.0023054652980539388
Position 2021: 0.0022524854339517142
Position 1280: 0.0021329208623714208
Position 2094: 0.0020799974152119786
Position 1980: 0.0017735402181299471
Position 1136: 0.0017592379099612835
Position 2857: 0.001677913432911903
Position 4302: 0.001649460070743577
Position 951: 0.0013434021310637753
Position 2322: 0.001104381356251294
Position 2240: 0.000914123972068434
Position 4397: 0.0007717530759484144
Position 4748: 0.0007318524869016019
Position 700: 0.0007161000492208276
Position 2247: 0.0006365752180631538
Position 3545: 0.0005697488609642385
Position 1368: 0.0005340228525791171
Position 710: 0.0004497226812278799
Position 985: 0.00041657610496356897
Position 1461: 0.0003416150541430992
Position 944: 0.0002588162886024787
Position 1077: 0.0002466778771342361
Position 1334: 0.00024505725890576686
Position 3884: 0.00024322266633997224
Position 440: 0.00019648117875081691
Position 2949: 0.00018187717681147632
Position 400: 0.00013966337033417364
Position 3502: 0.00012417678363604222
Position 1764: 0.00010779080010046466
Position 2623: 0.00010510567814005135
Position 1616: 9.745015952235855e-05
Position 698: 9.522895273873348e-05
Position 4147: 9.096488641402099e-05
Position 652: 8.714826071454487e-05
Position 1843: 8.687544671718763e-05
Position 3512: 8.665563970125692e-05
Position 1273: 7.865717454978626e-05
Position 3983: 7.74840951586395e-05
Position 2205: 5.550085108331621e-05
Position 1209: 5.2986171214281905e-05
Position 1446: 4.8333999307762996e-05
Position 97: 4.216012309557073e-05
Position 1307: 4.118780407052127e-05
Position 907: 4.067044111099429e-05
Position 3106: 3.75939513669647e-05
Position 2644: 3.170174937146863e-05
Position 1224: 2.8427697991681337e-05
Position 2773: 2.647139722016277e-05
Position 237: 2.2950349016945982e-05
Position 2909: 2.2567426583888794e-05
Position 1935: 2.157955564812245e-05
Position 2760: 1.921308622892103e-05
Position 1019: 1.8781471916789865e-05
Position 2980: 1.731740140154395e-05
Position 2632: 1.7106093405234256e-05
Position 104: 1.6409053139643874e-05
Position 2353: 1.5662241737725723e-05
Position 274: 1.5512213834698066e-05
Position 1963: 1.3805177484076578e-05
Position 600: 1.1480006321128061e-05
Position 171: 1.066348942523287e-05
Position 1346: 1.0441734186455877e-05
Position 1265: 8.456385880271453e-06
Position 1357: 7.967440772186118e-06
Position 1953: 7.866498129315681e-06
Position 627: 6.8617840088511916e-06
Position 769: 5.900743120962179e-06
Position 921: 5.538421218241399e-06
Position 1069: 5.232103890136332e-06
Position 1097: 4.847188457211874e-06
Position 779: 3.949459130388168e-06
Position 234: 3.613472825083875e-06
Position 1250: 3.482015354610695e-06
Position 616: 3.0637741143850532e-06
Position 364: 2.963727858202114e-06
Position 340: 2.4511091298032702e-06
Position 878: 1.945468176945465e-06
Position 771: 5.334297709117856e-07
Position 1867: 2.643222929194865e-07
Position 598: 1.1132551458728516e-07
Position 2274: 8.35395605396935e-08
Position 1054: 6.363757724460124e-08
Position 277: 5.618867625227029e-08
Position 463: 5.1527082154569525e-08
Position 481: 4.3014252472632524e-08
Position 784: 4.224040150316037e-08
Position 1756: 3.0647267225591746e-08
Position 1044: 1.964311750993926e-08
Position 613: 1.874917700519e-08
Position 1056: 1.4669907734167321e-08
Position 1792: 5.461489328253359e-09
Position 861: 2.9386329110333303e-09
Position 827: 2.6438274579348342e-09
Position 1092: 5.882494462060663e-10
Position 79: 6.727368285539144e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.9202334094113561
Position 2135: 0.7310598246942739
Position 1889: 0.2798311870548602
Position 4646: 0.06185842181112025
Position 1015: 0.037948617344526335
Position 4366: 0.030834029911881836
Position 1001: 0.03058836545291084
Position 843: 0.0264662289314756
Position 1681: 0.021699626910830532
Position 2295: 0.020896569720382098
Position 3012: 0.020157517272921074
Position 4686: 0.01737408200154419
Position 1904: 0.01625161367840235
Position 4610: 0.015798881624105074
Position 3168: 0.014521018208013593
Position 2292: 0.012049035007176858
Position 4682: 0.01187058163244916
