Gene = ckd
index = 1649
Annotated 5SS: [  68 8837 9410 9670]
Annotated 3SS: [8524 9242 9546 9730]
SMsplice 5SS: [ 778 9410 9670]
SMsplice 3SS: [9242 9546 9730]
top_k =  1000
Partition function (log Z): -1.629195569785915

Sorted 5' Splice Sites (High to Low Probability):
Position 9670: 0.9988869417619625
Position 9410: 0.9607739059558958
Position 778: 0.3697471974639785
Position 8837: 0.33162715652855923
Position 68: 0.21791020588305243
Position 9138: 0.18439250401180898
Position 121: 0.16818236389953656
Position 397: 0.16322390264474543
Position 8729: 0.1315330914419613
Position 9128: 0.07898870839156064
Position 393: 0.04024272606994384
Position 391: 0.03411306519617844
Position 8137: 0.033455636481647524
Position 1152: 0.022603956234560792
Position 1910: 0.016494371909953207
Position 976: 0.014143336805395795
Position 9828: 0.012776703970417662
Position 8909: 0.011955898082850722
Position 1923: 0.009872356063464103
Position 9161: 0.0055655005107478565
Position 6671: 0.005439889190083299
Position 1111: 0.0050659184835052645
Position 306: 0.0044056425179963155
Position 1158: 0.0025039549003015413
Position 9426: 0.0023815761387727696
Position 8176: 0.0021907585742043396
Position 8201: 0.0018551448867637052
Position 9891: 0.0017402725720369664
Position 8677: 0.0016394540657267264
Position 1684: 0.0015739981079779125
Position 4620: 0.0014903252580051555
Position 8210: 0.0014530618847210656
Position 3079: 0.0013936331790314238
Position 1374: 0.0013876210842670405
Position 1819: 0.0013540845566767023
Position 403: 0.0011566768145056592
Position 3777: 0.001065395014956426
Position 8011: 0.0010600149810400614
Position 7598: 0.001026046835578873
Position 2220: 0.0010024736299652
Position 8642: 0.0009661489518699396
Position 2416: 0.0009031971588545749
Position 8695: 0.0008924917856500479
Position 8163: 0.000880742562298297
Position 9869: 0.0008486810722163302
Position 826: 0.0005788468886667883
Position 9935: 0.0005700602365243155
Position 8794: 0.0005531401778519022
Position 5736: 0.0005180595125162949
Position 5142: 0.0004971519034053721
Position 395: 0.00048472954661731184
Position 9885: 0.0004753734729123431
Position 794: 0.0004198920178743409
Position 2224: 0.0004060872709865698
Position 8930: 0.0003956001084522698
Position 6618: 0.0003855913256208641
Position 6583: 0.0003363933167495467
Position 262: 0.0003038735336636512
Position 2693: 0.0003005950035356219
Position 9397: 0.00023691461414519034
Position 9674: 0.00015555504850068883
Position 9420: 0.00012077077551092899
Position 555: 9.823945464521331e-05
Position 251: 9.454749924629941e-05
Position 9923: 7.168889114643131e-05
Position 244: 7.152066892469585e-05
Position 249: 6.513638856206407e-05
Position 10004: 5.00272344470773e-05
Position 9925: 4.4235012452460706e-05
Position 10017: 4.289742943384069e-05
Position 1656: 4.220052558844413e-05
Position 1658: 3.941210279702541e-05
Position 10012: 3.7537018920542924e-05
Position 9621: 3.0076744443543446e-05
Position 9832: 2.931013177327411e-05
Position 9632: 2.79355600335021e-05
Position 828: 2.4419287290729842e-05
Position 1062: 2.3415645152297537e-05
Position 1067: 2.209785861010867e-05
Position 518: 2.0047891196795302e-05
Position 273: 1.9066144849617378e-05
Position 9830: 1.8370422212006268e-05
Position 401: 1.8102599262809132e-05
Position 10166: 1.8077787876031675e-05
Position 3: 1.2926013339757163e-05
Position 9736: 8.991642345657012e-06
Position 668: 8.514455306554925e-06
Position 10020: 8.465266587679174e-06
Position 583: 8.438311889108018e-06
Position 1213: 8.142828295726437e-06
Position 1497: 7.886181733584504e-06
Position 1360: 7.075459322840793e-06
Position 173: 6.632086855710969e-06
Position 25: 4.9795360521192235e-06
Position 1119: 4.8511668595872085e-06
Position 5347: 2.6786345434398148e-06
Position 9994: 2.3953711498799133e-06
Position 799: 2.277125048842402e-06
Position 1617: 2.145979432145885e-06
Position 336: 2.132949136392383e-06
Position 1549: 2.0875895869833187e-06
Position 530: 1.8840784141788253e-06
Position 9663: 1.862764588671519e-06
Position 491: 1.7713424568116246e-06
Position 1019: 1.3411533563109623e-06
Position 830: 1.3136421116647008e-06
Position 1007: 1.2636916831720304e-06
Position 33: 1.1824034591283812e-06
Position 1691: 1.1251885045703662e-06
Position 686: 9.615260750062984e-07
Position 541: 8.623712343146727e-07
Position 10067: 8.35258141465141e-07
Position 282: 6.412744463057683e-07
Position 1607: 4.78545663430321e-07
Position 1626: 4.503330399319103e-07
Position 215: 4.066697682163154e-07
Position 1327: 3.569965669121063e-07
Position 671: 2.953086156854516e-07
Position 10058: 2.799904958070774e-07
Position 9989: 2.7958474311379593e-07
Position 162: 2.0999097687920306e-07
Position 376: 1.4196942915179496e-07
Position 678: 1.2414100207256913e-07
Position 10053: 1.1123246202172703e-07
Position 539: 8.586802303151036e-08
Position 317: 6.383885159980843e-08
Position 623: 4.277649389090661e-08
Position 309: 2.1115760801785895e-08
Position 479: 2.092124378923633e-08
Position 832: 1.4203805406330847e-08
Position 9591: 9.319180216401706e-10
Position 759: 3.669123446511406e-10
Position 725: 1.3625113190738217e-10
Position 1261: 1.1899061547043314e-10
Position 999: 5.51347337887254e-11
Position 1307: 2.1017460356953656e-11
Position 10037: 6.6842606280133976e-12
Position 2736: 5.024628113039769e-13
Position 2301: 4.105647440357999e-13
Position 2698: 2.7016332983697996e-13
Position 2000: 2.524466832332896e-13
Position 2602: 2.1579358392776752e-13
Position 2738: 1.8822697211236203e-13
Position 2548: 1.5117483712844444e-13
Position 473: 5.635019404405807e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9730: 0.9825839522802687
Position 9546: 0.9534552368373261
Position 9242: 0.9280311053524125
Position 8524: 0.49615826461294815
Position 8541: 0.1955249039259422
Position 7930: 0.03827493058157162
Position 173: 0.034908250086991416
Position 8872: 0.034596304193091634
Position 9452: 0.02702923738120376
Position 1735: 0.021035617257978298
Position 8588: 0.019701930783659352
Position 10020: 0.0181372874440107
Position 8484: 0.015599464768194697
Position 8836: 0.013858492905812033
Position 9767: 0.013115955410329921
Position 8943: 0.011371722205352907
Position 9506: 0.008333441694051725
Position 325: 0.00643555267181251
Position 6108: 0.006145701922846282
Position 7957: 0.005086456332030905
Position 1433: 0.004348081044047358
Position 1462: 0.00379235655095097
Position 539: 0.0018722994785561244
Position 9209: 0.0018283409342642167
Position 9187: 0.0015767856707118567
Position 641: 0.0015179053935212069
Position 2820: 0.0011029032628059971
Position 10074: 0.0009594118609979401
Position 8801: 0.0009582616708210259
Position 499: 0.0009177066764418248
Position 4516: 0.000913879099624402
Position 600: 0.0008351773253056418
Position 1655: 0.0007343902816095357
Position 725: 0.0006402008063455349
Position 3435: 0.0005668890609580613
Position 7415: 0.0005534059127553387
Position 6360: 0.0005392086781174033
Position 8807: 0.0005381302940879194
Position 524: 0.0005194113017215017
Position 4969: 0.000515331196798713
Position 919: 0.0004032400682562421
Position 9923: 0.00031643888754484924
Position 9901: 0.00031239535768365096
Position 6386: 0.0002963484679619285
Position 1818: 0.00024603727143509137
Position 5041: 0.00023279980314405848
Position 1183: 0.0002270249950378034
Position 4375: 0.00022037632318244377
Position 9514: 0.00020181352287789489
Position 9970: 0.00018860848227414897
Position 1253: 0.00017338201090492266
Position 1603: 0.00016959225014197962
Position 10087: 0.0001558085935883739
Position 1537: 0.0001422106328252489
Position 5638: 0.00011703395046114504
Position 4338: 0.00011494327189293541
Position 678: 0.00011033395111506004
Position 5962: 0.00010700922220666305
Position 10213: 9.451112371964917e-05
Position 1019: 8.93519816880106e-05
Position 2274: 8.752563809840468e-05
Position 5159: 8.606499973440973e-05
Position 3187: 8.52989947586505e-05
Position 9567: 8.489192416638014e-05
Position 2108: 8.25456593762575e-05
Position 7087: 7.886085781792389e-05
Position 3827: 7.550812829938949e-05
Position 555: 6.926577103493651e-05
Position 3142: 6.717004511500672e-05
Position 530: 6.710509687546268e-05
Position 3958: 4.605094328697723e-05
Position 3455: 3.902072152731551e-05
Position 1074: 3.83536588293743e-05
Position 5388: 3.6257143947910377e-05
Position 9935: 3.620589669332862e-05
Position 9618: 3.54286573981901e-05
Position 3646: 3.538455443073519e-05
Position 3154: 3.304959109760399e-05
Position 5182: 2.951022317129427e-05
Position 604: 2.845459262465683e-05
Position 9776: 2.8292043246326455e-05
Position 647: 2.580564157820179e-05
Position 505: 2.5572642391582882e-05
Position 244: 2.5311764333870252e-05
Position 2963: 1.959321832323017e-05
Position 9482: 1.9512321629417336e-05
Position 3459: 1.7052468901873298e-05
Position 1632: 1.5274553331912428e-05
Position 9842: 1.3756124408139501e-05
Position 9661: 1.330816980205953e-05
Position 9994: 1.08872948760349e-05
Position 2004: 1.070735713947632e-05
Position 664: 8.097875811517939e-06
Position 1497: 6.171723866584997e-06
Position 1348: 4.686706883005374e-06
Position 1587: 3.868091624827152e-06
Position 1547: 1.927974863278148e-06
Position 1304: 1.3319846763135805e-06
Position 5654: 9.066530410743902e-07
Position 759: 8.255883302681984e-07
Position 967: 7.838840029061326e-07
Position 777: 7.467158334820941e-07
Position 9885: 7.436729005343523e-07
Position 996: 4.111302151879234e-07
Position 686: 3.6454196505390437e-07
Position 10048: 3.335602162037767e-07
Position 126: 3.2036375564272967e-07
Position 753: 2.7958313702254004e-07
Position 668: 2.1107380314124767e-07
Position 980: 1.9045674850559887e-07
Position 4019: 1.6412706869570694e-07
Position 1004: 7.274970253887323e-08
Position 262: 6.245188170442107e-08
Position 249: 5.838788057771757e-08
Position 121: 3.073081347340939e-08
Position 1105: 9.078784651641498e-09
Position 781: 8.860000950794635e-09
Position 799: 5.682866147744689e-10
Position 72: 4.2818283753643393e-10
Position 2941: 2.2201331964123807e-12
Position 2667: 2.1470259062486213e-12
Position 3587: 1.6346005985669286e-12
Position 2085: 2.297576653316427e-13
Position 2113: 2.266532526236994e-13
Position 2585: 8.411000180261521e-14
Position 2498: 6.545106692953682e-14
Position 1661: 4.620142464712344e-14
Position 1622: 2.690371002278228e-14
Position 1740: 8.980092969590624e-17
