Gene = Uxt
index = 1591
Annotated 5SS: [117]
Annotated 3SS: [167]
SMsplice 5SS: [117]
SMsplice 3SS: [167]
top_k =  1000
Partition function (log Z): -9.030655132978179

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9363496175559379
Position 285: 0.05069896625641642
Position 76: 0.021477873471794442
Position 17: 0.018617146554229747
Position 526: 0.0036021356131424273
Position 481: 0.0027022674578558014
Position 151: 0.001770189046895851
Position 650: 0.0010772233593667573
Position 660: 0.0009018182042036217
Position 418: 0.0005256790678286827
Position 252: 0.0004988118861586469
Position 121: 0.00043859120074898666
Position 370: 0.00038166817248754003
Position 264: 0.00024952674536220167
Position 136: 0.0001404618545269566
Position 654: 9.48120877741934e-05
Position 220: 6.640795329774756e-05
Position 412: 4.6975240002400024e-05
Position 352: 4.670702900787328e-05
Position 642: 3.533531087702279e-05
Position 430: 2.4804074878392737e-05
Position 663: 2.3647534870290137e-05
Position 779: 1.721074973775427e-05
Position 739: 1.3860917298975152e-05
Position 289: 8.331813608148956e-06
Position 432: 6.892146151400001e-06
Position 388: 4.845716568449204e-06
Position 699: 4.3744420315247756e-06
Position 149: 4.00616987511329e-06
Position 857: 3.720615130533527e-06
Position 207: 3.3842877269765193e-09
Position 508: 4.410941604064621e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 167: 0.8211613450882159
Position 171: 0.13397234260930208
Position 594: 0.02285490257142955
Position 334: 0.017285735313608188
Position 381: 0.013073738018538662
Position 365: 0.005604930686298692
Position 97: 0.0055178316234731645
Position 145: 0.0036485868519089714
Position 727: 0.0033155471392686342
Position 454: 0.0027772470079550533
Position 352: 0.001454186620168538
Position 755: 0.0012617420683080055
Position 76: 0.0012098314712206157
Position 769: 0.000865542811083448
Position 802: 0.0007786047879087568
Position 626: 0.0007438996413810671
Position 739: 0.0006536544011374895
Position 562: 0.0006186352727021695
Position 486: 0.0006146015777817532
Position 136: 0.00032541075762268143
Position 899: 0.0003071262301147876
Position 100: 0.0002934876674278919
Position 404: 0.00023894322426752846
Position 183: 0.00013361704511978523
Position 149: 0.0001156940170603755
Position 663: 0.00010392316041699348
Position 682: 8.392247003764223e-05
Position 498: 8.20814204074773e-05
Position 629: 7.529536769570956e-05
Position 264: 7.42234814355083e-05
Position 699: 6.821273182483823e-05
Position 426: 5.839778449778014e-05
Position 808: 5.6172300308287464e-05
Position 805: 5.257382832636509e-05
Position 312: 4.8509178730650945e-05
Position 239: 4.188556188394613e-05
Position 660: 3.420892075428774e-05
Position 944: 3.0503396901680998e-05
Position 928: 3.0005643439497617e-05
Position 107: 2.521012786262275e-05
Position 219: 2.4171695768400098e-05
Position 857: 1.9383872191571442e-05
Position 294: 1.3866860064860852e-05
Position 207: 1.2455440128606268e-05
Position 252: 1.1439178736515873e-05
Position 575: 1.1348972766787659e-05
Position 609: 1.1082785942275343e-05
Position 229: 1.0155485231489981e-05
Position 536: 1.0009002839646558e-05
Position 771: 8.916429827254653e-06
Position 919: 3.83155227291029e-06
Position 231: 2.921982129475602e-06
Position 524: 1.8927099403486914e-06
Position 112: 7.126560467169238e-08
Position 155: 2.4717429560961645e-08
Position 204: 2.261660451698154e-08
Position 121: 4.578619529459602e-09
Position 300: 2.614038034319772e-09
Position 241: 3.237953683146785e-10
Position 273: 6.623980270511995e-11
Position 117: 3.292479057160565e-11
Position 285: 5.55873812845081e-12
Position 243: 4.82401205292576e-12
Position 276: 2.1407663525487118e-12
