Gene = psd
index = 1850
Annotated 5SS: [207]
Annotated 3SS: [528]
SMsplice 5SS: [207]
SMsplice 3SS: [528]
top_k =  1000
Partition function (log Z): -9.077526979114477

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.2821941241140412
Position 459: 0.2755417107531656
Position 272: 0.17207715747067617
Position 244: 0.16297151109050473
Position 81: 0.13566267965965778
Position 1170: 0.12576918192626427
Position 871: 0.10834303779635099
Position 419: 0.06385408197108204
Position 612: 0.04480067595326877
Position 773: 0.01204744062970522
Position 868: 0.011659353440027335
Position 277: 0.00856053730727905
Position 170: 0.007622311853533604
Position 821: 0.005733491752679088
Position 642: 0.004921999200068033
Position 140: 0.0026148650005682443
Position 1174: 0.002514991357769775
Position 1453: 0.002155074999399702
Position 49: 0.0016425771702567047
Position 813: 0.0015729655078355995
Position 165: 0.0013681265979118326
Position 628: 0.0012128181123618996
Position 818: 0.0004704053643953072
Position 404: 0.00046323184825294324
Position 391: 0.0004487583223247214
Position 393: 0.00034309341926801114
Position 1481: 0.00027992606908563885
Position 62: 0.00022652862785558633
Position 1570: 0.0001811648070264541
Position 606: 0.00016156205209736922
Position 1565: 0.00011363338905095015
Position 1485: 5.041078820463884e-05
Position 1149: 4.38973740937579e-05
Position 582: 3.278325296296497e-05
Position 566: 3.267969090998559e-05
Position 615: 3.191295221739703e-05
Position 1549: 1.7854546067867057e-05
Position 335: 1.639459979391471e-05
Position 150: 1.532136141813302e-05
Position 51: 1.3598629002672756e-05
Position 145: 1.0031352013907482e-05
Position 757: 5.796242607553571e-06
Position 143: 2.4334437488098793e-06
Position 411: 2.270868397313263e-06
Position 722: 1.7200113485414376e-06
Position 934: 1.4153357112238614e-06
Position 1065: 1.4010531678253593e-06
Position 529: 1.1358609979221932e-06
Position 385: 4.86393228753648e-07
Position 725: 4.044079327879053e-07
Position 968: 3.8340935997060565e-07
Position 14: 2.4813094368594043e-07
Position 563: 1.453648140909869e-07
Position 560: 6.943708542752837e-08
Position 1143: 3.6644817873987156e-08
Position 495: 2.5972239087553778e-08
Position 568: 2.0447167595909943e-09
Position 531: 2.2482624619693674e-10
Position 694: 1.2165015661627473e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 528: 0.7111189019845758
Position 340: 0.28637768006687514
Position 944: 0.15596236248990428
Position 1223: 0.04855976855582794
Position 1601: 0.048330058241000715
Position 1061: 0.03584688326702435
Position 684: 0.03044714489429542
Position 297: 0.025452795536349902
Position 359: 0.02285459214550017
Position 690: 0.013127311371467994
Position 1395: 0.009640799251604538
Position 1241: 0.009020592702420687
Position 1733: 0.006634710703210637
Position 143: 0.0056246854791759315
Position 1301: 0.005004176704945195
Position 458: 0.004147766824515801
Position 1412: 0.003411045791809496
Position 1564: 0.0029131033567524854
Position 1651: 0.0027411805516759126
Position 1271: 0.001464158791044806
Position 1501: 0.0013320980938110207
Position 1232: 0.0012935604690237916
Position 351: 0.0012320595607640595
Position 868: 0.0008821047448685049
Position 1433: 0.0008048854603232478
Position 1021: 0.0004918036871532419
Position 582: 0.0003392944854865183
Position 130: 0.00030970218666981955
Position 1286: 0.0002680550953064632
Position 1549: 0.00020210986379946505
Position 994: 0.00019490893447866202
Position 140: 0.00017719904548374428
Position 579: 0.00016376009261666422
Position 1065: 0.00015613234874048158
Position 1513: 0.0001559475575428698
Position 248: 0.0001372419404666569
Position 1256: 0.00013684182834441583
Position 1855: 8.687027618512769e-05
Position 109: 8.255435901735896e-05
Position 1471: 8.200910902776901e-05
Position 1346: 7.459797197954038e-05
Position 1316: 6.348213240151387e-05
Position 1358: 5.855814739151291e-05
Position 277: 5.6228057824935484e-05
Position 1639: 5.307409385464369e-05
Position 1328: 5.233793213216373e-05
Position 1813: 4.858557101827753e-05
Position 1126: 4.11724338079445e-05
Position 1450: 2.583068570435101e-05
Position 1582: 2.389753384592419e-05
Position 844: 2.0044425397345665e-05
Position 272: 1.733019887557844e-05
Position 364: 1.1895528941408387e-05
Position 1036: 6.596487113532073e-06
Position 1801: 6.557968965930971e-06
Position 740: 5.4789714450088736e-06
Position 118: 4.940627632171441e-06
Position 812: 4.617398896822049e-06
Position 1018: 4.5408763271377456e-06
Position 391: 4.1441622664187165e-06
Position 372: 3.886939021231049e-06
Position 385: 3.22551999729053e-06
Position 165: 3.1557452995498436e-06
Position 1000: 3.144837456334092e-06
Position 1078: 2.5283215946464278e-06
Position 114: 1.387901323473366e-06
Position 377: 8.361849446413636e-07
Position 615: 3.575408725608464e-07
Position 1099: 3.351965577735255e-07
Position 150: 2.478626641403379e-07
Position 77: 8.516601609252641e-10
Position 85: 4.01264939626238e-10
Position 641: 3.173589004564529e-10
Position 265: 2.8268390123516103e-10
