Gene = BG642163
index = 42
Annotated 5SS: [95]
Annotated 3SS: [152]
SMsplice 5SS: [95]
SMsplice 3SS: [519]
top_k =  1000
Partition function (log Z): -8.267220527799351

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.6337006926428848
Position 306: 0.20444249500866607
Position 838: 0.1681736679742628
Position 190: 0.09679598417036762
Position 589: 0.09070715097065057
Position 712: 0.06344522407299494
Position 133: 0.05469102364118239
Position 114: 0.025452121668783797
Position 1261: 0.01664787270673625
Position 182: 0.00949456663744651
Position 227: 0.006175854162069179
Position 1344: 0.004824356613558625
Position 697: 0.004206438931652455
Position 663: 0.0038316670333931116
Position 1323: 0.003672910386408531
Position 976: 0.0026129409913108127
Position 658: 0.0021528069345956922
Position 284: 0.0018320831767829262
Position 1117: 0.0014649814772107479
Position 408: 0.001455292423069303
Position 74: 0.0009231716368184343
Position 1141: 0.0006689778759400832
Position 917: 0.00037145405073566834
Position 137: 0.0003005550625474832
Position 1267: 0.00027478769323551524
Position 56: 0.00023851138310741456
Position 25: 0.0001930223015916857
Position 963: 0.00018548889777346325
Position 1389: 0.0001537691379718119
Position 1417: 0.00014193846899856815
Position 1084: 0.00010687504202207092
Position 19: 6.351418958800087e-05
Position 595: 6.158944976536186e-05
Position 188: 4.856320122357155e-05
Position 53: 4.5561062114441506e-05
Position 1384: 4.3533503813091e-05
Position 293: 6.426928167856179e-06
Position 250: 4.073405196284752e-06
Position 544: 1.8358729099924477e-06
Position 1110: 1.070420577527507e-06
Position 844: 1.0690218456340668e-06
Position 928: 2.1676960832287518e-07
Position 802: 4.3807946499579e-08
Position 933: 5.5942218476794274e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 519: 0.6339036689621557
Position 483: 0.11803110732920459
Position 882: 0.11798464641468241
Position 756: 0.10132195629863679
Position 152: 0.09585340390352541
Position 227: 0.07690888135197177
Position 1178: 0.05850807631532043
Position 711: 0.04712799920918028
Position 1242: 0.03187911186855468
Position 1059: 0.0313037977963779
Position 979: 0.01528244879558125
Position 1122: 0.013065663759665879
Position 1565: 0.012274697670900385
Position 1322: 0.00742053504799195
Position 1540: 0.005647227803699649
Position 1292: 0.005296475408643184
Position 588: 0.004663499855982222
Position 1481: 0.004239747492383393
Position 240: 0.003643782908488428
Position 1017: 0.002774347119403054
Position 368: 0.0020850725844485
Position 963: 0.0016456843144037198
Position 633: 0.001599695287540058
Position 330: 0.0014453142977597347
Position 697: 0.0010794172208845626
Position 774: 0.0009625051466294672
Position 837: 0.0007776041795134913
Position 439: 0.0006895529017197549
Position 1341: 0.0004586730365161175
Position 1141: 0.0004301093892323219
Position 1019: 0.0002226254398602985
Position 309: 0.0002066038212674077
Position 917: 0.0001714826433915821
Position 154: 0.0001671757121964049
Position 1485: 0.00013204077590111453
Position 1068: 0.00011244152608760221
Position 644: 8.064972941021796e-05
Position 1376: 5.994951882200614e-05
Position 318: 4.854762641675919e-05
Position 666: 2.979285226797135e-05
Position 779: 2.77951174666633e-05
Position 1459: 2.228477652687765e-05
Position 1400: 1.5924593302971028e-05
Position 110: 7.549880296775236e-06
Position 651: 4.531300843974308e-06
Position 663: 9.712011525591443e-07
Position 95: 5.42282221345375e-07
Position 726: 1.5532016010313493e-07
Position 99: 1.2924318439311415e-07
Position 1078: 8.583583800238846e-08
Position 658: 8.50641842799188e-08
Position 595: 7.319544247791846e-08
Position 114: 2.6210966728666364e-08
Position 298: 8.512160162185328e-09
Position 66: 4.747915090183003e-09
Position 718: 2.774691943112934e-09
Position 74: 2.5112832694460536e-09
Position 62: 5.174910728481704e-10
