Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  1000
Partition function (log Z): 9.384609806112124

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9993472674100552
Position 1934: 0.9989923244031819
Position 2497: 0.9921818845755542
Position 2157: 0.38330675454155066
Position 1074: 0.3115367368520443
Position 348: 0.10832831968388136
Position 505: 0.051965213673281566
Position 20: 0.045179170325269434
Position 1062: 0.036433594384204904
Position 871: 0.03125993883604721
Position 1160: 0.021988945673583303
Position 623: 0.020589627256708515
Position 618: 0.014879158244767699
Position 366: 0.013513991405240766
Position 458: 0.013004320547158835
Position 464: 0.01196582721485211
Position 635: 0.011872715911219248
Position 1047: 0.010748363470636643
Position 1033: 0.007541518180333482
Position 2558: 0.007179085500312597
Position 32: 0.005195419625897098
Position 849: 0.005160330977657476
Position 413: 0.0051485927206440275
Position 3298: 0.004853304751881145
Position 3436: 0.004792683234593596
Position 571: 0.003945840423372026
Position 1329: 0.003924111569296577
Position 71: 0.0033424400136145356
Position 3242: 0.0032713000225668785
Position 299: 0.0030040846115576727
Position 3456: 0.0028258765580329932
Position 1249: 0.00264434724136041
Position 810: 0.002499177244415764
Position 3322: 0.0023588308201013997
Position 193: 0.002232295186909785
Position 2077: 0.0020837741482041447
Position 2170: 0.0014297848917168997
Position 1242: 0.001346207225689866
Position 3068: 0.0012757669694674766
Position 2870: 0.0009104796273877445
Position 172: 0.0008987912912081656
Position 267: 0.0008890540052989409
Position 732: 0.0008868301372556
Position 1252: 0.0007349294059235027
Position 433: 0.0005748023618665511
Position 175: 0.0005471414433598338
Position 1171: 0.0005422308690447884
Position 2350: 0.0005400507145500363
Position 3024: 0.0004817697674446056
Position 184: 0.0004466605030713442
Position 1173: 0.00044382080857694183
Position 3331: 0.00036305129293272753
Position 2190: 0.0003568203010103505
Position 1419: 0.0003447291211272111
Position 308: 0.0003283789504779017
Position 896: 0.00030936945512968013
Position 3289: 0.00029800137516131347
Position 2511: 0.000277901325801813
Position 788: 0.00020985476498513265
Position 2371: 0.0002047328318974417
Position 1501: 0.00018653404214106256
Position 75: 0.0001827768611749667
Position 1926: 0.00017926876372087756
Position 2494: 0.0001675431472648979
Position 1945: 0.00014714838148900715
Position 3472: 0.00012793945689778914
Position 2446: 0.00012597820448829696
Position 2881: 0.00012175199091856487
Position 2750: 0.00011774970029732954
Position 525: 0.00011492520942363357
Position 2848: 0.0001101291524599124
Position 2915: 0.00010262552544140004
Position 1005: 0.00010207513441397995
Position 406: 9.513273729204027e-05
Position 2918: 8.684995684669538e-05
Position 2954: 7.599278476356414e-05
Position 489: 7.229957286604557e-05
Position 3049: 6.77369690473927e-05
Position 2998: 6.601976377817229e-05
Position 204: 5.3826819553673606e-05
Position 2177: 5.2110429616558644e-05
Position 2492: 4.4222014614157694e-05
Position 3358: 4.219235979150727e-05
Position 2387: 4.1595153797797655e-05
Position 2161: 4.0255629671437116e-05
Position 1702: 3.8517337071780465e-05
Position 1190: 3.486746175476974e-05
Position 272: 3.455789035573855e-05
Position 3379: 2.8636877187519522e-05
Position 1884: 2.8284647760537828e-05
Position 2223: 2.64864163416973e-05
Position 2450: 2.559433654313876e-05
Position 712: 2.4989331531650305e-05
Position 2131: 2.4468736109115404e-05
Position 1313: 2.3471370228954982e-05
Position 2501: 2.2181582366664173e-05
Position 1938: 1.7131373139359034e-05
Position 424: 1.3577277176942547e-05
Position 627: 1.280002269872945e-05
Position 2985: 1.1663324378477417e-05
Position 2993: 9.893774685417422e-06
Position 509: 9.603207623697243e-06
Position 2172: 8.612818158086305e-06
Position 2048: 6.592370993700043e-06
Position 679: 5.624437805387373e-06
Position 3314: 5.1977845488765706e-06
Position 2016: 5.080947854202242e-06
Position 313: 4.931632983625883e-06
Position 2027: 4.329702123044625e-06
Position 1786: 3.686648246426886e-06
Position 915: 3.1697559643048527e-06
Position 1835: 3.152450866638907e-06
Position 1879: 2.959038327962607e-06
Position 2412: 2.6812580893408757e-06
Position 316: 2.3582725280683554e-06
Position 1882: 2.281527600414599e-06
Position 830: 2.197508644843977e-06
Position 470: 2.0061978556317954e-06
Position 501: 1.5123786861407418e-06
Position 1559: 1.4581524427061819e-06
Position 2738: 1.3980051330705423e-06
Position 1929: 1.3924919712842056e-06
Position 1672: 1.0766322599818783e-06
Position 511: 9.014697608233659e-07
Position 165: 7.316731018829547e-07
Position 88: 6.820103368986313e-07
Position 78: 6.731407320924415e-07
Position 1789: 5.494091031874271e-07
Position 530: 5.461210319877509e-07
Position 1792: 5.076404380002544e-07
Position 687: 4.498015691460409e-07
Position 1682: 4.3826339830716337e-07
Position 517: 4.3790826472308025e-07
Position 2298: 2.922532800065197e-07
Position 519: 2.3022978701379302e-07
Position 1869: 8.651613381253505e-08
Position 2894: 6.878644451056516e-08
Position 1801: 9.361215886903529e-09
Position 1247: 5.5919560412932885e-09
Position 1256: 5.023653397886263e-09
Position 1139: 2.8553708917606133e-09
Position 2721: 2.5580862881749993e-09
Position 2987: 2.1472248309737464e-09
Position 2675: 2.0082666843793918e-09
Position 1816: 1.236606901382693e-09
Position 478: 2.6332265431919227e-10
Position 1730: 2.3156131791478e-10
Position 2713: 1.2635680789603403e-10
Position 2956: 2.3456285889963056e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.9994095633670711
Position 2623: 0.997894943347707
Position 1990: 0.99072655458597
Position 2235: 0.35830123069981784
Position 1573: 0.31549040751708224
Position 1591: 0.2039076434073776
Position 1360: 0.049851896828405746
Position 1371: 0.038756843624664965
Position 71: 0.033861830972616455
Position 870: 0.028982811771412483
Position 1230: 0.022318744296556583
Position 922: 0.020904405723948954
Position 2283: 0.013192265727906553
Position 962: 0.011558186215704175
Position 2001: 0.008317039227182266
Position 3500: 0.007487440876360872
Position 1501: 0.007237407195833305
Position 2552: 0.00674336988049624
Position 3389: 0.0064233923966988795
Position 2286: 0.005287519207724223
Position 563: 0.004646665650040915
Position 2223: 0.0043698537097915414
Position 1328: 0.003522176758214893
Position 3516: 0.0031290027910996446
Position 497: 0.0027625018180002328
Position 1457: 0.0022636588994376446
Position 1313: 0.0021149664204580952
Position 1160: 0.0020677411251345426
Position 3481: 0.0020271929311173656
Position 1513: 0.0014608164341196256
Position 438: 0.0012590223351096747
Position 3361: 0.0011997729915402165
Position 2432: 0.001144899282179118
Position 509: 0.0009658747563019269
Position 3455: 0.0008010536996912977
Position 530: 0.0006670093383674105
Position 2931: 0.0006372776842912114
Position 937: 0.00039223482347290986
Position 2156: 0.0003714312207220076
Position 2379: 0.0003713944454512099
Position 1190: 0.0002445997753543848
Position 1247: 0.00023045562651187706
Position 2241: 0.00022691502946323345
Position 2574: 0.00019952804431259573
Position 2953: 0.00018499637267478124
Position 896: 0.0001802781466704939
Position 2349: 0.00016607080471167958
Position 1268: 0.0001656530591132673
Position 802: 0.0001645824355354919
Position 2974: 0.00016278587519097984
Position 1785: 0.00014797918211203987
Position 1252: 0.0001459524221268945
Position 1602: 0.00013713038374496604
Position 1261: 0.00012211881382193695
Position 3207: 9.134776203653949e-05
Position 2905: 8.739177694361265e-05
Position 983: 8.182801609360166e-05
Position 215: 8.114776081825828e-05
Position 618: 7.726397542823683e-05
Position 3085: 6.932463081096973e-05
Position 2060: 6.564464879602007e-05
Position 740: 6.332719257573971e-05
Position 1377: 5.922876504651561e-05
Position 3528: 5.667653705748866e-05
Position 1630: 5.175747403258902e-05
Position 3064: 5.1753653578698903e-05
Position 2010: 4.841881618277918e-05
Position 1833: 4.5361252808303854e-05
Position 1608: 4.5264099366036096e-05
Position 2076: 4.048202076196545e-05
Position 970: 4.002969050845374e-05
Position 3538: 3.985264669060963e-05
Position 788: 3.6162247272741674e-05
Position 449: 3.468656576564021e-05
Position 2262: 2.1844846156880663e-05
Position 1668: 2.1251837602084002e-05
Position 3127: 2.010885672636142e-05
Position 342: 1.961860942389553e-05
Position 1046: 1.9504908043831657e-05
Position 2247: 1.9133085310603536e-05
Position 2812: 1.8863740051037252e-05
Position 1121: 1.8700926159177915e-05
Position 993: 1.6837163254358296e-05
Position 3034: 1.379926035575692e-05
Position 3067: 1.2465815028533427e-05
Position 3524: 6.66986559128617e-06
Position 2190: 6.60071036456241e-06
Position 2671: 5.690357700994892e-06
Position 2081: 5.6513828967245245e-06
Position 2295: 4.869509034216582e-06
Position 2346: 3.0838593287297228e-06
Position 325: 3.079839919807182e-06
Position 2578: 2.804265035259976e-06
Position 1830: 2.2556631394039416e-06
Position 458: 2.14655118793944e-06
Position 3246: 2.0798900130973904e-06
Position 2055: 1.5010504664839758e-06
Position 2710: 1.1530828109825122e-06
Position 1037: 9.867663071818193e-07
Position 247: 8.017735161184964e-07
Position 2298: 7.228321556610691e-07
Position 2025: 6.751975117082598e-07
Position 1914: 3.2318734471238126e-07
Position 2013: 2.3961169463950206e-07
Position 2169: 8.394256101561689e-08
Position 2177: 8.129367901177941e-08
Position 586: 7.107629004898143e-08
Position 2016: 6.804553707959119e-08
Position 3097: 6.101395913082345e-08
Position 1727: 4.520177392210346e-08
Position 1918: 3.702027329587541e-08
Position 104: 2.8703210883597162e-08
Position 571: 2.2472603831954783e-08
Position 2492: 1.5513930392083835e-08
Position 254: 1.0682914715551976e-08
Position 2865: 8.34145201113464e-09
Position 2908: 3.5523262071947656e-09
Position 379: 3.2228473260065496e-09
Position 3093: 2.7163159847871203e-09
Position 929: 2.5892259979185155e-09
Position 373: 2.240605649032471e-09
Position 2668: 1.2078353524984533e-09
Position 2037: 9.88553563663777e-10
Position 306: 8.721259683523121e-10
Position 217: 8.592530059212488e-10
Position 2803: 5.635184308921446e-10
Position 2742: 3.5386910620522835e-10
Position 2721: 3.520265583350691e-10
Position 2779: 3.319747088268744e-10
Position 308: 3.128383806685287e-10
Position 272: 2.9744583842233545e-10
Position 163: 1.2764641876830568e-10
Position 279: 7.050730657263375e-11
Position 453: 5.1850132662614477e-11
Position 267: 3.38141749924073e-11
Position 228: 2.2735610601361652e-11
Position 2827: 2.2371334039040877e-11
Position 204: 1.6983232267920524e-11
Position 294: 1.4918234949544656e-11
Position 283: 4.867307687934097e-12
Position 2581: 4.500984475209086e-12
Position 260: 2.281515642878885e-13
Position 165: 1.3941915411771467e-13
Position 262: 6.580871797912712e-16
