Gene = RpL36A
index = 1443
Annotated 5SS: [ 87 470]
Annotated 3SS: [295 783]
SMsplice 5SS: [ 87 218 470]
SMsplice 3SS: [155 295 783]
top_k =  1000
Partition function (log Z): -1.7382145846957464

Sorted 5' Splice Sites (High to Low Probability):
Position 470: 0.9774841415695826
Position 218: 0.7791977875020353
Position 87: 0.733155293310651
Position 441: 0.00637505678830457
Position 228: 0.003801838741897666
Position 222: 0.0025051419782632163
Position 246: 0.0010812098733366806
Position 965: 0.0005876387160832152
Position 968: 0.0003568317489865122
Position 884: 0.0003197730213042998
Position 48: 0.0002653418099372461
Position 93: 0.00026431954455534564
Position 611: 0.00018660660235502984
Position 359: 0.00016143788453553366
Position 190: 0.00011174325872054907
Position 268: 7.898127653023513e-05
Position 296: 6.764363964311048e-05
Position 652: 6.72495580225566e-05
Position 432: 6.624875358512873e-05
Position 140: 5.2567944027285034e-05
Position 283: 4.252246205710534e-05
Position 106: 2.2112541331057218e-05
Position 569: 1.9877002699701092e-05
Position 123: 1.81077988629377e-05
Position 474: 1.7003545012801626e-05
Position 860: 8.528576868432097e-06
Position 408: 8.166780371212634e-06
Position 975: 7.527665436062522e-06
Position 671: 5.924042787491667e-06
Position 915: 5.508100156182356e-06
Position 248: 3.939998214913144e-06
Position 745: 3.83625898416562e-06
Position 486: 3.4587431413734574e-06
Position 367: 3.381733531246631e-06
Position 187: 3.0447090288492606e-06
Position 640: 2.8382064825206002e-06
Position 376: 2.3924691196699555e-06
Position 674: 2.0795266799722626e-06
Position 660: 1.7606112832905493e-06
Position 341: 1.4909779433035083e-06
Position 812: 1.0688497661253515e-06
Position 411: 8.552199493261385e-07
Position 302: 8.422483409454214e-07
Position 624: 4.024200275621748e-07
Position 591: 2.975976368761749e-07
Position 334: 2.864593788221818e-07
Position 285: 1.3027006970471672e-07
Position 676: 8.89748201327382e-08
Position 805: 5.6971373687966265e-08
Position 766: 4.7443018994237826e-08
Position 978: 3.83530441768106e-08
Position 819: 1.7742335352755975e-08
Position 828: 1.621924559339885e-08
Position 287: 7.040321905517074e-09
Position 643: 2.036938633617834e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 783: 0.9814479945836443
Position 295: 0.9048605134319531
Position 155: 0.32103672452317344
Position 140: 0.28934720044499507
Position 1025: 0.0030037711527842246
Position 846: 0.0019674929934952318
Position 184: 0.0008912088975013963
Position 789: 0.0007835225723548774
Position 543: 0.0007641976312449341
Position 572: 0.0004955283672393835
Position 331: 0.00045845688085952447
Position 334: 0.0003565007746982896
Position 630: 0.00024823814540384366
Position 843: 0.0002110253487079319
Position 858: 9.839999045915086e-05
Position 665: 8.229278344108451e-05
Position 766: 7.227646927962372e-05
Position 340: 5.5999510464615134e-05
Position 714: 3.750180623804282e-05
Position 801: 3.088349088634492e-05
Position 187: 1.914358122117317e-05
Position 798: 1.8630668801748086e-05
Position 349: 1.383050560433676e-05
Position 367: 1.2796473792611973e-05
Position 260: 1.09707891671612e-05
Position 965: 9.610706285984714e-06
Position 867: 8.628151866679842e-06
Position 358: 7.372085644798744e-06
Position 462: 5.552000461483093e-06
Position 376: 4.841466713234533e-06
Position 420: 2.866697771631038e-06
Position 828: 2.5323886683973784e-06
Position 373: 1.3404059458902045e-06
Position 1032: 1.2572025540731739e-06
Position 157: 1.1275779009001856e-06
Position 385: 9.441124907192164e-07
Position 921: 8.978499413526598e-07
Position 430: 6.733393850286003e-07
Position 819: 3.765227440522844e-07
Position 906: 2.501068484770253e-07
Position 382: 2.4683372612981665e-07
Position 405: 1.7166262511180156e-07
Position 427: 1.704868824248376e-07
Position 218: 9.78873792474195e-08
Position 400: 8.619451162024885e-08
Position 466: 8.351724170760306e-08
Position 876: 7.708165264926363e-08
Position 391: 6.976398526595548e-08
Position 445: 4.181397835988847e-08
Position 894: 2.6123208121375826e-08
Position 915: 2.063234563464361e-08
Position 91: 1.7533725159847192e-08
Position 440: 1.707860570846714e-08
Position 451: 1.2039198693196638e-08
