Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  1000
Partition function (log Z): 0.5785965284470213

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.9987783219396608
Position 919: 0.9841968863186888
Position 557: 0.32977100373342755
Position 1134: 0.01210594545071274
Position 904: 0.0069144154937766395
Position 1191: 0.00342388744735065
Position 1461: 0.003021466825911
Position 23: 0.0022183786792216776
Position 1265: 0.0021377544361838134
Position 1092: 0.0018028073522055365
Position 37: 0.0012615640765184953
Position 907: 0.0011505703398853211
Position 1739: 0.001112560725291726
Position 438: 0.0007321311386590853
Position 136: 0.000604635452443121
Position 246: 0.0005925427508729691
Position 1250: 0.0003357724632113283
Position 1148: 0.0002920748857641674
Position 1841: 0.00015824138161938954
Position 127: 0.0001355733517710348
Position 1101: 0.00011736427097634124
Position 910: 0.00010373703142839041
Position 1775: 0.00010102275539623663
Position 1464: 7.840510879200571e-05
Position 1325: 7.103097752720667e-05
Position 1094: 5.087794765544276e-05
Position 707: 4.743465443874929e-05
Position 1784: 3.579714417079361e-05
Position 116: 3.2484931285730033e-05
Position 34: 2.7062100588194444e-05
Position 1760: 2.3992734271688106e-05
Position 1286: 2.208049203589782e-05
Position 187: 1.918016220741013e-05
Position 540: 1.4575624913558492e-05
Position 1694: 1.4433145687851503e-05
Position 1174: 1.1110630611625038e-05
Position 878: 9.958640229616852e-06
Position 1196: 9.611660379407713e-06
Position 160: 8.143985398335832e-06
Position 1920: 8.027160413789082e-06
Position 890: 7.1421326056153646e-06
Position 94: 6.152756327782863e-06
Position 131: 5.5765139924367825e-06
Position 349: 5.031824961078177e-06
Position 542: 4.783385509722548e-06
Position 675: 3.5399890414740966e-06
Position 566: 2.9887110098057035e-06
Position 442: 2.1072173629513904e-06
Position 344: 1.8776926261593264e-06
Position 294: 1.6265226089983542e-06
Position 303: 8.805417646762785e-07
Position 1731: 8.783208180035345e-07
Position 1659: 8.47993712400581e-07
Position 1782: 6.807244328402283e-07
Position 677: 6.777303954318869e-07
Position 76: 2.7971835759986983e-07
Position 650: 2.5726889574402844e-07
Position 800: 1.573885809340801e-07
Position 616: 9.100201032795626e-08
Position 771: 2.7563724171843397e-08
Position 1281: 1.4859061753485258e-08
Position 1544: 1.037479494269242e-08
Position 1312: 1.0132683558509786e-08
Position 974: 8.632786522509153e-09
Position 1205: 8.441707332165416e-09
Position 1229: 4.78627011743027e-09
Position 1014: 1.5781873899641883e-09
Position 1436: 7.115805894625978e-10
Position 788: 5.531936719171617e-10
Position 972: 1.485469415494601e-10
Position 1329: 9.63194871844609e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9989581328763403
Position 972: 0.9742501838539469
Position 636: 0.3127733181225593
Position 616: 0.017465514423092545
Position 1194: 0.015080333567154318
Position 1460: 0.01123306864234342
Position 1537: 0.0041466390901660445
Position 1359: 0.00334271709777668
Position 1054: 0.003135316334533348
Position 550: 0.0018833089946546377
Position 1250: 0.0015549543992714162
Position 82: 0.0014713950253027216
Position 1888: 0.000703077961572097
Position 94: 0.0006922331315300142
Position 1618: 0.0005999332024160276
Position 1064: 0.000557780164043754
Position 1336: 0.0005378660881451168
Position 1815: 0.0004943986385595461
Position 1307: 0.0002804286051461317
Position 1615: 0.000234193005845977
Position 1512: 0.00022298074033845315
Position 119: 0.0002206497889627828
Position 1148: 0.00021150182983277634
Position 1128: 0.00015703793102656298
Position 1499: 0.00013991499298673883
Position 1821: 0.00013594177396906139
Position 1909: 0.00013112970333799146
Position 1145: 0.00011819339967988458
Position 827: 0.00011462419749967017
Position 206: 9.390341151639766e-05
Position 663: 9.341553840641891e-05
Position 1983: 8.904046675165351e-05
Position 303: 8.558229178061598e-05
Position 1214: 3.931846664877544e-05
Position 294: 3.2068329869329774e-05
Position 685: 2.9823705703716972e-05
Position 208: 2.4063322795691374e-05
Position 1505: 2.3000962434537726e-05
Position 660: 2.2800510008300256e-05
Position 1079: 2.2537797041346976e-05
Position 1834: 2.1918740608973203e-05
Position 477: 2.045635574098371e-05
Position 1739: 1.5896409128535854e-05
Position 868: 1.3273803816019085e-05
Position 1939: 1.1975641748539065e-05
Position 246: 1.1512427284487832e-05
Position 1568: 1.0248290858614453e-05
Position 1631: 9.543967341603218e-06
Position 124: 8.47719747572386e-06
Position 167: 8.065709882190802e-06
Position 580: 6.289541475204914e-06
Position 1410: 5.813473378062072e-06
Position 116: 5.692365661801862e-06
Position 264: 5.385118414558031e-06
Position 1066: 5.0337523284838445e-06
Position 223: 3.907289978892787e-06
Position 1085: 3.7515592565234666e-06
Position 1562: 3.4463786459904213e-06
Position 375: 2.790161544790949e-06
Position 319: 2.722758705944084e-06
Position 266: 2.6786893124276445e-06
Position 173: 2.5794543276819175e-06
Position 386: 1.7341811038136918e-06
Position 853: 1.6010437691107236e-06
Position 322: 1.4370190234294934e-06
Position 1709: 1.4305528656926565e-06
Position 259: 1.1252810106289285e-06
Position 438: 9.052041873747862e-07
Position 160: 6.675058098019142e-07
Position 121: 6.669836894828482e-07
Position 490: 6.383361804082427e-07
Position 430: 4.785924617806953e-07
Position 691: 4.516708281959102e-07
Position 729: 4.312713233705437e-07
Position 829: 4.1333559974847764e-07
Position 836: 4.0550296498903376e-07
Position 135: 3.7513592253432775e-07
Position 850: 3.726319849037918e-07
Position 904: 3.1172736530109583e-07
Position 349: 2.720001139433035e-07
Position 448: 2.3388380945386985e-07
Position 682: 1.7514310411013607e-07
Position 226: 1.1542297465228048e-07
Position 328: 1.1408109055836962e-07
Position 666: 7.606497388738922e-08
Position 310: 5.8582656352538275e-08
Position 561: 4.4938221565804565e-08
Position 457: 4.13998442131319e-08
Position 517: 3.5774963100103716e-08
Position 187: 3.479487668773593e-08
Position 907: 3.469645204806586e-08
Position 910: 1.9562402500948446e-08
Position 412: 1.4840895943531988e-08
Position 481: 1.3826277411539092e-08
Position 388: 1.3223636984009398e-08
Position 131: 3.034983632227803e-09
Position 232: 1.5610663170309589e-09
Position 917: 2.3500943574783524e-10
Position 287: 6.219028362937802e-11
Position 175: 2.108197183537669e-11
Position 1396: 1.1019610915410602e-11
Position 363: 1.0448137068146894e-11
