Gene = Wnk
index = 1602
Annotated 5SS: [  375   904  2725  3129  6020  6208  8374  9051 10185 10370 10603]
Annotated 3SS: [  747  1334  2955  3189  6075  7539  8630  9124 10304 10430 10659]
SMsplice 5SS: [  904  2725  3129  6020  6208  8374  9051 10185 10370 10603]
SMsplice 3SS: [ 1334  2955  3189  6075  7539  8630  9124 10304 10430 10659]
top_k =  1000
Partition function (log Z): 15.564162518876985

Sorted 5' Splice Sites (High to Low Probability):
Position 904: 0.9986741249399085
Position 10185: 0.9852389754489828
Position 10370: 0.9587371274086283
Position 10603: 0.9435466618422926
Position 3129: 0.9380961657338511
Position 8374: 0.9345613488011129
Position 2725: 0.8229937427406948
Position 6020: 0.7781440327965758
Position 6208: 0.7042743884397888
Position 6846: 0.6357598456659763
Position 3525: 0.5399226721807703
Position 8814: 0.33092657759869837
Position 590: 0.24617484310988366
Position 1291: 0.20369643175862476
Position 548: 0.15975512509611597
Position 9884: 0.11903726062586358
Position 363: 0.1150229910321188
Position 3470: 0.10586679833943444
Position 9308: 0.09959313708763362
Position 6700: 0.09949935623106165
Position 375: 0.09321637983697978
Position 8850: 0.06822292653027535
Position 100: 0.06286013157182821
Position 3135: 0.050878068045296536
Position 3439: 0.03768831912331283
Position 9065: 0.03587226900342783
Position 6327: 0.03224895529570146
Position 3560: 0.02123145022654077
Position 2712: 0.019523026597537223
Position 3411: 0.018299588096326844
Position 6424: 0.014972557896854831
Position 2905: 0.014818265525568744
Position 2573: 0.013797588679074083
Position 7313: 0.013652189328724874
Position 8406: 0.013618945363373842
Position 3460: 0.013108922937503641
Position 140: 0.012071503375333803
Position 6535: 0.010351061855809517
Position 3865: 0.007752153315196841
Position 8766: 0.007566698094175042
Position 3464: 0.007376036382181114
Position 3224: 0.007263353791098171
Position 7662: 0.006650802495707716
Position 1613: 0.0065579975265321775
Position 9497: 0.006419288049215234
Position 8534: 0.006321663740701027
Position 1060: 0.0061895041528791635
Position 3631: 0.005319313014928008
Position 594: 0.004583174308126141
Position 5990: 0.004266684111724032
Position 8532: 0.004239354138249008
Position 6872: 0.0038078826716464813
Position 4050: 0.003305373073263351
Position 1196: 0.0029868116385952763
Position 3611: 0.002850594657750419
Position 9887: 0.0025906151052812114
Position 1282: 0.0025811227958190035
Position 1762: 0.0025679472737053675
Position 8944: 0.002417063754770776
Position 3596: 0.0022193761553832196
Position 8673: 0.0022168212733190314
Position 674: 0.0020764487866228015
Position 18: 0.002069344552559968
Position 2869: 0.0019696730538270963
Position 2631: 0.001958681738183668
Position 465: 0.0017023786927753554
Position 8469: 0.0016041924042559926
Position 1890: 0.0015957712970421317
Position 254: 0.0014489515336217587
Position 8743: 0.0013850677587290718
Position 9632: 0.001341535222420902
Position 3300: 0.0012991523301949211
Position 3342: 0.001194793283073059
Position 8902: 0.0011651826960425947
Position 8188: 0.0010937111021169137
Position 3162: 0.0010868269172931149
Position 7892: 0.00103776730762014
Position 6852: 0.001026220334013593
Position 1285: 0.001019981159139013
Position 4535: 0.000998437930835656
Position 9453: 0.000985851080897538
Position 7020: 0.0009364515935637457
Position 3312: 0.0008679916431178569
Position 6307: 0.0007737356403972757
Position 3708: 0.0007017405322205458
Position 379: 0.0006945019816034623
Position 1400: 0.0006847266324046898
Position 2066: 0.0006663762640945293
Position 3088: 0.0006617189618638771
Position 10179: 0.0006534596885094014
Position 10024: 0.0006149664488044885
Position 2374: 0.0005462384134777869
Position 1035: 0.0005081563047267657
Position 1147: 0.0004988269631028682
Position 7839: 0.0004871195045348747
Position 1267: 0.00047827301910610036
Position 10427: 0.00045462106830765364
Position 10074: 0.000434355362953984
