Gene = teq
index = 1910
Annotated 5SS: [  187   980  1224  1623  2153  2336 10277 10658 11187 12625 13146 15306
 15768 15981 16823 16983 17178]
Annotated 3SS: [  420  1028  1376  1675  2214  9842 10414 10721 11244 12680 13205 15375
 15824 16041 16889 17093 17238]
SMsplice 5SS: [  980  1224  1623  2153  2297 10658 11187 12625 13146 13993 15306 15768
 15981 16823 16983 17178]
SMsplice 3SS: [ 1028  1376  1675  2214 10414 10721 11244 12680 13205 14048 15375 15824
 16041 16889 17093 17238]
top_k =  1000
Partition function (log Z): 30.028045525764945

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9995802463744584
Position 15768: 0.9986646931830738
Position 16823: 0.9907192352419566
Position 10658: 0.9861782968757102
Position 16983: 0.9834616443372438
Position 12625: 0.9787988564382416
Position 1623: 0.9714873584451524
Position 17178: 0.9705119713996467
Position 15981: 0.9478686346472399
Position 2153: 0.9138405631519876
Position 11187: 0.8789190923142637
Position 1224: 0.8331573027284522
Position 980: 0.7068381577448545
Position 187: 0.48291758842739535
Position 2297: 0.4725638499047572
Position 2343: 0.3438742200118617
Position 13146: 0.3148087829003082
Position 13993: 0.2950732272452001
Position 13057: 0.2815715485687943
Position 13340: 0.26054412370536134
Position 2985: 0.26047774051084693
Position 13389: 0.16701376645738822
Position 12819: 0.1456463895105202
Position 10277: 0.14262085917393144
Position 10907: 0.12416568273900473
Position 11072: 0.10269065948900065
Position 1190: 0.08151303697220563
Position 10793: 0.07948417551817907
Position 13012: 0.07683202521017134
Position 16224: 0.05494404951197384
Position 13338: 0.051269424967120975
Position 13115: 0.050108445643748355
Position 13344: 0.04934436638718379
Position 1743: 0.04846390881993905
Position 13473: 0.04480374213524375
Position 13125: 0.04363265162466543
Position 14571: 0.042556462850535645
Position 14351: 0.041121663155259114
Position 2335: 0.036273838163441416
Position 12911: 0.02727075978404086
Position 13437: 0.025946424283093038
Position 11042: 0.023295191918384302
Position 11405: 0.021513984749651764
Position 12843: 0.020138377402174248
Position 1482: 0.019281014132145384
Position 1885: 0.01737334272117974
Position 12836: 0.016602601820023738
Position 193: 0.015620214217126966
Position 2306: 0.015224824326130705
Position 16247: 0.014825070510760721
Position 15882: 0.014304803775227413
Position 16498: 0.013948972042265776
Position 16635: 0.012020871712991302
Position 13055: 0.011323242385905081
Position 688: 0.010092644711146157
Position 17142: 0.007974723378784463
Position 200: 0.007210872148029593
Position 1491: 0.006975361287872894
Position 12108: 0.006485079561244386
Position 13106: 0.006455600245937777
Position 955: 0.006282067125120857
Position 14002: 0.006086545890820091
Position 16250: 0.006061487075318649
Position 11034: 0.005583584010347389
Position 984: 0.005541443543403564
Position 16096: 0.005494676956200092
Position 13083: 0.0052902071333222195
Position 12786: 0.005186921211001156
