Gene = Gr39b
index = 1198
Annotated 5SS: [ 885 1684]
Annotated 3SS: [1515 1741]
SMsplice 5SS: [1684]
SMsplice 3SS: [1741]
top_k =  1000
Partition function (log Z): -8.240996053095106

Sorted 5' Splice Sites (High to Low Probability):
Position 1684: 0.5502676022400119
Position 1371: 0.31744081943328767
Position 1009: 0.27195014601464285
Position 528: 0.21684816727987216
Position 777: 0.16975945052464503
Position 783: 0.14579603663889057
Position 333: 0.1191374762149508
Position 1688: 0.10946407563292332
Position 1149: 0.06822537121027059
Position 83: 0.05884891214476654
Position 195: 0.05595703314801195
Position 189: 0.042419522064920334
Position 67: 0.03914482536345471
Position 98: 0.0389012956471648
Position 1680: 0.03542094318503073
Position 1435: 0.02807704187799672
Position 771: 0.02185474828068831
Position 399: 0.01913821970341193
Position 59: 0.01249420523933502
Position 1329: 0.012299778935568688
Position 96: 0.010915520131387062
Position 379: 0.009993504269702701
Position 885: 0.0087136218964155
Position 87: 0.008055633213251312
Position 163: 0.005837635771231879
Position 314: 0.005659132176846129
Position 430: 0.005498139525634574
Position 356: 0.004495439840662669
Position 1356: 0.004334439652214252
Position 341: 0.0033038005004322676
Position 219: 0.002681292581059953
Position 246: 0.0023231823826519145
Position 1627: 0.002033054551851957
Position 635: 0.0019409181877145187
Position 293: 0.0017896040528978961
Position 723: 0.001684777885446636
Position 129: 0.001467086558708484
Position 1444: 0.001412775057890372
Position 1161: 0.0009823794950873659
Position 1458: 0.0009723187782046904
Position 1213: 0.0009653643011308215
Position 221: 0.0008344890274203298
Position 275: 0.0007715073834180363
Position 393: 0.0006627644613401127
Position 1211: 0.0004561758047913064
Position 449: 0.00038022726374704343
Position 742: 0.0002346639753151977
Position 558: 0.00021204378709682855
Position 507: 0.00019300083125114545
Position 536: 0.00017492275611363564
Position 231: 0.00017347741065834417
Position 1321: 0.0001497635258718817
Position 629: 0.00014838117925484686
Position 489: 0.00011971344059582973
Position 495: 0.00010764526126486925
Position 532: 8.99722529949658e-05
Position 825: 8.857368701078422e-05
Position 70: 8.83910279113811e-05
Position 252: 8.369570021339771e-05
Position 347: 7.305422577541286e-05
Position 1615: 5.6056228640582196e-05
Position 51: 4.6990615067628864e-05
Position 1066: 3.125450716951458e-05
Position 207: 2.2116172095857492e-05
Position 461: 2.15462124252099e-05
Position 726: 1.6593447202795745e-05
Position 20: 1.2357249872041288e-05
Position 1496: 9.321867279050343e-06
Position 201: 7.284661361594048e-06
Position 747: 5.802181332087317e-06
Position 674: 5.161099490221063e-06
Position 353: 3.5016244587597954e-06
Position 819: 3.2108103747769706e-06
Position 225: 2.8351749027969926e-06
Position 568: 1.116655203942779e-06
Position 417: 8.688645508360006e-07
Position 223: 7.144546132316334e-07
Position 566: 1.744117578445211e-09
Position 520: 8.515736146688108e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1741: 0.7282640157606645
Position 1515: 0.45262852185349123
Position 1285: 0.324960145210102
Position 849: 0.31332334972178577
Position 245: 0.1507689803047431
Position 1148: 0.12842627626232522
Position 210: 0.07334734969946854
Position 1473: 0.05549812002289934
Position 1251: 0.044486259059785885
Position 510: 0.024428359650116045
Position 738: 0.01907740995257982
Position 161: 0.01752028319927406
Position 1121: 0.015187690911074421
Position 627: 0.014010350864677182
Position 540: 0.012393972743942014
Position 1496: 0.010767275672769527
Position 1541: 0.008041763838752852
Position 274: 0.004258272181791957
Position 372: 0.0038914196932261875
Position 1788: 0.0026312691840072525
Position 884: 0.0025561843865799672
Position 478: 0.002043871563561212
Position 129: 0.0019086659732252065
Position 1588: 0.0018425526771780629
Position 1095: 0.001823294874613095
Position 639: 0.0018206406163790974
Position 314: 0.001741007142487106
Position 650: 0.0012262639815872668
Position 564: 0.00101824398104769
Position 1253: 0.0008552883205371533
Position 336: 0.000588164954613035
Position 433: 0.000421923673999661
Position 1008: 0.00036194754286096896
Position 1297: 0.00034075624545063367
Position 427: 0.00025048770003204164
Position 1793: 0.0002252945683594225
Position 283: 0.00020055282120877557
Position 742: 0.00018705976803534016
Position 770: 0.00017892711486246094
Position 214: 0.0001783415634421798
Position 1571: 3.17043201710951e-05
Position 968: 2.9001679441189812e-05
Position 647: 2.293805703944641e-05
Position 767: 1.9463695004713587e-05
Position 904: 5.8947051932410175e-06
Position 168: 4.773265168811087e-06
Position 347: 5.8510965457491434e-08
Position 92: 4.266171090921512e-08
Position 353: 3.800226227935933e-08
Position 105: 1.0633599000452624e-08
Position 163: 4.888260180598218e-09
Position 83: 2.9205628749322276e-09
Position 63: 2.608106157023196e-10
Position 293: 7.989985696611808e-11
Position 96: 7.479323153340537e-11
Position 287: 9.239523806983274e-13
Position 65: 4.988573458550872e-13
Position 67: 2.0134364911774636e-13
Position 285: 2.9565482593363523e-19
