Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  1000
Partition function (log Z): 3.201240088800197

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9980148765270661
Position 3278: 0.9863275036067738
Position 1072: 0.9624851270008212
Position 2263: 0.9450678398105369
Position 1881: 0.42796209886102604
Position 2402: 0.07803329266839214
Position 1370: 0.05799367760148304
Position 2094: 0.045577018023884634
Position 1362: 0.03522161291255568
Position 2411: 0.032338149080524584
Position 450: 0.03133582989771282
Position 2912: 0.019124255041657226
Position 207: 0.017172044738911218
Position 1248: 0.01644839896166128
Position 3882: 0.01204687116536599
Position 2908: 0.010015282607496599
Position 1061: 0.00996790691279425
Position 2480: 0.00935929058367036
Position 272: 0.009208304085550515
Position 2384: 0.007906598634144781
Position 533: 0.007487336202858026
Position 1542: 0.007161440937405763
Position 429: 0.006762239784547262
Position 958: 0.005813974799805032
Position 2097: 0.005504916652872018
Position 282: 0.005303026714507227
Position 1816: 0.00418856156714884
Position 1839: 0.003966955015189935
Position 3405: 0.0039004954283167526
Position 2083: 0.003813694340378645
Position 1420: 0.0037999399284616335
Position 407: 0.003667995248561157
Position 3630: 0.003258820808453847
Position 505: 0.0032411274329799747
Position 1083: 0.0027284512335027516
Position 2283: 0.0025596191539582953
Position 51: 0.002512777622544433
Position 1677: 0.002505398936670823
Position 2534: 0.002104140278305782
Position 2026: 0.0019703545410245235
Position 576: 0.0015991497123795005
Position 1614: 0.001329413940600956
Position 444: 0.0012058224695246243
Position 3564: 0.0010649495939275189
Position 3463: 0.00103489607145792
Position 2389: 0.0010345581184875196
Position 94: 0.000919034014872885
Position 1841: 0.0008760572057199378
Position 989: 0.0008650260127269754
Position 1782: 0.0008540970800852629
Position 2958: 0.0008269497079111026
Position 1374: 0.000794031286564192
Position 1538: 0.0007556165217731716
Position 3240: 0.0006818680060138012
Position 1719: 0.0006779395510472505
Position 3831: 0.0006288272968115314
Position 3054: 0.0005499473382790145
Position 767: 0.0005105842744000492
Position 3495: 0.0004997396396467865
Position 2987: 0.0004945504143426461
Position 524: 0.0004696771743811421
Position 860: 0.0004626439502349332
Position 3258: 0.00044037990040331605
Position 1717: 0.0004016443431435362
Position 263: 0.00037566576075624854
Position 3444: 0.00037315800618165714
Position 485: 0.00037037309283132283
Position 566: 0.0003307141535033545
Position 1002: 0.00032768768912966854
Position 3163: 0.00031501124844138847
Position 1177: 0.0002853638732018477
Position 596: 0.00027733619889617144
Position 2709: 0.00026769859140600167
Position 2626: 0.0002661700908210497
Position 455: 0.0002554444506562141
Position 2397: 0.00023739591417276684
Position 1577: 0.00020164505560491105
Position 2118: 0.00018050379011917868
Position 3335: 0.00017851311729939206
Position 962: 0.00016683553649515505
Position 335: 0.00015196773290778465
Position 719: 0.00014406341637656056
Position 1832: 0.00013197701570370993
Position 2895: 0.0001309071578129419
Position 560: 0.00012446939429008449
Position 2722: 9.037809369873723e-05
Position 36: 8.154473508703129e-05
Position 3948: 7.727409934656226e-05
Position 3023: 7.150137977529878e-05
Position 2590: 6.073616890446387e-05
Position 2255: 6.0715482738882665e-05
Position 2713: 5.5958473955880044e-05
Position 2748: 5.5642134923463156e-05
Position 855: 5.4557358439153975e-05
Position 1488: 4.911027269923694e-05
Position 2956: 4.590822265826238e-05
Position 663: 4.57287413435397e-05
Position 2761: 3.976718816446407e-05
Position 3282: 3.875020515034447e-05
Position 6: 3.80500439402378e-05
Position 1029: 3.795536474770735e-05
Position 3391: 3.4267113630024216e-05
Position 2892: 3.369163994694921e-05
Position 3002: 3.295619588008415e-05
Position 944: 3.100293012367138e-05
Position 879: 2.795976520606375e-05
Position 3620: 2.7240497389867615e-05
Position 3584: 2.718355013864468e-05
Position 3285: 2.7072010472043006e-05
Position 1869: 2.634334964545985e-05
Position 1664: 1.908545951984768e-05
