Gene = GatC
index = 1182
Annotated 5SS: [1168]
Annotated 3SS: [1221]
SMsplice 5SS: [1168]
SMsplice 3SS: [1221]
top_k =  1000
Partition function (log Z): -2.0008602670900184

Sorted 5' Splice Sites (High to Low Probability):
Position 1168: 0.990974471639409
Position 28: 0.02958883137972253
Position 424: 0.028948186251523067
Position 322: 0.019650494380911338
Position 1321: 0.01248166905620988
Position 1136: 0.008046001595372632
Position 136: 0.004905738535801753
Position 379: 0.001399526053308533
Position 703: 0.0010122530972209113
Position 1059: 0.0008107526235198866
Position 1300: 0.0007645840697993779
Position 406: 0.0007044812864849185
Position 895: 0.0006892448922729343
Position 235: 0.0004710013640258026
Position 1390: 0.0004258699337219271
Position 820: 0.00034223439237617985
Position 285: 0.00031634500631078533
Position 1312: 0.00014323692579310904
Position 481: 0.00013947565605873632
Position 673: 0.00013703914156297883
Position 781: 0.00010090864733572055
Position 41: 9.550127149043104e-05
Position 363: 9.531116396547741e-05
Position 1108: 6.76450661448997e-05
Position 162: 5.939295896282476e-05
Position 911: 5.797260253054869e-05
Position 333: 5.0311254169723164e-05
Position 503: 4.725828768263153e-05
Position 723: 3.4184908439977557e-05
Position 45: 2.666319587979939e-05
Position 1140: 2.5257106523998917e-05
Position 1346: 2.4021461304186723e-05
Position 36: 2.1455770783258156e-05
Position 534: 1.9593366445940436e-05
Position 213: 1.638142220213517e-05
Position 340: 1.3922289159952977e-05
Position 787: 1.221658089530219e-05
Position 751: 1.1338296168450655e-05
Position 951: 1.0659149595297945e-05
Position 660: 9.166624495304844e-06
Position 1357: 9.105061516692514e-06
Position 587: 8.06787669884053e-06
Position 1314: 7.876018199162526e-06
Position 1374: 6.766134326534051e-06
Position 56: 5.7748134414456606e-06
Position 1172: 5.643285896320163e-06
Position 326: 4.356009754793897e-06
Position 937: 3.476412472221066e-06
Position 919: 3.100362425748935e-06
Position 1021: 2.6486850673588297e-06
Position 1420: 1.5430425109695117e-06
Position 1116: 1.4295849348801448e-06
Position 22: 1.3231975989226273e-06
Position 1035: 1.2389777541538785e-06
Position 852: 1.1548547366212255e-06
Position 1175: 9.938616831938983e-07
Position 445: 9.230076460729494e-07
Position 562: 9.169797136406057e-07
Position 151: 6.129903710003282e-07
Position 5: 3.33576597797998e-07
Position 1128: 2.5376263798290444e-07
Position 1240: 2.0734502322825377e-07
Position 1281: 1.6876053968115918e-07
Position 1068: 1.6227553811157323e-07
Position 1041: 7.543910398792507e-08
Position 613: 6.242113269929261e-10
Position 228: 2.185900803451024e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1221: 0.9996870710229004
Position 818: 0.020574965353611
Position 893: 0.013868042053299329
Position 852: 0.010517578246094755
Position 1396: 0.009864773552935944
Position 378: 0.009264654434572464
Position 937: 0.008491313369880642
Position 93: 0.004194931024768206
Position 117: 0.0036896835839263977
Position 192: 0.0036030100155074766
Position 1449: 0.002880475022360089
Position 796: 0.002232064649847298
Position 135: 0.002216569603445998
Position 996: 0.0017672653837283233
Position 775: 0.001262660535735119
Position 743: 0.001210319896328723
Position 596: 0.0010354142596108102
Position 213: 0.0009874953972847
Position 1361: 0.000953721814316359
Position 691: 0.0007235468056699336
Position 729: 0.0006845921408628433
Position 114: 0.0006091616918426212
Position 1029: 0.0004556905391487946
Position 176: 0.000414390195856552
Position 1446: 0.0003580480076421708
Position 144: 0.0002407845531234018
Position 540: 0.0002390056324292028
Position 1135: 0.00011584421660413306
Position 1035: 0.00011541950117000574
Position 695: 9.629719133997098e-05
Position 503: 6.960044548243969e-05
Position 1407: 6.562584422286658e-05
Position 671: 5.480278815225796e-05
Position 660: 3.4922808910824936e-05
Position 875: 3.479915282356539e-05
Position 1015: 3.402019301559101e-05
Position 1430: 3.030019940744402e-05
Position 1146: 2.362207433918929e-05
Position 899: 2.0006283616221065e-05
Position 1068: 1.512771582537227e-05
Position 905: 1.293065532739551e-05
Position 388: 8.445542594361663e-06
Position 318: 7.791398099654674e-06
Position 1532: 6.122906475943422e-06
Position 297: 5.7416536114726545e-06
Position 1080: 4.936603535846015e-06
Position 278: 4.496578764368388e-06
Position 162: 3.9399253997031005e-06
Position 474: 3.877912081723086e-06
Position 357: 3.8409631754841506e-06
Position 248: 3.828402949356125e-06
Position 423: 3.0133562503607743e-06
Position 354: 2.2640099500045593e-06
Position 1516: 2.170171494264065e-06
Position 273: 1.995779064724701e-06
Position 1505: 1.4131007613140273e-06
Position 405: 1.256313832509468e-06
Position 285: 1.1169943684570003e-06
Position 645: 6.42848966010363e-07
Position 151: 5.871147144316708e-07
Position 363: 4.2151392811560054e-07
Position 53: 1.1842413674682418e-07
Position 1540: 1.1180624066338608e-07
Position 1321: 2.47274526326195e-08
Position 1451: 1.8957748319863678e-08
Position 1331: 9.86723255522653e-09
Position 1552: 8.497488824423477e-09
Position 222: 4.902508619500225e-09
Position 1576: 3.236817884690772e-09
Position 275: 4.28050649787782e-10
Position 50: 5.670564734254389e-11
Position 348: 8.301620112635626e-12
Position 256: 4.903761735445019e-12
