Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  1000
Partition function (log Z): 14.441519622572885

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999251067186506
Position 673: 0.9995128918039875
Position 449: 0.9708004075479261
Position 1066: 0.914570571308136
Position 1501: 0.2206201929742978
Position 1172: 0.140322199594299
Position 1505: 0.06579225889757429
Position 1061: 0.029445406933096326
Position 1279: 0.023093437593069924
Position 453: 0.019456344128437754
Position 1312: 0.01694396200237739
Position 1321: 0.011687073478934667
Position 434: 0.003028542592775103
Position 1176: 0.0023855432667040026
Position 795: 0.0015008759327000754
Position 1483: 0.0007339052238523784
Position 861: 0.0006307223077864423
Position 799: 0.00044275571539335726
Position 1260: 0.0004055843707707957
Position 1070: 0.00039037980505473387
Position 1454: 0.0003857549898845402
Position 386: 0.00018775870778052194
Position 372: 0.00015384172639835598
Position 1463: 0.00014959878442228686
Position 974: 0.00014952324030996785
Position 1478: 0.00012229170971410854
Position 677: 0.00011812541485774828
Position 462: 0.00010493340571979272
Position 985: 9.493489982128168e-05
Position 628: 9.354356278246495e-05
Position 1127: 8.61742867083129e-05
Position 1040: 6.72125283872918e-05
Position 30: 5.6969079751167946e-05
Position 24: 5.563927464937375e-05
Position 483: 5.548853296407824e-05
Position 389: 4.856252677739969e-05
Position 1251: 4.7094159995930635e-05
Position 994: 3.294122718380167e-05
Position 1212: 3.239234835856536e-05
Position 1199: 3.1343722496833446e-05
Position 419: 3.096121063396758e-05
Position 1009: 2.7217508577380873e-05
Position 1289: 2.4762861407216347e-05
Position 1221: 2.461415229195922e-05
Position 631: 2.022542652806545e-05
Position 184: 1.866225678543735e-05
Position 1291: 1.8563334987048115e-05
Position 488: 1.55949813297106e-05
Position 1156: 1.5027361246932968e-05
Position 634: 1.3431325087776049e-05
Position 1026: 1.2392251269111267e-05
Position 684: 9.487844378475601e-06
Position 647: 9.0538573862903e-06
Position 1509: 7.842615021838447e-06
Position 1051: 7.063577101140131e-06
Position 330: 5.408665936805281e-06
Position 514: 4.6574389429387316e-06
Position 460: 2.8375586274740806e-06
Position 1244: 2.5794233874153795e-06
Position 567: 2.489403000863135e-06
Position 144: 2.374039437555117e-06
Position 551: 1.966968455833564e-06
Position 991: 1.9498709696481934e-06
Position 1084: 1.4665572181351228e-06
Position 1377: 1.41729718641987e-06
Position 1366: 1.3101700093270893e-06
Position 1427: 1.2712840405734827e-06
Position 702: 1.1507425972576444e-06
Position 761: 1.0235851180017532e-06
Position 927: 7.199591306765731e-07
Position 70: 4.514142591210875e-07
Position 616: 3.560728264724384e-07
Position 262: 2.739209359490655e-07
Position 732: 1.8316744196863787e-07
Position 736: 1.712983613021948e-07
Position 934: 1.1418075426882931e-07
Position 924: 9.280912084448505e-08
Position 65: 8.130149977105846e-08
Position 350: 5.979801467491384e-08
Position 749: 5.329405002317627e-08
Position 904: 4.885979408032266e-08
Position 97: 2.890554373798403e-09
Position 711: 7.180896056440534e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.9989403797152513
Position 504: 0.986088909420763
Position 735: 0.9859684059812416
Position 1120: 0.9385925160508005
Position 1562: 0.30382746477544126
Position 1240: 0.08281424703929302
Position 1363: 0.033582355354206665
Position 1377: 0.029850390049829412
Position 1366: 0.028871115942766677
Position 739: 0.010315131396823966
Position 567: 0.004692454935123633
Position 1519: 0.004246522247952318
Position 1312: 0.0029369540238913727
Position 523: 0.002644137141773607
Position 942: 0.0020727385718007705
Position 909: 0.001811322674390191
Position 939: 0.0015973053431738177
Position 1251: 0.001287469885111721
Position 1289: 0.000691648559885198
Position 278: 0.0006315959553616017
Position 1132: 0.0006116214431402473
Position 292: 0.00028163515544208295
Position 596: 0.0002614351714776026
Position 780: 0.0002020214120460803
Position 747: 0.00015762708028078132
Position 1199: 0.00013928772871808694
Position 1466: 0.0001234631394301423
Position 613: 0.00011895859865763576
Position 1212: 0.00010643625716672263
Position 1533: 0.00010263302315637819
Position 627: 6.881096773824024e-05
Position 70: 5.52593537457292e-05
Position 105: 5.4992307614212116e-05
Position 296: 5.2575961476454304e-05
Position 1091: 4.080820662431365e-05
Position 1176: 3.602433313784522e-05
Position 759: 3.472136706183748e-05
Position 1164: 2.8773798848113385e-05
Position 1489: 2.1953232759768936e-05
Position 1469: 1.6428238734049733e-05
Position 535: 1.164189368031421e-05
Position 702: 9.642491632219873e-06
Position 575: 9.630304059761047e-06
Position 754: 9.531653724404181e-06
Position 309: 5.739510485832821e-06
Position 1538: 4.787983156569175e-06
Position 1032: 4.090355744329393e-06
Position 1186: 3.1353571321355833e-06
Position 1015: 2.6726208302411816e-06
Position 969: 2.0905723243166886e-06
Position 532: 1.6087661901007723e-06
Position 232: 1.285487003087684e-06
Position 364: 1.0851622081593901e-06
Position 816: 1.0600794430926418e-06
Position 850: 1.0378590143664112e-06
Position 280: 8.229163335781738e-07
Position 525: 7.635985542790737e-07
Position 128: 7.513825421465811e-07
Position 386: 5.878573295887012e-07
Position 793: 3.6571422845939567e-07
Position 787: 1.8039499782546768e-07
Position 323: 1.2915846903506452e-07
Position 313: 1.2750859071662455e-07
Position 260: 1.1868805360384945e-07
Position 838: 7.720373116091651e-08
Position 761: 3.2462530570442173e-08
Position 790: 3.010256822388558e-08
Position 398: 2.5950035308489203e-08
Position 642: 2.5741204763011558e-08
Position 852: 2.078004231304606e-08
Position 824: 1.953893749612253e-08
Position 1065: 1.3284132163372716e-08
Position 452: 1.1907681607164341e-08
Position 166: 1.1220673734786348e-08
Position 744: 6.101458114075976e-09
Position 527: 2.502977097821534e-09
Position 677: 1.98162279889055e-09
Position 262: 1.005382246932065e-09
Position 673: 5.378871855486938e-10
Position 175: 8.878915164896382e-11
Position 179: 1.100188744189365e-11
Position 184: 5.059374384561732e-14
