Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  1000
Partition function (log Z): 5.142870351058001

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9998636772493822
Position 934: 0.9909645764258209
Position 211: 0.7959590203523315
Position 2275: 0.4474756811973268
Position 3302: 0.16832258372682973
Position 681: 0.08618405093208424
Position 7625: 0.08371356471370481
Position 705: 0.08240418467658651
Position 5358: 0.052458983929758125
Position 4972: 0.04278514270574287
Position 5170: 0.035954530926567974
Position 5414: 0.014818151010488325
Position 3272: 0.0147074469899357
Position 5431: 0.012156070627895114
Position 555: 0.00960837032673039
Position 12412: 0.00956213366168162
Position 1524: 0.00857264702606786
Position 5106: 0.006111067645458736
Position 6318: 0.005732453415788188
Position 1506: 0.00550174488645442
Position 9350: 0.005424948336580826
Position 1796: 0.005111248380473179
Position 2376: 0.004596803429199009
Position 227: 0.004437736790660257
Position 539: 0.004344001200944722
Position 15255: 0.0032985677786380708
Position 5665: 0.00328077105359797
Position 1479: 0.002722055946362074
Position 10729: 0.002711395970067433
Position 720: 0.0022647935019007967
Position 15524: 0.0021799162842515026
Position 34: 0.0020580288808273338
Position 246: 0.002055291898111025
Position 8107: 0.0018811931560839
Position 14603: 0.0016888700746255912
Position 2295: 0.0014378204290941164
Position 292: 0.0013890227177010264
Position 9053: 0.0012176856893778
Position 216: 0.0011413258292484237
Position 709: 0.0011370355677303196
Position 5187: 0.001052414524206205
Position 2114: 0.0010276716473499622
Position 7093: 0.001008930984794194
Position 707: 0.0009310306443744251
Position 14600: 0.0009188111222223159
Position 1191: 0.0008217802128237675
Position 3281: 0.0008026720506525046
Position 499: 0.0007990460519545738
Position 413: 0.0007902682015113014
Position 9737: 0.0007578213851141872
Position 5625: 0.0007430426669831065
Position 8093: 0.0007387715707130787
Position 7985: 0.000535861956377059
Position 9851: 0.0005312442067743776
Position 14872: 0.0005258486727853447
Position 1230: 0.0004985532661513114
Position 2126: 0.0004936641063700656
Position 1529: 0.0004821999557748838
Position 575: 0.00047513856501696464
Position 339: 0.00046753928804247447
Position 125: 0.0003996210412005962
Position 722: 0.0003927952366884715
Position 14706: 0.00035164036900244965
Position 287: 0.0003429110008799665
Position 7158: 0.00033097234828422905
Position 331: 0.0003305063751143203
Position 6805: 0.0003213909004189325
Position 547: 0.0003107663145838849
Position 1427: 0.00028636805848595475
Position 3398: 0.0002604937189186521
Position 15588: 0.0002555645826476876
Position 670: 0.0002497773288616582
Position 672: 0.0002459658161250148
Position 2289: 0.00022658243758023842
Position 1461: 0.00021282819205683563
Position 381: 0.0002020436704831069
Position 8398: 0.00018102782316357024
Position 14620: 0.00016161695639088666
Position 269: 0.00015502887265305407
Position 8166: 0.00014869515011320213
Position 15079: 9.503556739368014e-05
Position 14425: 8.747455232065239e-05
Position 1152: 8.687119256392503e-05
Position 565: 8.682075971581647e-05
Position 580: 8.230529851064622e-05
Position 2647: 7.60233232769254e-05
Position 559: 7.193162290843448e-05
Position 1340: 6.789269137518558e-05
Position 1297: 6.208235940085149e-05
Position 4995: 6.112664295842267e-05
Position 129: 5.9198101682072225e-05
Position 915: 5.865915762875685e-05
Position 1832: 5.7566449959816894e-05
Position 598: 5.545731869354329e-05
Position 2300: 5.3027239426435416e-05
Position 523: 5.249392956487336e-05
Position 1659: 5.013291723350766e-05
Position 2134: 4.938443843667511e-05
Position 256: 4.736174181462997e-05
Position 592: 4.721556247281752e-05
Position 938: 4.500174576281432e-05
Position 15487: 3.85784740815583e-05
Position 14716: 3.467688760732345e-05
Position 444: 3.159886267186177e-05
Position 1238: 3.0292895179129463e-05
Position 1093: 2.9980076202080857e-05
Position 1251: 2.7852248101855345e-05
Position 891: 2.5856354518074495e-05
Position 532: 2.560046426780731e-05
Position 155: 2.3202125005791047e-05
Position 23: 2.2149746112614895e-05
Position 3457: 2.0710423114884133e-05
Position 15478: 1.9016660836122415e-05
Position 853: 1.8547206224916095e-05
Position 1209: 1.7522682011475892e-05
Position 1099: 1.7489810507067154e-05
Position 1843: 1.697813851802075e-05
Position 420: 1.5591862571344165e-05
Position 2051: 1.5059671027819057e-05
Position 729: 1.4797078819355239e-05
Position 2777: 1.3302016749219642e-05
Position 1691: 1.237452147636948e-05
Position 2859: 1.0760907597442056e-05
Position 118: 1.0317768208982863e-05
Position 2173: 9.589184648893907e-06
Position 1323: 8.056648375578119e-06
Position 796: 7.255142787402767e-06
Position 1881: 7.1757564899212695e-06
Position 15586: 6.829015703334269e-06
Position 14986: 6.131657848518806e-06
Position 14267: 5.851543030889538e-06
Position 603: 5.285061236942958e-06
Position 792: 4.557958324370857e-06
Position 1066: 4.4867124114027e-06
Position 14263: 4.303815979376991e-06
Position 15598: 4.045905391829082e-06
Position 1755: 4.028254818598564e-06
Position 406: 3.603983228624981e-06
Position 649: 3.5834152121846045e-06
Position 2149: 3.290749585060747e-06
Position 1605: 3.0423842160941268e-06
Position 1167: 2.90455840963323e-06
Position 14562: 2.8186377870877945e-06
Position 1254: 2.6705059815817377e-06
Position 1961: 2.083795330619457e-06
Position 744: 1.931454689864704e-06
Position 1533: 1.8203541397562411e-06
Position 15612: 1.6882413109078022e-06
Position 15451: 1.628521106626861e-06
Position 724: 1.2795973757285651e-06
Position 726: 1.1862916782175615e-06
Position 14863: 9.781223997119268e-07
Position 230: 8.634601682525104e-07
Position 14363: 8.223204331114646e-07
Position 450: 8.174108401519132e-07
Position 14550: 6.955092621446987e-07
Position 15430: 5.284441888319873e-07
Position 15476: 4.6875691125592533e-07
Position 3293: 3.988349370344124e-07
Position 841: 3.66785396240844e-07
Position 781: 3.160454455318876e-07
Position 823: 2.9259292565831414e-07
Position 15625: 2.4120720010402505e-07
Position 15600: 2.4001092870654043e-07
Position 817: 1.8324120782980774e-07
Position 1087: 6.16672587426656e-08
Position 861: 4.739500901739746e-08
Position 15190: 3.280468539831022e-08
Position 2307: 7.727437642559312e-09
Position 1402: 4.816223089947994e-09
Position 14887: 3.925898071827698e-09
Position 15106: 3.4978658779384793e-09
Position 1009: 2.69057125177523e-09
Position 1708: 1.7582199113912408e-09
Position 1020: 8.591396940166236e-10
Position 1637: 8.318621143347956e-10
Position 1603: 4.947141285065383e-10
Position 1629: 3.1259645083950896e-10
Position 14496: 1.2817840650719566e-11
Position 737: 5.558784182903773e-14
Position 765: 8.947637529839471e-16
Position 767: 8.912211933233392e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 14102: 0.9999892087214493
Position 14485: 0.9999358554515043
Position 765: 0.9396015005556244
Position 1574: 0.3109380485920073
Position 2893: 0.07745283142497537
Position 7475: 0.06151725481126939
Position 5234: 0.05755163063061144
Position 1392: 0.054035592465095816
Position 4891: 0.044513600099785465
Position 5026: 0.042838467297853684
Position 1708: 0.04074464000861354
Position 2628: 0.02707350005871626
Position 1603: 0.02682114137253076
Position 266: 0.02178351568112069
Position 1943: 0.01464892257047242
Position 3122: 0.013400616237855939
Position 6800: 0.011971217255997112
Position 477: 0.0109976691983303
Position 3154: 0.010008473057632375
Position 1659: 0.00984326757629137
Position 786: 0.009184944380772823
Position 2137: 0.009115465399932538
Position 7758: 0.008219582273828638
Position 7508: 0.007872212014139795
Position 1637: 0.007648509202505237
Position 4880: 0.007288523832229628
Position 5053: 0.006846210580365079
Position 12329: 0.006611139940575313
Position 3020: 0.005242405034775392
Position 1018: 0.0048968332161360975
Position 1461: 0.004557043417263005
Position 2652: 0.004502039157854457
Position 4855: 0.004285576431828166
Position 1612: 0.004134786317789032
Position 2544: 0.004123683268667937
Position 2349: 0.003724750053955417
Position 1618: 0.003631322173435727
Position 3025: 0.0034577020016644464
Position 15333: 0.0033398742345565895
Position 2550: 0.0031351340599846404
Position 5525: 0.0027096523478176964
Position 15641: 0.002520755428828034
Position 2739: 0.002295522021555819
Position 11833: 0.0021086266328741907
Position 5493: 0.00203235299650268
Position 8845: 0.0018342041851482185
Position 4402: 0.0017732056103089285
Position 462: 0.0017621149678148052
Position 2925: 0.0017576730862565797
Position 539: 0.0017533738842413066
Position 109: 0.0015928915348356405
Position 6863: 0.0015210750890337068
Position 2231: 0.001442262343883829
Position 14657: 0.001331416055454401
Position 630: 0.0012998098042689102
Position 2595: 0.0012789544370352315
Position 1521: 0.0012672942770388315
Position 489: 0.0012451179470343385
Position 308: 0.0012312137695865487
Position 366: 0.0011833794836914437
Position 1109: 0.0011689508360500608
Position 4821: 0.0011253910979252733
Position 2362: 0.0010465754016261988
Position 2922: 0.001033226979971789
Position 10186: 0.0010135453984583267
Position 2700: 0.0009868109647994338
Position 11993: 0.0008423670882321161
Position 9147: 0.0008322196928023509
Position 10312: 0.0008242953468601807
Position 4625: 0.0007909501841450718
Position 15437: 0.0007841117105835908
Position 4836: 0.0007520523271558029
Position 856: 0.0007177896669278375
Position 2513: 0.0007054638896359383
Position 6201: 0.00069996968184033
Position 10041: 0.0006056984841543018
Position 1087: 0.0005905242481302188
Position 2054: 0.0005762472285244667
Position 7184: 0.0005690269624540096
Position 9736: 0.0005312442067743776
Position 1712: 0.0004989325561942362
Position 7215: 0.0004788604974504856
Position 1171: 0.00045554699671643083
Position 7292: 0.0004280842378428589
Position 2664: 0.00041371234304560955
Position 15598: 0.0003993313104884513
Position 2685: 0.0003961386616191876
Position 3521: 0.0003902881394914248
Position 7542: 0.0003814939368450487
Position 3163: 0.00035063643614737064
Position 5242: 0.00034086032628160364
Position 2898: 0.0003211025525212176
Position 5970: 0.0003201445432064054
Position 3509: 0.0002893783809767171
Position 2018: 0.000275758556328731
