Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  1000
Partition function (log Z): -23.165610665864712

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.9999999999997224
Position 4997: 0.9053757318045087
Position 5747: 0.8698789935687252
Position 1166: 0.533853849370619
Position 197: 0.281321059319994
Position 6000: 0.27663762582082974
Position 2671: 0.20473998199711876
Position 5966: 0.1937585307822386
Position 5983: 0.10020849512799687
Position 6066: 0.058998783206416563
Position 374: 0.043990586360381764
Position 5378: 0.0353271229429014
Position 6375: 0.03404505883921636
Position 5718: 0.029749678493573854
Position 820: 0.029414966885339396
Position 4743: 0.027001020312462997
Position 5974: 0.0268694290443614
Position 6352: 0.02626824314008991
Position 6072: 0.026182702486338544
Position 6688: 0.025485310351647285
Position 6245: 0.024046337069988537
Position 5877: 0.016447860888393104
Position 186: 0.01627496161792478
Position 653: 0.012059665187102712
Position 6620: 0.011268406942191367
Position 55: 0.0103531404878546
Position 973: 0.009779687959036646
Position 338: 0.008913373899635679
Position 452: 0.008874721931453248
Position 5287: 0.008514357403081907
Position 6911: 0.007696267494648015
Position 5260: 0.00740990024498872
Position 5839: 0.0070519645312452466
Position 4423: 0.0068622356423020565
Position 5943: 0.006767523285838966
Position 5932: 0.005967393849484678
Position 48: 0.0058063564179548265
Position 4354: 0.005725615730100262
Position 5426: 0.005613704038056705
Position 212: 0.00490318155387205
Position 2445: 0.004813298019620293
Position 270: 0.004184446651073951
Position 133: 0.003927228891690953
Position 5402: 0.0037346633154979924
Position 4487: 0.0036511547340968473
Position 3950: 0.0033464725386912328
Position 948: 0.0033154062905302894
Position 200: 0.0032954800470029197
Position 917: 0.0031641918189396884
Position 6013: 0.0030703832848065996
Position 2215: 0.0028715344938596813
Position 6221: 0.002773784248028864
Position 2463: 0.0026581645556249265
Position 4343: 0.002614739005601202
Position 5521: 0.0020389675994231947
Position 942: 0.0019114931578009455
Position 90: 0.0019031723059864494
Position 2116: 0.0017351403211354741
Position 5929: 0.0013385971069335674
Position 538: 0.001334852359222876
Position 5307: 0.0012845384528972206
Position 798: 0.0012795974212377423
Position 215: 0.0011100848215381454
Position 2684: 0.0010336845074777232
Position 6201: 0.001028404369443252
Position 5741: 0.0009898787524091435
Position 2439: 0.0009718549214675088
Position 4842: 0.000956133206435453
Position 4143: 0.0009408277161678178
Position 1755: 0.0008883639224187518
Position 236: 0.0008584575657841155
Position 1148: 0.0008566923861295221
Position 6137: 0.0007987540152154275
Position 6151: 0.0007714791763526829
Position 278: 0.0007450207628788643
Position 1571: 0.0007113950011539333
Position 280: 0.0006654308683131171
Position 4306: 0.0006632842061240926
Position 282: 0.0006261853871171805
Position 1674: 0.0005434473940644755
Position 274: 0.0005208360527528635
Position 667: 0.00037473077654040163
Position 650: 0.00033508060758074236
Position 276: 0.00033260509550220486
Position 4639: 0.000292372128485709
Position 954: 0.0002845043422297688
Position 248: 0.00028037571136392385
Position 84: 0.00024397851836470424
Position 2063: 0.00019837735958439068
Position 4167: 0.0001762192676829335
Position 4882: 0.00016114425955376157
Position 984: 0.00014310321814816287
Position 2104: 0.00012627693394796693
Position 2083: 0.00012602224378704518
Position 3472: 0.00012444832541570725
Position 956: 0.00011527305877301886
Position 1621: 0.00011353654306240428
Position 1777: 0.00011059808083771116
Position 1376: 9.437769728157441e-05
Position 967: 9.100610300375146e-05
Position 4545: 8.238367966961918e-05
Position 4522: 7.430414554039741e-05
Position 1348: 5.700199669652803e-05
Position 104: 5.2508497719479976e-05
Position 1355: 5.186302745898101e-05
Position 704: 5.052499290602664e-05
Position 2482: 5.006618666963858e-05
Position 616: 4.9533288343004125e-05
Position 450: 4.9397697037527464e-05
Position 365: 4.687607954841732e-05
Position 1124: 4.6791055604100866e-05
Position 1539: 4.5420781339172455e-05
Position 286: 3.8730032581195795e-05
Position 1737: 3.4030219991967545e-05
Position 1869: 3.187385718662638e-05
Position 1212: 3.1502461683943935e-05
Position 1699: 2.5174692967467266e-05
Position 2131: 2.0120783503695473e-05
Position 951: 9.258822181849473e-06
Position 946: 8.231929272434821e-06
Position 694: 8.019562625046941e-06
Position 2133: 6.966125881703479e-06
Position 2696: 4.2479025132730365e-06
Position 889: 3.892638592271773e-06
Position 256: 3.0865346828908837e-06
Position 992: 2.716806773074028e-06
Position 5300: 2.2959464089926384e-06
Position 900: 2.2085330519901814e-06
Position 2708: 2.0076953742571357e-06
Position 292: 1.7747288676002187e-06
Position 145: 1.6861122879950609e-06
Position 320: 1.4905032090651303e-06
Position 38: 1.2785185613339106e-06
Position 2120: 1.2223832878533444e-06
Position 304: 1.1008148752305863e-06
Position 1311: 1.0890171138977541e-06
Position 76: 8.369647582550938e-07
Position 23: 7.167956618186966e-07
Position 264: 6.154489539039459e-07
Position 977: 5.717375925358405e-07
Position 2885: 4.7105428841635154e-07
Position 1191: 1.955226644238821e-07
Position 1336: 1.8051282080849793e-07
Position 940: 1.2851314541114059e-07
Position 1197: 1.181139535535129e-07
Position 1170: 4.74068771619224e-08
Position 1495: 3.2354810046426306e-08
Position 94: 2.4804709475583032e-08
Position 23471: 8.695957262913505e-09
Position 1631: 3.11812921626033e-09
Position 16: 5.949761471136406e-10
Position 1173: 3.1782331277370793e-10
Position 284: 2.2641487733590004e-10
Position 297: 1.9727156053563486e-10
Position 342: 1.3170478423723924e-10
Position 9725: 1.0994451518400194e-12
Position 8857: 3.7912332651575133e-13
Position 10280: 2.718315076039281e-13
Position 8914: 1.3041630169284867e-13
Position 9060: 8.599311062093067e-14
Position 290: 4.985685900097249e-14
Position 7021: 2.2063493816480057e-14
Position 8415: 4.805897826940912e-15
Position 11164: 2.442806886079752e-15
Position 9375: 2.1288256945689135e-15
Position 8064: 9.17085271239045e-16
Position 9900: 8.784383124847632e-16
Position 7470: 6.366661634357949e-16
Position 11138: 5.810553941823166e-16
Position 344: 3.8968761695485906e-16
Position 7159: 1.4062926713153526e-16
Position 7094: 8.509862191076721e-17
Position 7025: 1.9166628887546443e-17
Position 7144: 1.7975356433211542e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 39250: 0.9999999466489641
Position 5826: 0.8406391658441971
Position 5086: 0.8088737830831322
Position 6456: 0.5901024919674885
Position 4257: 0.47794606146337737
Position 4828: 0.25827312899865096
Position 2582: 0.17294061296212637
Position 6990: 0.15707220174212633
Position 6799: 0.11759567842903576
Position 4095: 0.09577885083599048
Position 5047: 0.05931896226270192
Position 6032: 0.05715151191719056
Position 5057: 0.052048291866262184
Position 4219: 0.05127365729892875
Position 6128: 0.04213592614154063
Position 5050: 0.030078024357338088
Position 5502: 0.022489638512415012
Position 4907: 0.021579229272935128
Position 1054: 0.019602182533200393
Position 5909: 0.01926002062942325
Position 4401: 0.01820950382072389
Position 5673: 0.01240719306110735
Position 4878: 0.01063179596662668
Position 4772: 0.006247331626505193
Position 3697: 0.004986378004047161
Position 839: 0.004708977241278704
Position 3667: 0.0043223414277507545
Position 1771: 0.003222685447022248
Position 2263: 0.0029864436742898116
Position 3987: 0.002671912240588482
Position 4806: 0.0025118904693483463
Position 1243: 0.002491837061457687
Position 2295: 0.0023237589700640647
Position 2042: 0.002272224589753938
Position 6308: 0.002165977264188883
Position 2193: 0.0019154659808158574
Position 297: 0.0018461583381729823
Position 4780: 0.001664221515504162
Position 1405: 0.0015766092013452578
Position 2015: 0.0014503734934276013
Position 3647: 0.0014229670761389058
Position 6486: 0.0013151966619636291
Position 6312: 0.0012308665895275242
Position 1390: 0.001016183238296597
Position 1011: 0.0010110764218352894
Position 236: 0.0009190165748282248
Position 3616: 0.00082416403177356
Position 3940: 0.0007616374764217674
Position 2833: 0.0007449986150195291
Position 1252: 0.0006655577299607958
Position 2087: 0.0006364312689953462
Position 1365: 0.00051234825873197
Position 946: 0.0004283444513074611
Position 1552: 0.00037013628792398166
Position 2764: 0.00033779400633379925
Position 2787: 0.00024323228467967582
