Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  1000
Partition function (log Z): 2.1977527800835945

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9896234055295926
Position 2212: 0.8630309542845462
Position 873: 0.8091438568055345
Position 335: 0.6953008487328937
Position 2421: 0.6651221868026498
Position 1298: 0.2688726065325046
Position 2086: 0.14432226707164728
Position 569: 0.11798003513121941
Position 2378: 0.09147428333413826
Position 513: 0.05862726526422166
Position 1567: 0.01950893132065998
Position 618: 0.014917215762648066
Position 877: 0.011034663578450616
Position 203: 0.010949800023351275
Position 2024: 0.00923643085530959
Position 49: 0.007817227556236341
Position 363: 0.0076407824038854915
Position 2427: 0.006405595550500967
Position 182: 0.005568513213834537
Position 1295: 0.004253425396627093
Position 1023: 0.002868979259343762
Position 1742: 0.002575682601913226
Position 1332: 0.0023955480456588144
Position 65: 0.0023634722636865714
Position 1181: 0.0023572801638905164
Position 2013: 0.001972120481301037
Position 236: 0.0012695781554663377
Position 268: 0.0011618154342307176
Position 96: 0.001040786022166915
Position 1147: 0.0010235214856427455
Position 1454: 0.0009169610106260572
Position 1857: 0.0008889206422974285
Position 1459: 0.0008540615444364998
Position 1417: 0.0008128534539759248
Position 287: 0.0007824776131788178
Position 820: 0.0007694848772986805
Position 2408: 0.0007684077081234938
Position 593: 0.0007308752721786658
Position 292: 0.0006789862938667867
Position 1958: 0.0006143307516606035
Position 604: 0.0006111088974538863
Position 2220: 0.000544759460258213
Position 870: 0.00038324226630313796
Position 1726: 0.0003798869642247983
Position 2393: 0.0003285341935257132
Position 740: 0.00032653996036744555
Position 251: 0.00032056003887644753
Position 2115: 0.0002800951223538752
Position 1327: 0.0002563333624150228
Position 1355: 0.0002537998607126242
Position 1232: 0.00023301314958132314
Position 432: 0.00022935964989715025
Position 2185: 0.00022821558838731905
Position 590: 0.0002275898146108254
