Gene = Notum
index = 1327
Annotated 5SS: [ 440 6185 6764]
Annotated 3SS: [5790 6250 6827]
SMsplice 5SS: [ 440 6185 6764 6962]
SMsplice 3SS: [5790 6250 6827 8115]
top_k =  1000
Partition function (log Z): 6.277776300622568

Sorted 5' Splice Sites (High to Low Probability):
Position 6185: 0.9993483656616134
Position 6764: 0.9985152339271705
Position 440: 0.9891908505495718
Position 6962: 0.656435212559635
Position 8018: 0.11797244400925833
Position 8008: 0.05386778794622399
Position 7917: 0.03143759202771532
Position 1657: 0.0270520861570623
Position 8226: 0.02485892696420886
Position 3742: 0.023836515619715237
Position 8230: 0.02089004992828725
Position 1255: 0.020440348643463963
Position 7976: 0.0183100250173057
Position 3068: 0.013946770297733113
Position 2239: 0.011494548859740428
Position 4333: 0.008689638451864573
Position 7828: 0.008168199085965475
Position 8196: 0.006690748887220383
Position 5677: 0.005949342002210538
Position 471: 0.005866325957964321
Position 7934: 0.005241453153687447
Position 8355: 0.004780472108587971
Position 7089: 0.004751046313371268
Position 7902: 0.0034317888574062114
Position 3136: 0.0029122353423815164
Position 6993: 0.00208387857514647
Position 4053: 0.0018147610154227952
Position 8222: 0.0017136178584398424
Position 6508: 0.0014864468027750877
Position 6973: 0.0014512204787768942
Position 3132: 0.0013664230568831903
Position 3967: 0.001345801133460823
Position 8928: 0.00125157721874692
Position 8994: 0.0012357669268935805
Position 24: 0.0011138224893944225
Position 6768: 0.001008416599569277
Position 4362: 0.0009723629866884571
Position 3839: 0.0008673808900284398
Position 6421: 0.0008574976873228356
Position 8211: 0.0007540712542935923
Position 4357: 0.0007284344492201923
Position 1129: 0.0006012817853752196
Position 1108: 0.0005663902655030152
Position 7832: 0.0005463756151730438
Position 6971: 0.0005314037128436305
Position 4293: 0.0005309563683883483
Position 7001: 0.0004959052349756149
Position 3759: 0.0004343439324380717
Position 77: 0.0004125736450286029
Position 8243: 0.0003907603854827833
Position 6580: 0.00035383656374076675
Position 8998: 0.00031957997861654924
Position 8736: 0.00031432498286203085
Position 8348: 0.0002243746466752019
Position 8625: 0.00018430557516284577
Position 252: 0.0001655459962898966
Position 7393: 0.00016434276449622394
Position 130: 0.00014133171389915918
Position 6191: 0.00013715799088359786
Position 8593: 0.0001216498570834915
Position 264: 0.00011755498099175317
Position 7548: 0.00011411052851004304
Position 7878: 0.00011066282552489408
Position 7962: 0.00010602292830793148
Position 2007: 0.00010059050929229249
Position 7182: 9.781957543085144e-05
Position 7597: 9.613792965659661e-05
Position 1366: 9.574047241838649e-05
Position 1425: 9.014714171530186e-05
Position 1986: 8.530775539144205e-05
Position 9139: 8.320924947315605e-05
Position 6593: 7.70817015465766e-05
Position 6189: 7.630751528157019e-05
Position 45: 7.322365556916032e-05
Position 7022: 7.19275746285149e-05
Position 6544: 6.836838599250992e-05
Position 7113: 5.8373900347268784e-05
Position 1206: 5.7455136518840244e-05
Position 8544: 5.73402976797646e-05
Position 3109: 5.632835703344175e-05
Position 6506: 5.514422172127177e-05
Position 8679: 5.217040066324332e-05
Position 7530: 5.172999823201975e-05
Position 7790: 4.8545092378472375e-05
Position 1222: 4.7421464786646134e-05
Position 8963: 4.554932378207709e-05
Position 1680: 4.352524259782254e-05
Position 2287: 3.8390881411704166e-05
Position 876: 3.71725149978732e-05
Position 7136: 3.6336758145936234e-05
Position 193: 3.5844360659977196e-05
Position 7772: 3.0936334554078475e-05
Position 2322: 3.0461301850017307e-05
Position 652: 2.926678970980064e-05
Position 3484: 2.8563103214717695e-05
Position 6497: 2.7941400477249587e-05
Position 3037: 2.659186069692409e-05
Position 8986: 2.617292877932303e-05
Position 6649: 2.5349077468774123e-05
Position 2028: 2.5291893021860025e-05
Position 1630: 2.4927893011716475e-05
Position 6393: 2.3590546066528847e-05
Position 6984: 2.357561792477366e-05
Position 2136: 2.341330340709724e-05
Position 6442: 2.2795306493138758e-05
Position 6704: 2.1511039301398237e-05
Position 2457: 2.1027188235698005e-05
Position 2336: 2.0228979295301972e-05
Position 52: 1.9305806236321827e-05
Position 6659: 1.8347718585374427e-05
Position 1591: 1.7755600329012445e-05
Position 3901: 1.739489422980973e-05
Position 8787: 1.7362635119606627e-05
Position 8012: 1.542155429487034e-05
Position 2253: 1.4980214828363971e-05
Position 6089: 1.4013134379633991e-05
Position 7647: 1.401183715705757e-05
Position 7068: 1.3486426703224969e-05
Position 8552: 1.3070408337137466e-05
Position 1169: 1.2959989618666903e-05
Position 6332: 1.1163189306305947e-05
Position 6401: 1.0776908605212376e-05
Position 1259: 9.963122237964106e-06
Position 6884: 9.89684229998242e-06
Position 655: 9.601601148078495e-06
Position 9056: 9.569479837062266e-06
Position 666: 8.845929612446997e-06
Position 7665: 8.520669584727804e-06
Position 350: 8.144433986727338e-06
Position 47: 7.333487644412298e-06
Position 6342: 6.659646822019781e-06
Position 1163: 6.63266390452395e-06
Position 1614: 6.1799244169507085e-06
Position 6464: 6.127132186322907e-06
Position 2245: 5.948858604395808e-06
Position 9169: 5.822918817922583e-06
Position 1143: 5.755968443541928e-06
Position 2295: 5.431799873950087e-06
Position 2840: 4.768572592222839e-06
Position 6386: 4.72569671307932e-06
Position 201: 4.385356830646042e-06
Position 6571: 4.047366826005175e-06
Position 2919: 3.3611439426819236e-06
Position 6728: 3.18709335784788e-06
Position 6666: 2.750836593150544e-06
Position 1183: 2.7156558249696456e-06
Position 6772: 2.406541817742166e-06
Position 3088: 2.182135612235341e-06
Position 1386: 2.1692518043027662e-06
Position 1429: 2.123791848084019e-06
Position 1804: 2.111439910072013e-06
Position 1111: 1.94134451847937e-06
Position 5935: 1.9358153257791498e-06
Position 996: 1.7996080674532285e-06
Position 1310: 1.7733368014298682e-06
Position 6457: 1.7106704845414428e-06
Position 1352: 1.7103648575803945e-06
Position 6035: 1.3094833928199332e-06
Position 858: 1.2874457351217042e-06
Position 853: 9.552132768366088e-07
Position 6481: 9.080899178287355e-07
Position 7320: 7.837235075477809e-07
Position 6321: 6.432819878823014e-07
Position 724: 5.635232591578359e-07
Position 7625: 5.564470925354727e-07
Position 6693: 4.855714085585841e-07
Position 6339: 4.762834992428902e-07
Position 6584: 4.36965646334771e-07
Position 1350: 4.310212488517994e-07
Position 6896: 3.7574847137040806e-07
Position 348: 3.7530591023097353e-07
Position 8022: 3.7187996526446735e-07
Position 1011: 3.2581635008192607e-07
Position 7616: 3.234660807857292e-07
Position 953: 2.969047216884291e-07
Position 7095: 2.8996677239726617e-07
Position 5960: 2.712365352503785e-07
Position 1371: 2.614280720249772e-07
Position 8406: 2.226836464754693e-07
Position 4399: 2.2264090266335505e-07
Position 789: 1.8656946120166185e-07
Position 1414: 1.8279363811020595e-07
Position 8637: 1.6325085280842913e-07
Position 955: 1.4005436065637737e-07
Position 34: 1.3897246770356739e-07
Position 5251: 1.3618300314996153e-07
Position 570: 1.3020931927141261e-07
Position 3627: 1.2385571021862558e-07
Position 8088: 1.2049294390604684e-07
Position 874: 1.1338969608506217e-07
Position 3740: 1.0763351899919068e-07
Position 2030: 9.352383492861682e-08
Position 7689: 9.238161317530474e-08
Position 6310: 8.81819375303582e-08
Position 1120: 8.230220882146104e-08
Position 610: 8.022464618205329e-08
Position 1751: 7.424706371377193e-08
Position 6597: 6.039457155651646e-08
Position 444: 5.769745737868906e-08
Position 1289: 5.228481725630359e-08
Position 4603: 5.04750902717323e-08
Position 6653: 4.652957674972927e-08
Position 8: 4.41712360903035e-08
Position 603: 3.753489599323221e-08
Position 6875: 3.4871746378685417e-08
Position 3636: 3.4096747664584366e-08
Position 729: 2.4200183328057512e-08
Position 889: 1.3114012908371824e-08
Position 842: 1.1927778716550149e-08
Position 8412: 6.529901468674978e-09
Position 7214: 6.203326253815381e-09
Position 8418: 5.745387513387544e-09
Position 8379: 5.077442210072668e-09
Position 7687: 3.7010553482660237e-09
Position 6669: 1.4996344943500376e-09
Position 6631: 7.760200489643826e-10
Position 6839: 6.577253514661908e-10
Position 371: 3.417570902420402e-10
Position 945: 2.0149065447287772e-10
Position 5391: 1.0956231893630428e-10
Position 3985: 9.034907587119279e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6250: 0.9998330607977753
Position 6827: 0.9978473473800378
Position 8115: 0.6827628638983563
Position 5790: 0.6744958261810146
Position 5818: 0.24627821181921952
Position 7058: 0.06672975261834219
Position 8076: 0.04937539327142637
Position 5828: 0.04071401444244395
Position 3337: 0.03324104384739507
Position 8782: 0.029911783663611708
Position 8137: 0.02868502045229906
Position 8813: 0.026970333741500124
Position 1498: 0.023043729422276536
Position 8652: 0.02016382183980045
Position 8317: 0.017910087287259246
Position 7033: 0.01260193446381137
Position 979: 0.011881750383473909
Position 1425: 0.00817528279473631
Position 4737: 0.0076229840972323925
Position 9012: 0.006815743398383716
Position 5832: 0.005528936126406889
Position 8379: 0.005183247391792321
Position 2220: 0.004940282425628997
Position 8295: 0.00438820654183009
Position 6128: 0.004234129409747764
Position 9056: 0.004203508254012042
Position 5855: 0.004030328557969794
Position 8668: 0.003991277675946006
Position 6088: 0.0035480111401634527
