Gene = mus304
index = 1807
Annotated 5SS: [ 737 2317 2570]
Annotated 3SS: [ 815 2389 2635]
SMsplice 5SS: [ 737 2317 2570]
SMsplice 3SS: [ 815 2389 2635]
top_k =  1000
Partition function (log Z): -0.2275111057719063

Sorted 5' Splice Sites (High to Low Probability):
Position 737: 0.9845885555922848
Position 2317: 0.9831087758254132
Position 2570: 0.9688499085142277
Position 1308: 0.12062290436879428
Position 1718: 0.08669605149163655
Position 317: 0.060684617582381785
Position 732: 0.011151242589540549
Position 1328: 0.010005937089916626
Position 1811: 0.009857249008650485
Position 1605: 0.007220882832125614
Position 1299: 0.005998725989810319
Position 1436: 0.005300535194373572
Position 1150: 0.0034119693858878477
Position 540: 0.0028425657471843097
Position 2206: 0.0025976542637085047
Position 1339: 0.002550426981640395
Position 501: 0.002483098955713525
Position 1522: 0.001979627558821696
Position 995: 0.0013266554486387617
Position 2552: 0.001046406104960292
Position 2262: 0.001043329222109156
Position 2280: 0.0008912371931831537
Position 2559: 0.0008451751207004047
Position 741: 0.0006831006167360981
Position 753: 0.0006421804444141967
Position 705: 0.0005787523358744367
Position 1839: 0.0005628601502366505
Position 1295: 0.0005571348076951111
Position 1989: 0.000545059528122039
Position 161: 0.000516687295573162
Position 2526: 0.0003461447486517462
Position 1896: 0.00034463181935871274
Position 70: 0.00031082279994521596
Position 2865: 0.0002838095124746898
Position 1432: 0.00027043742494070865
Position 965: 0.00025922646058307443
Position 2321: 0.00025729068075367877
Position 2171: 0.00025334303324899276
Position 1367: 0.0002245497817321436
Position 2086: 0.0001974414459488857
Position 3: 0.00018250223409274255
Position 1815: 0.00015594749019894117
Position 1401: 0.00013109088890933166
Position 1319: 0.00012787845717131775
Position 2856: 0.00012355002277219786
Position 1154: 9.998157338469545e-05
Position 2241: 9.533004609153112e-05
Position 2246: 9.075537537863378e-05
Position 2883: 8.691389704479104e-05
Position 924: 7.812202580867502e-05
Position 1746: 6.858922052799196e-05
Position 2788: 6.571992479071879e-05
Position 338: 6.127753186350002e-05
Position 727: 5.8210036561153675e-05
Position 2175: 5.428828301601309e-05
Position 566: 4.88175766269379e-05
Position 1813: 3.744396071015389e-05
Position 167: 3.557419048347774e-05
Position 139: 3.466106353105854e-05
Position 2900: 2.8526704513577398e-05
Position 2859: 2.8450137496532132e-05
Position 2148: 2.7533542163266232e-05
Position 2770: 2.2571759724338894e-05
Position 2775: 1.8922572571349487e-05
Position 2601: 1.8446351529081976e-05
Position 1722: 1.5324888739943727e-05
Position 1851: 1.4694154379799683e-05
Position 2825: 1.2221553817664245e-05
Position 2635: 1.185948113851071e-05
Position 2468: 1.141157958833743e-05
Position 564: 1.1364966034385115e-05
Position 986: 1.1016099113882809e-05
Position 2877: 1.0681936379216512e-05
Position 2639: 9.148542228371438e-06
Position 2454: 7.114268018052219e-06
Position 2472: 5.16594203889817e-06
Position 2782: 4.275646708173298e-06
Position 637: 4.2215098214304555e-06
Position 2656: 2.137486575334474e-06
Position 2918: 1.5886587478993278e-06
Position 485: 8.659473332979628e-07
Position 1152: 8.125721130461564e-07
Position 2743: 7.894436205402162e-07
Position 2907: 6.972242504643522e-07
Position 2923: 5.786400075556213e-07
Position 2937: 4.798907521962005e-07
Position 394: 4.44980862889742e-07
Position 1532: 4.095497371791352e-07
Position 192: 2.88717667042186e-07
Position 1266: 2.706998243033008e-07
Position 242: 2.377153724674634e-07
Position 1465: 1.914486819026017e-07
Position 1122: 3.993811316565454e-08
Position 829: 2.2437909736769596e-08
Position 1860: 7.428413518138448e-09
Position 2257: 2.664385884594135e-09
Position 2110: 1.5806837440690916e-09
Position 2643: 1.4401795733554112e-10
Position 2425: 1.0231668452663043e-10
Position 816: 1.1662285898573916e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9764860906615324
Position 2635: 0.9655739935451351
Position 815: 0.8922148696490427
Position 1895: 0.09880682533728259
Position 370: 0.06113427808719015
Position 1777: 0.04436957012496123
Position 1427: 0.043570319614931866
Position 2103: 0.03581876515775307
Position 1654: 0.02104229255924196
Position 2279: 0.019953354335295225
Position 2130: 0.016222005135629894
Position 2425: 0.016007244257750717
Position 1949: 0.01214711365585435
Position 1117: 0.011817178897467312
Position 1930: 0.008423420697356535
Position 857: 0.007832070058792053
Position 1250: 0.00738221580786976
Position 1822: 0.0063494544588154535
Position 2662: 0.0062182907506961585
Position 1102: 0.005025681015572079
Position 1392: 0.004843789897558345
