Gene = BuGZ
index = 57
Annotated 5SS: [ 166  663  981 1703 3212 5784]
Annotated 3SS: [ 354  718 1284 2821 5650 5885]
SMsplice 5SS: [ 663  981 1703 3212 5784]
SMsplice 3SS: [ 718 1284 2821 5650 5885]
top_k =  1000
Partition function (log Z): 3.6579263264834228

Sorted 5' Splice Sites (High to Low Probability):
Position 663: 0.9930907852292066
Position 3212: 0.9889163575222787
Position 5784: 0.9630757671105303
Position 981: 0.9502483542719216
Position 1703: 0.8076891231557207
Position 5212: 0.5350662947834377
Position 7086: 0.533174640100278
Position 2333: 0.24178563512399942
Position 7883: 0.1857619961077909
Position 6892: 0.14791544396008374
Position 5036: 0.14724559200311868
Position 4402: 0.1302376197937277
Position 3435: 0.10682394137826405
Position 1870: 0.08801099893687818
Position 6282: 0.07631303248580856
Position 4012: 0.0663803056889625
Position 2112: 0.06434409346485317
Position 7445: 0.057354070751231626
Position 8351: 0.0441905881111095
Position 2431: 0.03372195703158134
Position 4370: 0.028585235193129565
Position 7235: 0.025073381376851393
Position 2709: 0.021930704202593698
Position 3591: 0.02090967438798165
Position 5813: 0.018626371441767948
Position 6499: 0.017645435488441656
Position 1820: 0.016896438498382037
Position 7481: 0.016095011547000677
Position 4861: 0.014902197035388429
Position 2033: 0.014797950147426806
Position 366: 0.011963794141671525
Position 269: 0.01195236030982766
Position 2279: 0.011560076252433079
Position 6199: 0.01082341276113317
Position 7325: 0.008999804274101486
Position 6386: 0.008168462452597254
Position 2451: 0.00806550227840866
Position 4559: 0.006655600138366614
Position 4016: 0.006653082337886746
Position 4139: 0.006269009018212473
Position 6042: 0.006079923585114339
Position 975: 0.0057019713739836055
Position 656: 0.005405829189008032
Position 482: 0.005280014623658361
Position 255: 0.005236794932581144
Position 7817: 0.004919562114277249
Position 2783: 0.004748991676231886
Position 166: 0.004488728193050577
Position 3868: 0.0044453029110459825
Position 3393: 0.004249192933502271
Position 2400: 0.004161912166442186
Position 7589: 0.0038982837666014505
Position 2586: 0.0038864681082328395
Position 4188: 0.0036405710042526447
Position 7914: 0.0031706596391703596
Position 828: 0.0030995853476404375
Position 287: 0.002816449974915953
Position 2123: 0.002519722479622518
Position 1507: 0.00215450893896323
Position 2294: 0.0021297765012347806
Position 6651: 0.0021222327663072867
Position 6166: 0.002033879891695579
Position 7320: 0.002009395908642355
Position 4296: 0.00187291518850585
Position 4118: 0.0017785539740084026
Position 6639: 0.0014903822158734152
Position 2254: 0.0013928140374124594
Position 5733: 0.001382261771298641
Position 786: 0.0013709943105404394
Position 48: 0.0011375969448177584
Position 7449: 0.0011086853793070563
Position 262: 0.0007929483591902777
Position 1254: 0.0007425499844166044
Position 1635: 0.0007119729263510774
Position 2595: 0.000650655314179711
Position 2127: 0.0006334729724156479
Position 160: 0.000602775485839033
Position 2322: 0.0006019356167807064
Position 1191: 0.0005677235877239291
Position 6618: 0.0005533665600842702
Position 355: 0.0005479791776747332
Position 3095: 0.0005354695904388799
Position 3729: 0.0004961709762258191
Position 223: 0.0004853060467631497
Position 2311: 0.0004738866125603374
Position 1120: 0.00045598728080660495
Position 3601: 0.00043519725113458704
Position 1089: 0.0004174414848416821
Position 1203: 0.000325985541784721
Position 5966: 0.0003227604201246552
Position 1111: 0.0003204676607643148
Position 6320: 0.00027369178371567743
Position 2381: 0.0002489788912169599
Position 3238: 0.00024363640414913512
Position 2473: 0.00020420427526006738
Position 6944: 0.0001968182201487867
Position 1719: 0.00019373152376342713
Position 1093: 0.00016169693076529973
Position 211: 0.00015970938204561854
Position 6258: 0.00015425737667699448
Position 5810: 0.00014983595421491305
Position 667: 0.00014755003021211198
Position 1818: 0.00014679216949600095
Position 7183: 0.00014372406047318147
Position 1050: 0.00013416721969308624
Position 2011: 0.0001316589845837072
Position 7923: 0.00011621550402755981
Position 990: 0.00011348181180218779
Position 91: 0.00010380876635949939
Position 1043: 9.283329836111138e-05
Position 2470: 6.890962313345541e-05
Position 1194: 5.63801235381251e-05
Position 2317: 4.214236526737911e-05
Position 2924: 4.2037746561933514e-05
Position 1060: 3.739857973342384e-05
Position 616: 3.100455077466477e-05
Position 442: 2.6277407338638273e-05
Position 506: 2.613618363006302e-05
Position 3516: 2.232142697180332e-05
Position 1569: 2.039517959176497e-05
Position 497: 2.013890251416825e-05
Position 3476: 1.7445384381781233e-05
Position 1284: 1.717618466634212e-05
Position 445: 1.613785986255802e-05
Position 609: 1.4778219788406752e-05
Position 1171: 1.4244795570601256e-05
Position 1687: 1.3282463564089561e-05
Position 597: 1.3204640881875107e-05
Position 641: 1.2625915931573302e-05
Position 1734: 1.2181789934826537e-05
Position 60: 1.197186591745513e-05
Position 320: 1.053541105627803e-05
Position 3595: 9.843558399142301e-06
Position 5788: 9.60824307293124e-06
Position 835: 7.489826789464074e-06
Position 2179: 7.398864854884929e-06
Position 1241: 7.283299563292605e-06
Position 3216: 5.612346428079037e-06
Position 370: 5.432221241039924e-06
Position 101: 4.766723434313151e-06
Position 3397: 4.51788553124605e-06
Position 3231: 4.062207694551976e-06
Position 1673: 3.833487619704287e-06
Position 730: 3.662204727163636e-06
Position 681: 3.215215150553969e-06
Position 1353: 2.5423351228832478e-06
Position 1707: 2.4335084280632354e-06
Position 23: 2.1957925747128445e-06
Position 392: 2.1282067769102058e-06
Position 1464: 1.8205014736168947e-06
Position 1427: 1.7209828090399113e-06
Position 1147: 1.2327152750941993e-06
Position 103: 1.1381073393391653e-06
Position 3171: 1.0784041538478426e-06
Position 542: 9.232888185321645e-07
Position 1755: 8.456582011637981e-07
Position 3363: 7.129772765621732e-07
Position 3439: 6.160034788420696e-07
Position 1350: 5.9581854159018e-07
Position 686: 5.215538432718775e-07
Position 3456: 3.137298819131524e-07
Position 1545: 1.3087973517795051e-07
Position 728: 1.2085023058103028e-07
Position 1650: 7.283059790268385e-08
Position 1582: 7.18306910368848e-08
Position 1670: 5.1323056251204085e-08
Position 1102: 7.961746634462866e-10
Position 866: 6.809066411056389e-10
Position 873: 9.291277272730241e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.9947553236309098
Position 2821: 0.9262135459779914
Position 5650: 0.8968260807407031
Position 5885: 0.6281097677662293
Position 1284: 0.34271147509210786
Position 1988: 0.33298375754711734
Position 1299: 0.33142013404269155
Position 8956: 0.2717961631883366
Position 6728: 0.2008203506942434
Position 7269: 0.19057233103414367
Position 3358: 0.1883992287096107
Position 4842: 0.1500002479581568
Position 7306: 0.13181679224653664
Position 4770: 0.12617843254848551
Position 3937: 0.11788379810384385
Position 7668: 0.11055585492652496
Position 7506: 0.09713997230191956
Position 1784: 0.08898503223245197
Position 5110: 0.08887502314631893
Position 3501: 0.08738241866950906
Position 9235: 0.08400446371209903
Position 1751: 0.07928118000596573
Position 5902: 0.07927339052696752
Position 3818: 0.05554093342499044
Position 8004: 0.052229264856110014
Position 8404: 0.04912798945567387
Position 6523: 0.04745787585084635
Position 4973: 0.04390972607918145
Position 5070: 0.03919062765575732
Position 7391: 0.035971921492978245
Position 2227: 0.02763598603010442
Position 3727: 0.027635276324476127
Position 5527: 0.027180427313338067
Position 4709: 0.026494885234236123
Position 1119: 0.026216119948753606
Position 3782: 0.02559638534859113
Position 354: 0.024693534211891185
Position 5557: 0.02398697969522573
Position 3823: 0.022057555148090977
Position 5128: 0.01912385766169549
Position 5674: 0.019087786173687803
Position 8637: 0.018915445656584862
Position 5861: 0.017744794499640063
Position 6738: 0.017572516405896643
Position 1036: 0.01684882972707068
Position 7546: 0.016809884306521094
Position 2396: 0.01588396407456812
Position 4173: 0.014805677840708489
Position 1453: 0.013570632888307718
Position 9958: 0.012553642262920148
Position 1191: 0.011875946267285744
Position 7518: 0.011791650966573074
Position 4199: 0.011259371961624345
Position 4264: 0.010790093200785998
Position 481: 0.010738817125433234
Position 1102: 0.01064293487671344
Position 6448: 0.008673187727542716
Position 6035: 0.008367878758920762
Position 7033: 0.008345710825183712
Position 880: 0.008074967709748455
Position 1338: 0.008020491457595218
Position 4860: 0.00791918793569241
Position 8074: 0.0076845688401532015
Position 9442: 0.007505246101972013
Position 1222: 0.007460519319122692
Position 3670: 0.007211250526515213
Position 1361: 0.007168955999989741
Position 3892: 0.006614695066889276
Position 5936: 0.0064944058839845565
Position 1040: 0.006378095091370228
Position 2708: 0.005924502331393685
Position 1916: 0.005896568214345584
Position 542: 0.005761304555286359
Position 2848: 0.005612724359064075
Position 7398: 0.005423056776315243
Position 6306: 0.00454961960342575
Position 7069: 0.004164715063339984
Position 6985: 0.0041190015725252735
Position 5286: 0.003848249901817602
Position 1940: 0.0034870618047282186
Position 7620: 0.003289099772954263
Position 6621: 0.0032684079459875063
Position 3638: 0.00282271228547076
Position 5845: 0.001957722132160471
Position 2621: 0.0018130234000411352
Position 1235: 0.0017439748700989962
Position 3326: 0.0017432062214006389
Position 1929: 0.0017196159050456234
Position 6824: 0.0016536465658385086
Position 5569: 0.0016337816116328977
Position 1545: 0.0016293167071664563
Position 3469: 0.0014980576935594535
Position 6435: 0.0014690349000617787
Position 2332: 0.0014388211989045934
Position 7805: 0.0014109982012391576
Position 4352: 0.0013548913670394106
Position 1350: 0.0013294367477338289
Position 439: 0.0013173689789096783
Position 3450: 0.0012360431026510106
Position 4541: 0.0010943902091681893
Position 2834: 0.0010832591623353306
Position 6602: 0.0009821994793241318
Position 2881: 0.0009210455906678802
Position 101: 0.0008982960074089485
Position 5683: 0.0008921175368704428
Position 7752: 0.0008747177603666259
Position 2684: 0.0008421185004220161
Position 2586: 0.0008083884175480058
Position 4442: 0.0006897521341940407
Position 1682: 0.0006861436215389788
Position 7427: 0.0006473295784393265
Position 442: 0.0005881467491749537
Position 3145: 0.0005676164546762087
Position 3942: 0.0005444715934544603
Position 7049: 0.0005374087093533916
Position 4205: 0.0005360725901029512
Position 397: 0.0005345442950106804
Position 835: 0.0004813863638821121
Position 3373: 0.0004382813065189795
Position 2660: 0.0004290975045895396
Position 3383: 0.0004186436028849967
Position 7810: 0.000403525349155051
Position 7224: 0.0003797362915234036
Position 1043: 0.0003488243207792862
Position 2776: 0.0003196360695758519
Position 2239: 0.0002962343585160527
Position 1381: 0.0002873545686676325
Position 1438: 0.0002642232394345954
Position 2618: 0.0002607193332095103
Position 3415: 0.00024164151183311096
Position 3265: 0.00023747956661672353
Position 2005: 0.0002166834222875061
Position 5481: 0.00019453248437611122
Position 2541: 0.0001788240676711742
Position 2854: 0.00017779578312408857
Position 1391: 0.00016771668169460774
Position 2461: 0.00016013485823398871
Position 4921: 0.00014412565747709162
Position 1456: 0.00013738087335583233
Position 2493: 0.00013535995342903176
Position 4296: 0.00013055935233775845
Position 1502: 0.00012854142928134425
Position 403: 0.00012719054235769479
Position 2105: 0.00011621199874773208
Position 6052: 9.792193496857785e-05
Position 1199: 9.469178511407554e-05
Position 4033: 9.163151932376634e-05
Position 585: 8.787855506954847e-05
Position 111: 8.65453796891313e-05
Position 3993: 7.370900148738573e-05
Position 3919: 6.511583151110285e-05
Position 406: 6.338710423248834e-05
Position 1848: 6.317405442051583e-05
Position 2556: 6.181677410917693e-05
Position 6018: 5.735721123170723e-05
Position 1638: 5.540506857964318e-05
Position 3157: 5.399082320368859e-05
Position 2021: 5.228308200157946e-05
Position 2887: 4.4606746827798035e-05
Position 2242: 4.455683381449785e-05
Position 272: 3.538962575272512e-05
Position 1369: 3.3722298432044464e-05
Position 2279: 3.2996528986081345e-05
Position 120: 3.0586883736988504e-05
Position 1918: 2.9113938905397647e-05
Position 1734: 2.900925992615029e-05
Position 2031: 2.895014191525289e-05
Position 385: 2.863953669303672e-05
Position 505: 2.7517088279466854e-05
Position 490: 2.3895678508003194e-05
Position 807: 2.339044427641852e-05
Position 1203: 2.1754861137021024e-05
Position 2381: 1.9095381980115282e-05
Position 2473: 1.7692708386772302e-05
Position 5939: 1.5416408170966657e-05
Position 728: 1.523279699361214e-05
Position 786: 1.257168567793877e-05
Position 1378: 7.85390200911167e-06
Position 2424: 5.888405491179835e-06
Position 1725: 5.202286605694703e-06
Position 601: 4.730684719588346e-06
Position 2317: 4.066516535094922e-06
Position 1407: 3.553368828038029e-06
Position 2338: 3.54823850298095e-06
Position 2716: 3.435211917446752e-06
Position 1560: 3.1328947892153824e-06
Position 1047: 2.8804849090332515e-06
Position 907: 2.759774359301648e-06
Position 604: 1.8176631017298517e-06
Position 1719: 1.5849510696158126e-06
Position 2451: 1.3326196551060051e-06
Position 1053: 1.2536237244759925e-06
Position 1644: 9.834961541664102e-07
Position 577: 7.873588802706241e-07
Position 412: 6.850410335178663e-07
Position 1552: 6.310046618986769e-07
Position 1647: 5.325230772199689e-07
Position 1554: 4.438334793975921e-07
Position 187: 4.3204021739359264e-07
Position 3540: 4.1722766548184156e-07
Position 1795: 3.9990627829530346e-07
Position 3505: 2.416132498807487e-07
Position 616: 1.8227011999637808e-07
Position 370: 1.7942892355192156e-07
Position 142: 1.3362550605660368e-07
Position 973: 8.828212151398772e-08
Position 1650: 7.937254363875213e-08
Position 1693: 7.764732736045456e-08
Position 652: 7.691523235777883e-08
Position 136: 4.685774083464465e-08
Position 139: 2.115546927074165e-08
Position 145: 1.1650568962544378e-08
Position 656: 4.715917436649872e-09
Position 659: 1.649964512307413e-09
Position 960: 1.191739995843307e-09
Position 674: 5.981082156142975e-11
