Gene = tctn
index = 1909
Annotated 5SS: [189 612]
Annotated 3SS: [259 670]
SMsplice 5SS: [189 612]
SMsplice 3SS: [259 670]
top_k =  1000
Partition function (log Z): -4.830340676315892

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9945925206614278
Position 189: 0.6972049542287879
Position 1016: 0.04597729650260518
Position 959: 0.02204144642174196
Position 411: 0.01825523656340052
Position 1300: 0.012651442626921345
Position 1070: 0.011138733280791645
Position 2148: 0.0056992893339410065
Position 424: 0.0027445252268960907
Position 1293: 0.002440485290406614
Position 1447: 0.0014916410102157364
Position 1976: 0.0012756023711801405
Position 1906: 0.0012165430734024226
Position 2354: 0.0011884741003787838
Position 1688: 0.0010732775163769881
Position 1084: 0.0010092777267874055
Position 761: 0.0006861921215028104
Position 409: 0.0004477366014204131
Position 1709: 0.00043147087930621317
Position 702: 0.00042337597012974973
Position 1088: 0.00037951517858681225
Position 1546: 0.0003147333028398275
Position 256: 0.00028909067681853913
Position 1781: 0.00024333170017077596
Position 1369: 0.0002173444913434142
Position 616: 0.00018376639683343078
Position 926: 0.00015663064466445343
Position 172: 0.0001287776857365696
Position 604: 7.406096232939353e-05
Position 296: 7.334845739098672e-05
Position 776: 6.923798749845114e-05
Position 602: 6.288174976431171e-05
Position 734: 6.276453985439406e-05
Position 677: 6.136181452559608e-05
Position 418: 4.993485282762627e-05
Position 1703: 4.754798211123512e-05
Position 652: 4.4874026228161594e-05
Position 110: 4.279411379399863e-05
Position 1255: 3.0268283161421393e-05
Position 514: 2.9552731772651238e-05
Position 163: 2.8541425210210697e-05
Position 906: 2.2751241031349877e-05
Position 403: 2.1091509772837077e-05
Position 193: 1.8978135543884138e-05
Position 177: 1.82250065525811e-05
Position 312: 1.8045498365412392e-05
Position 82: 1.657489724856161e-05
Position 1465: 1.4020708670794654e-05
Position 2684: 1.3442441821691276e-05
Position 1173: 1.0894018654118168e-05
Position 289: 9.894542020290096e-06
Position 1304: 8.39689949684418e-06
Position 755: 7.2618527037623355e-06
Position 46: 6.2219998120372e-06
Position 750: 5.933226624910808e-06
Position 545: 5.437081840584301e-06
Position 640: 4.689889723588242e-06
Position 435: 2.602848784578312e-06
Position 466: 2.4767121465320177e-06
Position 89: 1.1850519843436823e-06
Position 219: 1.0640500245239942e-06
Position 379: 9.438441217982894e-07
Position 277: 7.54349531097857e-07
Position 998: 5.721975051128633e-07
Position 996: 5.343304328812424e-07
Position 708: 4.925297794362167e-07
Position 29: 2.752047463766084e-07
Position 1122: 2.642839171515917e-07
Position 796: 2.433962482043344e-07
Position 307: 1.4549889042613912e-07
Position 1039: 1.255726589196188e-07
Position 670: 8.11398011460211e-08
Position 788: 7.946302825236633e-08
Position 460: 5.470932715507483e-08
Position 874: 5.302044684763126e-08
Position 445: 4.5980525846342964e-08
Position 140: 4.563342432012207e-08
Position 1022: 3.2780990856108896e-08
Position 1193: 2.6959065380322304e-08
Position 1504: 2.5841059974964054e-08
Position 471: 2.210832620474023e-08
Position 1216: 2.163909735501182e-08
Position 1195: 2.158992676052739e-08
Position 791: 1.0967942443380358e-08
Position 691: 8.814742622107678e-09
Position 551: 5.9721550724118485e-09
Position 537: 2.0967808157565757e-12
Position 531: 1.0796539597820008e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 670: 0.7828387320440335
Position 259: 0.6383864391117237
Position 1132: 0.05986291259901517
Position 734: 0.05416878326783869
Position 2088: 0.0531036502343898
Position 1989: 0.04664397856986295
Position 481: 0.038237778962985886
Position 435: 0.0354946512182447
Position 1228: 0.03513169418004431
Position 1369: 0.017911583280411456
Position 701: 0.007744822912248907
Position 2451: 0.006792577216395096
Position 1708: 0.005334377214564527
Position 2322: 0.00429778347083919
Position 1136: 0.004181556465451391
Position 2200: 0.0036456444383032903
Position 1564: 0.0031250103023260753
Position 282: 0.003059428675766966
Position 2239: 0.002888189842638157
Position 2060: 0.002458667618824299
Position 1502: 0.002095806058254741
Position 1314: 0.001989962710820951
Position 1374: 0.0015276415120034524
Position 1420: 0.0013501248250591216
Position 1070: 0.0011930865106359588
Position 677: 0.001061091116426509
Position 1537: 0.000917063571781014
Position 1006: 0.0006708075462331903
Position 1847: 0.0006163718500817855
Position 1832: 0.0006159790940415569
Position 327: 0.0006122189028448376
Position 2092: 0.000537020183254043
Position 1433: 0.0005264987720457652
Position 2002: 0.0004480873690718843
Position 1282: 0.0003952308995415271
Position 1584: 0.0003921741300196997
Position 384: 0.0003223471372737937
Position 2281: 0.0003053971534866685
Position 537: 0.0003044051803327873
Position 896: 0.00023835093545597903
Position 1193: 0.00023680861433857128
Position 348: 0.00022907774074079133
Position 918: 0.00021843819324770107
Position 1676: 0.00020766762132234538
Position 294: 0.00020487378995323252
Position 2524: 0.00019047125352929844
Position 2740: 0.00017288458445721512
Position 2062: 0.00017128792160742964
Position 1403: 0.00015785761172538957
Position 1603: 0.0001418983321967539
Position 332: 0.00013661143559859484
Position 1837: 0.0001333027429033725
Position 2230: 0.00012590934478413877
Position 1719: 0.00011109701425281962
Position 1140: 8.307598294899627e-05
Position 1009: 8.121990954982083e-05
Position 1781: 6.547035348096188e-05
Position 403: 6.459388607163341e-05
Position 1524: 5.691939204136568e-05
Position 1679: 5.557176287050651e-05
Position 691: 5.448145659627488e-05
Position 939: 5.3561135719935146e-05
Position 890: 4.709135232587481e-05
Position 1255: 3.945413547978244e-05
Position 1572: 3.801735939388627e-05
Position 513: 3.2838742812555755e-05
Position 2153: 2.659238240441061e-05
Position 1906: 2.421474204703826e-05
Position 2040: 2.402556020230283e-05
Position 300: 1.9055231737018385e-05
Position 764: 1.766627646064509e-05
Position 2769: 1.610316979589836e-05
Position 930: 1.50769336020252e-05
Position 1546: 1.3582898807562079e-05
Position 565: 1.2692239784825735e-05
Position 1543: 1.1220379259966164e-05
Position 288: 1.1055100625477262e-05
Position 498: 1.1032996501612002e-05
Position 1465: 9.152053468607703e-06
Position 329: 7.868562984443296e-06
Position 915: 7.611100720321992e-06
Position 1015: 6.710097883814665e-06
Position 788: 5.894727762466367e-06
Position 210: 4.453227718911857e-06
Position 559: 4.248590489648791e-06
Position 127: 3.3649538083142557e-06
Position 207: 1.8330037499325606e-06
Position 137: 4.406964776836416e-07
Position 761: 3.1283111550821055e-07
Position 409: 2.801488690351728e-07
Position 89: 2.735144478864721e-07
Position 755: 1.9192442077799942e-07
Position 87: 1.7196045721863922e-07
Position 172: 1.5043795465864293e-07
Position 184: 6.540160693622142e-08
Position 177: 5.0784367029921665e-08
Position 302: 4.729605869384896e-08
Position 652: 2.402767579845678e-08
Position 578: 1.7628149693322228e-08
Position 772: 1.7483919439094273e-08
Position 109: 1.481043231715076e-08
Position 82: 1.3219425720151565e-08
Position 368: 1.0613123581022973e-08
Position 154: 5.256354967007865e-09
Position 568: 2.113201528072581e-09
Position 582: 1.7034942953420207e-09
Position 193: 5.53121569932352e-10
Position 958: 3.469965461896375e-10
Position 609: 1.6211839663198027e-10
Position 776: 5.376768638926015e-11
Position 621: 2.5986096105908604e-12
Position 186: 2.810892429671405e-13
