Gene = RabX6
index = 1404
Annotated 5SS: [283]
Annotated 3SS: [431]
SMsplice 5SS: [283]
SMsplice 3SS: [431]
top_k =  1000
Partition function (log Z): -7.415287856833528

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.9506955677765212
Position 1186: 0.0944306473454197
Position 48: 0.03457658140680949
Position 262: 0.01100436772315938
Position 1321: 0.009352427407501241
Position 260: 0.0073632543994784465
Position 648: 0.007162295829771338
Position 1172: 0.003392187803211316
Position 707: 0.0029499462296714717
Position 309: 0.002284269613617194
Position 1140: 0.0020459788157834217
Position 516: 0.0018697268671258149
Position 1248: 0.0016140842568968228
Position 368: 0.0015856870202707925
Position 1230: 0.0014680925181856789
Position 133: 0.0012891719411341675
Position 343: 0.001257983684582638
Position 911: 0.0011828378440848055
Position 1083: 0.0010274006703999044
Position 1200: 0.0007217879190808157
Position 736: 0.0005868001968312887
Position 157: 0.000408883088901283
Position 23: 0.0004041302003163883
Position 494: 0.00034911694891116623
Position 896: 0.0003335720618615166
Position 40: 0.00018822824408461008
Position 663: 0.00018148937402193455
Position 831: 0.00013383386994959967
Position 174: 9.573827491587076e-05
Position 228: 7.199124852568635e-05
Position 576: 6.288084979681582e-05
Position 1022: 6.023899439049632e-05
Position 700: 4.754804719178499e-05
Position 683: 3.7827359881946836e-05
Position 141: 3.461353269910579e-05
Position 738: 3.0004748427037846e-05
Position 754: 1.8413800426684763e-05
Position 38: 1.69632254488248e-05
Position 542: 1.5635104283757413e-05
Position 485: 1.0073782331613005e-05
Position 1165: 7.2522568093969505e-06
Position 749: 6.676547525527564e-06
Position 26: 4.314192951160258e-06
Position 396: 3.988988179403632e-06
Position 474: 3.148217275061718e-06
Position 12: 3.1408450049491464e-06
Position 972: 2.6195139988982744e-06
Position 1134: 4.7433422487567516e-07
Position 774: 4.130941485304551e-07
Position 409: 2.0447601517120043e-07
Position 1092: 1.2710429778137438e-07
Position 1004: 1.0554172979417198e-07
Position 1028: 9.136098729554194e-08
Position 463: 7.6516720214121e-08
Position 1075: 7.225760007885616e-08
Position 1056: 6.437817056102362e-08
Position 721: 5.5621671240337245e-08
Position 610: 3.1507064787436794e-08
Position 29: 6.813196350815369e-09
Position 15: 4.1536976547774006e-09
Position 554: 2.8564568726852522e-09
Position 451: 1.8684081775343027e-09
Position 393: 1.1762586575477931e-09
Position 418: 9.718187709289432e-11
Position 465: 3.4633443739522313e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 431: 0.9707318318961922
Position 1247: 0.0747990536347054
Position 1378: 0.01601880605824443
Position 132: 0.012067111052422181
Position 766: 0.011152439213750025
Position 1288: 0.010521275571214352
Position 1346: 0.008156211384907137
Position 100: 0.007808869285229266
Position 355: 0.0077318741454872626
Position 992: 0.0043298438403900465
Position 343: 0.002875230791712671
Position 1229: 0.002385084798725174
Position 1017: 0.0020740625796161712
Position 588: 0.001824450409228615
Position 806: 0.0015792050688126216
Position 1206: 0.0009400613661183527
Position 1106: 0.0008836479694701476
Position 1144: 0.0008784981131185455
Position 335: 0.0006745480920386252
Position 1254: 0.0005389012228483075
Position 560: 0.0005226472468454354
Position 91: 0.00037787851311160936
Position 1365: 0.00033002556314373917
Position 1271: 0.0002862539347938248
Position 494: 0.00015982588330937863
Position 620: 0.00011729783880757612
Position 1226: 0.00010477631529562354
Position 368: 9.690935445459475e-05
Position 1351: 9.473341199379162e-05
Position 700: 7.859126178413172e-05
Position 727: 5.8042499947898385e-05
Position 1148: 5.0200303258281e-05
Position 376: 3.898754017197471e-05
Position 637: 3.637138426287842e-05
Position 713: 2.9536161345171293e-05
Position 1302: 1.6218095355668155e-05
Position 939: 7.321849187649341e-06
Position 218: 6.8243036255746915e-06
Position 590: 4.569558911852912e-06
Position 683: 2.017667820261369e-06
Position 362: 1.8105466687769233e-06
Position 1081: 1.3546017881284039e-06
Position 260: 4.276836937723899e-07
Position 893: 2.563115122764896e-07
Position 956: 2.5501121276010345e-07
Position 276: 2.1761202052895751e-07
Position 251: 1.664450638475708e-07
Position 165: 1.4220837227637123e-07
Position 647: 1.0197623741647461e-07
Position 896: 8.540764371814699e-08
Position 1092: 6.008984115602354e-08
Position 847: 5.662148408929802e-08
Position 1176: 5.573974827968695e-08
Position 1075: 4.8544632968531046e-08
Position 273: 3.877176932691065e-08
Position 167: 2.4570810230966877e-08
Position 305: 9.039994786070843e-09
Position 157: 4.961540396505887e-09
Position 282: 1.2483023470196222e-09
Position 461: 7.121016915902484e-10
Position 599: 4.550663514755208e-10
Position 400: 7.488159479974693e-12
Position 320: 2.9011885960282316e-13
