Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  1000
Partition function (log Z): 0.1565702637596862

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9877677275675348
Position 3124: 0.9614300954257133
Position 508: 0.8609915335513367
Position 6256: 0.7673247610075768
Position 1335: 0.5658836744365824
Position 2526: 0.26421079673345366
Position 6919: 0.14129622980825457
Position 5729: 0.1115269363860177
Position 2088: 0.07257174524993706
Position 5558: 0.05908362190627281
Position 512: 0.0503193865433195
Position 1550: 0.04705456439063444
Position 5537: 0.0340687438937783
Position 4988: 0.02638141399079795
Position 3098: 0.025273172192799447
Position 5705: 0.02270525262200641
Position 2307: 0.02243009425559151
Position 4810: 0.02185177085824051
Position 1611: 0.016575589067080405
Position 6065: 0.015098965140185935
Position 6373: 0.013413724074242791
Position 961: 0.013128664110940096
Position 3270: 0.011727377287539474
Position 6389: 0.011717117079927718
Position 2248: 0.011579788965884163
Position 456: 0.011304123038827723
Position 157: 0.011050192938341924
Position 6343: 0.010914797745579704
Position 47: 0.008700080920431254
Position 1509: 0.008287678891464293
Position 6938: 0.007874637895555573
Position 6798: 0.0075713674311880695
Position 3691: 0.007326728353418341
Position 5554: 0.006919136158182283
Position 3657: 0.006901366921748806
Position 837: 0.0067994994526146945
Position 2896: 0.006374251698137283
Position 535: 0.005458728311914813
Position 4771: 0.005079834242063027
Position 6317: 0.005070365962700256
Position 495: 0.004952720948529381
Position 6795: 0.004664898832665422
Position 5838: 0.004434667745641466
Position 5350: 0.004130889107857672
Position 6892: 0.0035273975519403977
Position 1229: 0.0034966678555270786
Position 6690: 0.0034081910046604475
Position 7233: 0.003316874005419469
Position 6605: 0.003090583935229063
Position 5576: 0.00278875985110013
Position 1135: 0.0027767039501168204
Position 1889: 0.0024337542306131833
Position 516: 0.002371211385119198
Position 4820: 0.0023089502202372847
Position 3376: 0.0021256174618245302
Position 1867: 0.002059918427094368
Position 3475: 0.0020574392214950674
Position 740: 0.0019300105223525401
Position 2253: 0.0018364816275642714
Position 4190: 0.0017696462489699063
Position 2237: 0.0016327473695823534
Position 5658: 0.001610372422324051
Position 1882: 0.0015716812626252665
Position 2519: 0.0014358593070802938
Position 3154: 0.0014108763491497548
Position 3603: 0.0012880706260385687
Position 2311: 0.0012862235021042633
