Gene = Sf3b1
index = 1485
Annotated 5SS: [ 94 951]
Annotated 3SS: [ 258 1007]
SMsplice 5SS: [ 94 951]
SMsplice 3SS: [ 258 1007]
top_k =  1000
Partition function (log Z): -4.270256085235238

Sorted 5' Splice Sites (High to Low Probability):
Position 951: 0.9984815419799717
Position 94: 0.7865062053845765
Position 143: 0.0737498905131034
Position 2058: 0.06634065109634016
Position 2496: 0.051890508761734795
Position 199: 0.027130559740766873
Position 2261: 0.02567562892127315
Position 49: 0.016966246563415735
Position 2925: 0.014056353948943019
Position 15: 0.012845769455938743
Position 33: 0.010809612949896826
Position 1201: 0.009495477668156102
Position 4335: 0.009292876881391144
Position 4286: 0.00824581486573202
Position 792: 0.006659914294167571
Position 2265: 0.005542094473465494
Position 4314: 0.0036115229873663135
Position 374: 0.0027478868090288315
Position 416: 0.001875130787489194
Position 580: 0.001826599727778778
Position 2620: 0.0017706165426306518
Position 2675: 0.001592987126412398
Position 1734: 0.0011774407830089512
Position 3832: 0.0010923320130948578
Position 1402: 0.0010750527087932478
Position 2766: 0.0008999824819132477
Position 3402: 0.0008814670965575609
Position 212: 0.0006216619391149611
Position 1157: 0.0005572782697831077
Position 503: 0.000530740842186253
Position 215: 0.0005272982884731626
Position 2794: 0.0004005918354450505
Position 1720: 0.00036398219433422276
Position 24: 0.0003477162471485862
Position 2769: 0.0002707672633572313
Position 116: 0.00022598375165565143
Position 2549: 0.00022501776240617933
Position 4277: 0.00021469636970131931
Position 54: 0.00019959326173902818
Position 608: 0.0001520013434026312
Position 3343: 0.00014547103280534624
Position 3120: 0.0001089821112860258
Position 555: 9.945220406140534e-05
Position 333: 9.903835363167633e-05
Position 2596: 9.714925856145561e-05
Position 2094: 9.580722913371576e-05
Position 955: 9.480676790757581e-05
Position 1621: 8.106154693940749e-05
Position 1934: 7.47125351563886e-05
Position 1598: 6.0840188945386105e-05
Position 2700: 5.9017589630968394e-05
Position 1416: 5.7192760507238026e-05
Position 2757: 5.310557332803824e-05
Position 882: 3.793008364643584e-05
Position 453: 2.4708765484798285e-05
Position 3396: 2.1919999564760042e-05
Position 625: 1.8099945759931098e-05
Position 534: 1.6333649804267327e-05
Position 1122: 1.486589221214482e-05
Position 233: 1.3507443527706112e-05
Position 1312: 1.2200791437289562e-05
Position 2284: 1.1132382910803132e-05
Position 1165: 9.710416985619147e-06
Position 801: 9.399948852285904e-06
Position 2209: 8.879258639124789e-06
Position 3079: 6.874959223363163e-06
Position 2052: 6.392217718678365e-06
Position 967: 6.185949221274856e-06
Position 522: 5.909287612191777e-06
Position 406: 5.6258375731897864e-06
Position 1258: 5.3721301621608995e-06
Position 2354: 4.307433900132383e-06
Position 2695: 3.5045919016962908e-06
Position 2106: 3.1301952714859924e-06
Position 687: 3.042656489414697e-06
Position 2295: 2.73420230595588e-06
Position 483: 1.9126193368075023e-06
Position 2121: 1.8019449255746116e-06
Position 2041: 1.702379965149305e-06
Position 1459: 1.1144350312274e-06
Position 1988: 8.503530520939374e-07
Position 2346: 8.236219318533573e-07
Position 2068: 6.460476394290565e-07
Position 1321: 5.544881972429403e-07
Position 279: 3.5313556504838904e-07
Position 1289: 1.7401058308268133e-07
Position 1473: 1.622769229359218e-07
Position 302: 1.5676555968135492e-07
Position 1375: 8.585345104517571e-08
Position 2124: 3.05555848719309e-08
Position 1653: 1.6022540696806436e-08
Position 809: 2.4001940868620825e-09
Position 812: 1.7588238709241425e-10
Position 1045: 7.197886285110231e-13
Position 2006: 4.465293418243443e-13
Position 1027: 1.0061737910806892e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1007: 0.9941612511645448
Position 258: 0.9154694679933348
Position 2843: 0.05866461604317288
Position 4497: 0.02411912109929071
Position 2130: 0.014656728302745725
Position 4542: 0.01239433943563344
Position 645: 0.010649077913901506
Position 3188: 0.010014702801671414
Position 2448: 0.008730108778292271
Position 4419: 0.008198218398805036
Position 3701: 0.007049938063972563
Position 4176: 0.006985179261765152
Position 2343: 0.006645449774517111
Position 4151: 0.006509588752256576
Position 845: 0.0064678735971949175
Position 2172: 0.005818281400320869
Position 3735: 0.004475332377042212
Position 169: 0.004105661171158898
Position 3470: 0.003998177265117585
Position 2582: 0.0030680900950686867
Position 2114: 0.003021112946518557
Position 2729: 0.0025341251815311472
Position 2169: 0.0025112296538273536
Position 491: 0.002438184190869357
Position 3525: 0.0021607133288762655
Position 93: 0.001744276639662546
Position 4531: 0.0016059260497651945
Position 1836: 0.0015380017090054238
Position 2307: 0.0013836045797088155
Position 2807: 0.001373503641562949
Position 1020: 0.0012569013874598753
Position 3707: 0.0010004809582838605
Position 272: 0.0009673089974941872
Position 2236: 0.000930796742128169
Position 2402: 0.0009296308281010651
Position 1803: 0.0009207316528820468
Position 2765: 0.0008058236581510824
Position 3245: 0.0006820023355336242
Position 2511: 0.0006000555099257515
Position 2619: 0.000539331166483399
Position 3104: 0.00043590051954823253
Position 3099: 0.0004322901508570097
Position 856: 0.00041295643167920467
Position 2891: 0.0004014321455198921
Position 2700: 0.00033907871050365557
Position 266: 0.00031022149502143406
Position 327: 0.00029374421404120346
Position 1402: 0.0002901338871642887
Position 1675: 0.00028090360409347977
Position 3437: 0.00027216894021766017
Position 2535: 0.000258642510112712
Position 1254: 0.0002495650958779038
Position 2875: 0.0002033853869103581
Position 3918: 0.00019528123787383007
Position 3485: 0.00019164003899869487
Position 684: 0.00018952381761598878
Position 233: 0.0001755345598003929
Position 2639: 0.00017298227061836985
Position 1644: 0.00017106734681114215
Position 2201: 0.00016945756928931114
Position 1478: 0.00016910272440356775
Position 2280: 0.00013595803568040363
Position 2151: 0.00012329539476013532
Position 3068: 0.00011764979401385613
Position 2354: 9.954016318234332e-05
Position 2360: 9.126511743701312e-05
Position 2594: 8.220042906641237e-05
Position 1052: 7.849437675974523e-05
Position 760: 6.222228730323181e-05
Position 1197: 6.053549936907889e-05
Position 570: 5.8150009006233155e-05
Position 725: 5.412286139103452e-05
Position 3234: 5.073588157306972e-05
Position 324: 4.602881778108673e-05
