Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  1000
Partition function (log Z): 10.239821998601391

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.995060938576358
Position 7235: 0.9947681372897972
Position 5534: 0.9766796185611228
Position 3863: 0.9697313763667894
Position 352: 0.9303522982903101
Position 3275: 0.8585537627626664
Position 4858: 0.24071568953626524
Position 7446: 0.15409286278790055
Position 3008: 0.13988769765360348
Position 6336: 0.07708473107375399
Position 2492: 0.06204959032425079
Position 3464: 0.061979244016993056
Position 986: 0.0576633875958547
Position 952: 0.05157943669594635
Position 6329: 0.036883327410688733
Position 866: 0.0329404851640722
Position 1668: 0.028994739199990908
Position 4854: 0.027472611374806048
Position 406: 0.020719948265218523
Position 1598: 0.019983082487330207
Position 3446: 0.01832770868703975
Position 1163: 0.018124282494907346
Position 2505: 0.015401430979318911
Position 5538: 0.01535260355190176
Position 5813: 0.013593372585165076
Position 4841: 0.01314600754698763
Position 2147: 0.011010102808193808
Position 454: 0.010189156686088798
Position 402: 0.007337362487541471
Position 7397: 0.007030233135438457
Position 1502: 0.0067590453232932324
Position 538: 0.0050220537309448
Position 6417: 0.005018807096315451
Position 6203: 0.004972841559834618
Position 2126: 0.0049295422061408365
Position 7414: 0.00486606289025814
Position 2474: 0.004769100031868965
Position 1148: 0.004685407249603515
Position 1079: 0.004421691944799292
Position 6615: 0.00427904065850097
Position 1098: 0.004193262214923239
Position 2930: 0.004086339673561943
Position 1180: 0.003880478501706826
Position 4888: 0.003600442444589966
Position 7998: 0.003550545365194126
Position 410: 0.0035135753120313896
Position 1601: 0.0034118751524311926
Position 7239: 0.0033404967441334225
Position 1035: 0.0032542913475784923
Position 7406: 0.0032516178594551876
Position 3680: 0.0029675535603206305
Position 3728: 0.0029590343248244487
Position 2111: 0.0028438779880546137
Position 316: 0.002755992742791965
