Gene = Eip78C
index = 1152
Annotated 5SS: [ 1783  4504  4702 37028 37379]
Annotated 3SS: [ 4270  4559 36386 37102 37436]
SMsplice 5SS: [ 1783  4504  4702 37028 37379]
SMsplice 3SS: [ 4270  4559 36386 37102 37436]
top_k =  1000
Partition function (log Z): -6.682120798911045

Sorted 5' Splice Sites (High to Low Probability):
Position 4702: 0.99999990336129
Position 4504: 0.9978504997096471
Position 37028: 0.994089996928123
Position 37379: 0.9621434653758368
Position 1783: 0.37791697877978225
Position 338: 0.2258790661177578
Position 1119: 0.20289070320523922
Position 38855: 0.11458423406958422
Position 198: 0.08393762462032865
Position 54: 0.051095470486155606
Position 37811: 0.036887192177607823
Position 361: 0.014218091684898668
Position 247: 0.010345790745438312
Position 37569: 0.010291421134527266
Position 455: 0.008207717892506457
Position 439: 0.0058635274060174205
Position 36617: 0.005772331716686579
Position 272: 0.005522187325152483
Position 38009: 0.0025965649215517013
Position 1122: 0.0021817834880423965
Position 870: 0.0020689047992982273
Position 241: 0.0019639535620921723
Position 1510: 0.0014169861705189384
Position 969: 0.00141362322503828
Position 37383: 0.0010571530515708085
Position 37818: 0.000913266526575795
Position 49: 0.0008765781428162496
Position 295: 0.0007822116005791799
Position 103: 0.0007673421249762335
Position 38224: 0.0007243189512608853
Position 2326: 0.0006904249243389315
Position 685: 0.0005861410526450138
Position 1692: 0.00042087301369157277
Position 3453: 0.00039698671253662475
Position 1861: 0.00029044744113139307
Position 1300: 0.00020055844708592542
Position 1504: 0.0001925413975772469
Position 3236: 0.00015958090278797829
Position 786: 0.00013884864863641716
Position 4496: 0.00013100797230938423
Position 4508: 0.0001308947138580866
Position 725: 0.00012574026015175197
Position 4478: 0.00010606648483819231
Position 478: 8.848969827063259e-05
Position 4518: 8.759312112726059e-05
Position 105: 8.664083847118027e-05
Position 2277: 8.482479632027777e-05
Position 1857: 8.340571051626952e-05
Position 569: 8.134650747801614e-05
Position 510: 7.957238446447544e-05
Position 1985: 7.927055253372218e-05
Position 4444: 7.281121992751597e-05
Position 537: 7.131258644568739e-05
Position 20: 5.639254781423071e-05
Position 2215: 5.234147546418209e-05
Position 4113: 5.085653249391643e-05
Position 4526: 5.075108304905229e-05
Position 795: 4.416991545526697e-05
Position 521: 4.076877852390154e-05
Position 1517: 3.431789075062889e-05
Position 1201: 3.1694742762609277e-05
Position 921: 2.720291169622819e-05
Position 5003: 1.738927532575613e-05
Position 4480: 8.951093036036897e-06
Position 4091: 8.686214917615701e-06
Position 4183: 5.5063066302867205e-06
Position 4512: 4.72443700088711e-06
Position 4412: 4.595083246802703e-06
Position 3836: 3.1444448466174533e-06
Position 3854: 1.146862234670659e-06
Position 3593: 3.1791418266392374e-07
Position 1325: 5.358357265288362e-08
Position 4785: 1.0233840743350388e-08
Position 4706: 8.638012634607903e-09
Position 4655: 1.1688224788996662e-10
Position 22673: 1.9876567701037568e-11
Position 22257: 1.7683303629660898e-11
Position 5444: 1.1683194363115118e-11
Position 4972: 8.325178071151967e-12
Position 931: 1.877068153478291e-12
Position 933: 1.7737111676335966e-12
Position 5232: 1.2046736354025142e-12
Position 5245: 3.8907590085847666e-13
Position 4965: 2.1073049803520006e-13
Position 4983: 1.9236890641067972e-13
Position 5049: 1.2356739917957033e-13
Position 5043: 4.413909011133017e-14
Position 4969: 2.261022068647565e-14
Position 4895: 2.140216627457986e-14
Position 17195: 1.8499620455837294e-14
