Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  1000
Partition function (log Z): 37.99458661693565

Sorted 5' Splice Sites (High to Low Probability):
Position 5086: 0.9994804445525055
Position 8995: 0.9984613664819842
Position 6056: 0.9977728421832217
Position 9308: 0.9926935021399933
Position 8120: 0.9923625512628365
Position 4407: 0.9864621602740452
Position 5295: 0.9797433384475907
Position 3166: 0.9511190081073502
Position 8759: 0.9492497521865477
Position 4658: 0.9406291651357319
Position 119: 0.8748880332083732
Position 3929: 0.2745772524009968
Position 4218: 0.27299380642157706
Position 5724: 0.13439108995366006
Position 9726: 0.11652077385071864
Position 3440: 0.11487305344068001
Position 10018: 0.11158286304311854
Position 2308: 0.0804522238076359
Position 96: 0.06716495351346576
Position 2690: 0.060633903386824985
Position 7262: 0.05036497776916749
Position 4652: 0.048857615583380455
Position 2669: 0.031634474196641664
Position 8687: 0.031332786246035804
Position 2738: 0.027514435415038698
Position 9750: 0.023825980103038748
Position 9178: 0.02241250127514934
Position 5690: 0.021606546323775937
Position 6818: 0.021598637555141225
Position 7277: 0.021190630715836663
Position 1212: 0.01966546128444468
Position 8347: 0.019594764248521385
Position 3584: 0.019369783253107634
Position 5818: 0.013766319703594194
Position 5884: 0.013694827526306625
Position 5870: 0.011518405427970106
Position 4411: 0.009980975842797522
Position 3428: 0.009136631824312073
Position 3871: 0.008512743906361293
Position 6522: 0.00845291920336504
Position 10016: 0.008446160015809522
Position 6486: 0.006979760366139074
Position 496: 0.006131038862470327
Position 2253: 0.006089481637523987
Position 5515: 0.00602427745059484
Position 10081: 0.005885826185202901
Position 5286: 0.0057647293629711095
Position 366: 0.005565449687145388
Position 8720: 0.00535006901360462
Position 5719: 0.005050426183017514
Position 2314: 0.005030180542563952
Position 3729: 0.004780891368023004
Position 9772: 0.004714163864075511
Position 7576: 0.004503568180713567
Position 7152: 0.0035047597508562037
Position 7183: 0.0034123887660845926
Position 9355: 0.003349271693156529
Position 5663: 0.003314130315056271
Position 1605: 0.003249910983423487
Position 2088: 0.003062557045037123
Position 773: 0.0030051457093532366
Position 10192: 0.0029719900943381244
Position 326: 0.002927313016529884
Position 8709: 0.002879153616426083
Position 9173: 0.0026907338684832717
Position 1049: 0.002498719864178331
Position 8763: 0.00249286796505625
Position 6478: 0.0021237814779227287
Position 4198: 0.002074609001442571
Position 4194: 0.0016851851610529592
Position 2250: 0.001571487107754513
Position 6539: 0.001520106799756163
Position 8148: 0.0015173300941329296
