Gene = dgt2
index = 1669
Annotated 5SS: [320]
Annotated 3SS: [376]
SMsplice 5SS: [320 620 837]
SMsplice 3SS: [376 696 904]
top_k =  1000
Partition function (log Z): -5.397648437374885

Sorted 5' Splice Sites (High to Low Probability):
Position 620: 0.7471198856526868
Position 320: 0.6749407184112042
Position 837: 0.4641383578825648
Position 430: 0.4319549724720904
Position 862: 0.15088250563917352
Position 313: 0.10972297136258226
Position 855: 0.0742731782937396
Position 302: 0.009273908977115499
Position 799: 0.001832086470592619
Position 328: 0.0013817720928235517
Position 604: 0.0008918193021786699
Position 62: 0.0007526670130329206
Position 166: 0.0005859340973597352
Position 211: 0.0005767243667094911
Position 892: 0.00025417898858790943
Position 590: 0.00021212711985737955
Position 624: 0.0001394692469012562
Position 227: 6.052543914885331e-05
Position 906: 5.581193184445445e-05
Position 335: 4.531238638212858e-05
Position 14: 4.1081909665059115e-05
Position 269: 3.6883238492071604e-05
Position 3: 3.136308896720528e-05
Position 434: 3.083385588366839e-05
Position 351: 2.7674454331690192e-05
Position 781: 2.0840862689912606e-05
Position 909: 1.9177794054371334e-05
Position 8: 1.3247062142928294e-05
Position 377: 1.1613776574369665e-05
Position 444: 9.66119125653056e-06
Position 486: 7.847704097653187e-06
Position 256: 6.431391187157491e-06
Position 184: 4.176732900433066e-06
Position 669: 4.029317697412711e-06
Position 712: 8.940761897573983e-07
Position 972: 6.983978740215851e-07
Position 919: 6.258734878601426e-07
Position 959: 4.7373936110811096e-07
Position 395: 1.0306438878199976e-07
Position 507: 6.097813015337408e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.7839633468583475
Position 696: 0.6475702742392966
Position 494: 0.43082434783290585
Position 904: 0.4015327510661
Position 918: 0.16977474448409655
Position 933: 0.09843658074388566
Position 959: 0.06906170398840251
Position 669: 0.026317734549656576
Position 727: 0.01948134491547169
Position 724: 0.010636437240140224
Position 702: 0.0035239988835340684
Position 779: 0.00284537151585298
Position 968: 0.0015838589326636929
Position 528: 0.0011030131433120097
Position 130: 0.000737905942675197
Position 426: 0.000503535903237303
Position 555: 0.00025301103782542013
Position 269: 0.00015563841368911434
Position 395: 0.00013723596300310427
Position 1005: 0.00012567960123924439
Position 351: 0.00012205926804759224
Position 531: 0.00010201164683400782
Position 348: 9.25454489936225e-05
Position 1008: 9.006219702543802e-05
Position 1034: 8.049001563037634e-05
Position 72: 6.444093093991378e-05
Position 756: 6.42298142670692e-05
Position 642: 4.6563846569616324e-05
Position 981: 2.1438100867011724e-05
Position 558: 1.6965248078874823e-05
Position 870: 1.6376944700150854e-05
Position 392: 1.5843855043364796e-05
Position 504: 1.5382662212309523e-05
Position 386: 1.255238500822616e-05
Position 242: 1.1021853348623899e-05
Position 624: 7.880873509477479e-06
Position 639: 4.814954078176358e-06
Position 1016: 4.058588023394214e-06
Position 786: 1.5730228697694677e-06
Position 156: 1.263436076441275e-06
Position 507: 1.2455383733924904e-06
Position 227: 7.245082288587332e-07
Position 542: 1.3475296790026148e-07
Position 795: 1.0974103843384878e-07
Position 162: 1.061452138848428e-07
Position 294: 6.690347627652249e-08
Position 573: 3.9253378550491155e-08
Position 312: 2.1521769816273027e-08
Position 165: 1.987982833829892e-08
Position 306: 1.8751570595753007e-08
Position 335: 1.1639601888873446e-08
Position 288: 1.1378877738542153e-08
Position 798: 1.120893973920761e-08
Position 576: 9.822303553953417e-09
Position 174: 9.205258940263078e-09
Position 200: 4.153915671101072e-09
Position 184: 3.332223599237341e-09
Position 579: 3.0195109327949976e-09
Position 323: 1.5234130967515986e-09
Position 244: 1.2271438468928879e-09
Position 587: 8.377489039616506e-10
Position 309: 7.342526581039833e-10
Position 180: 2.2394754015772428e-10
Position 298: 5.504084219233247e-12
Position 195: 1.7472459850636087e-15
