Gene = Obp22a
index = 1342
Annotated 5SS: [68]
Annotated 3SS: [120]
SMsplice 5SS: [68]
SMsplice 3SS: [120]
top_k =  1000
Partition function (log Z): -4.928323678543974

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9980041288185355
Position 391: 0.08405932418179447
Position 280: 0.010204830305534153
Position 295: 0.0026653743003718566
Position 292: 0.0015869157885214777
Position 139: 0.0010347721651385896
Position 339: 0.0007038667056635905
Position 416: 0.0003570377432658459
Position 234: 0.0001723599412540347
Position 373: 0.0001074924879839509
Position 229: 7.135613808695307e-05
Position 495: 6.565232663022791e-05
Position 341: 4.973565825691546e-05
Position 29: 4.882220236914903e-05
Position 206: 4.7176358546543e-05
Position 72: 4.196820324166099e-05
Position 616: 3.830013970743209e-05
Position 50: 1.9361208349408662e-05
Position 530: 4.644169827623386e-06
Position 107: 3.612475208021099e-06
Position 166: 1.979751771087911e-06
Position 147: 1.930224203307217e-06
Position 130: 1.6247732232150613e-06
Position 16: 1.4354050120052656e-06
Position 644: 1.381918740592655e-06
Position 536: 1.130588672877198e-06
Position 553: 1.108133816928965e-06
Position 14: 3.417914299307267e-07
Position 96: 2.662442775902977e-07
Position 149: 1.0051522356538034e-07
Position 696: 9.650158005625629e-08
Position 708: 2.866603067059369e-08
Position 489: 2.1799948210739015e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 120: 0.9889332967109162
Position 528: 0.07311349025962448
Position 461: 0.017391711332489988
Position 474: 0.014750035167827578
Position 173: 0.0012609179685630688
Position 213: 0.0007232473067877461
Position 276: 0.0007096379587464026
Position 147: 0.00039877326607876026
Position 696: 0.00025376635861797754
Position 536: 0.00022108634040548473
Position 591: 0.00017899896811297388
Position 159: 0.00017080625096947032
Position 616: 0.00016829853310040604
Position 216: 0.00012968871570004804
Position 481: 0.0001232118282137208
Position 621: 0.00011498015506339603
Position 327: 0.00011207851133893817
Position 130: 8.962306857801414e-05
Position 541: 7.511399505201363e-05
Position 426: 6.401185244983896e-05
Position 634: 5.3088230342775294e-05
Position 378: 4.7531112214151406e-05
Position 300: 4.450895481628166e-05
Position 346: 4.346195426258741e-05
Position 143: 2.5403230428139095e-05
Position 177: 2.277049308532389e-05
Position 280: 1.5238440279871306e-05
Position 403: 1.1516598487105479e-05
Position 156: 9.991620743516184e-06
Position 644: 9.610407167251652e-06
Position 764: 7.955637236690946e-06
Position 127: 6.447364533407731e-06
Position 339: 6.228373042628916e-06
Position 258: 4.2801729257408015e-06
Position 718: 2.1614298779803013e-06
Position 712: 1.9283402135263402e-06
Position 180: 1.5393443210272283e-06
Position 285: 1.2876513075377285e-06
Position 200: 2.4302072291064283e-07
Position 407: 1.4425835220998783e-07
Position 89: 3.3292066661465134e-08
Position 751: 7.622332631763458e-09
Position 292: 3.444052699239054e-09
Position 96: 1.8396704669359691e-10
Position 64: 5.0519624410980176e-11
Position 384: 4.851958092531916e-11
Position 84: 7.100271316845066e-12
Position 391: 3.9510700581256707e-13
Position 72: 3.102800115994472e-13
Position 68: 8.595470047935683e-15
