Gene = Rbsn-5
index = 1411
Annotated 5SS: [ 927 1596]
Annotated 3SS: [ 984 1660]
SMsplice 5SS: [ 927 1596]
SMsplice 3SS: [ 984 1660]
top_k =  1000
Partition function (log Z): -6.2058376888659

Sorted 5' Splice Sites (High to Low Probability):
Position 1596: 0.9812259662662205
Position 927: 0.5407596419096893
Position 798: 0.08569731038962067
Position 931: 0.06485540205426522
Position 38: 0.05958227336316279
Position 593: 0.03394008089970969
Position 141: 0.03074832896496446
Position 33: 0.026805831078312956
Position 570: 0.022379862494029245
Position 904: 0.015363748336219127
Position 188: 0.011061883032733422
Position 486: 0.009432869328729191
Position 1140: 0.008579486495986267
Position 811: 0.007760720941821146
Position 958: 0.004313347495503589
Position 510: 0.0031075771823421564
Position 886: 0.0025076076196268453
Position 867: 0.0022158987429209643
Position 1373: 0.0022019572358743635
Position 1255: 0.0021336067223156887
Position 368: 0.001650916981407477
Position 1193: 0.0015435594837417302
Position 345: 0.0012677956424811173
Position 358: 0.0009123116000081689
Position 173: 0.0008341725905916014
Position 871: 0.0006007712887893671
Position 822: 0.00043161056490475283
Position 111: 0.0004036078499260604
Position 306: 0.00030721631393861287
Position 624: 0.00030468512947916785
Position 801: 0.00029988673165935454
Position 1156: 0.0002808969503661231
Position 1483: 0.00027091625374231606
Position 1600: 0.00022132060151402064
Position 762: 0.00018867240632243783
Position 122: 0.00017807821259450013
Position 585: 0.00016718770155569246
Position 161: 0.00015383204238872175
Position 646: 0.00013871971322118476
Position 1173: 0.00013824191591305096
Position 494: 0.00010239888776412554
Position 71: 6.980676379402198e-05
Position 1567: 6.980223025546885e-05
Position 1061: 6.754771939181096e-05
Position 96: 5.9105099311357075e-05
Position 816: 5.8726223277411195e-05
Position 834: 5.777819917319682e-05
Position 782: 5.123520389515528e-05
Position 136: 4.388323705780941e-05
Position 1843: 3.4273756227136564e-05
Position 262: 3.4008053820113565e-05
Position 1111: 3.280053166009561e-05
Position 714: 2.447949327548345e-05
Position 752: 2.133966772263892e-05
Position 806: 1.77666341178684e-05
Position 1687: 1.6594090223170962e-05
Position 825: 1.644889881435294e-05
Position 333: 1.4961541766960332e-05
Position 1134: 1.4701324830482555e-05
Position 1406: 1.4237412173493725e-05
Position 1554: 1.39490163684653e-05
Position 1711: 9.915298902869604e-06
Position 631: 9.60589901196351e-06
Position 1281: 6.820814600864174e-06
Position 1459: 2.910626548129248e-06
Position 814: 2.431261580859019e-06
Position 1560: 1.4678639637119358e-06
Position 1631: 7.337005566409239e-07
Position 1841: 6.95587992375338e-07
Position 150: 5.02153348958775e-07
Position 1330: 4.213154947482816e-07
Position 1796: 2.271109798829624e-07
Position 499: 9.73329811292594e-08
Position 655: 7.534575249882006e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1660: 0.9818439491281671
Position 984: 0.7640349597604218
Position 509: 0.05697697950448497
Position 99: 0.042947075351432204
Position 655: 0.03849493005779778
Position 1499: 0.00950918551960454
Position 1213: 0.007325339449572123
Position 1015: 0.0036774553736136704
Position 993: 0.0027381577396639587
Position 612: 0.0025384962573121077
Position 1448: 0.002356944233229626
Position 1202: 0.0020749492606022472
Position 282: 0.001471913553012685
Position 1254: 0.0012791849328040099
Position 186: 0.0011233422605499263
Position 1012: 0.0009972471358996712
Position 852: 0.0009535634922004933
Position 127: 0.0006641984793515755
Position 431: 0.000618261802012651
Position 1338: 0.0005969590727183697
Position 1139: 0.0005882839899923068
Position 1031: 0.0005728506518079863
Position 733: 0.0003981324282042682
Position 1539: 0.00036131877584339654
Position 1428: 0.0003026334931780851
Position 1771: 0.0002516612701068521
Position 1691: 0.00020874632554421967
Position 445: 0.00011463893363274205
Position 1741: 0.00011153505932413605
Position 209: 0.0001050152958551438
Position 646: 9.785226922939737e-05
Position 1454: 6.658501144510163e-05
Position 1699: 6.475577431963644e-05
Position 1028: 5.126992942847023e-05
Position 1342: 3.156021826837121e-05
Position 1834: 3.1251535837604806e-05
Position 485: 2.6927079143360317e-05
Position 524: 2.6874311765416723e-05
Position 173: 2.6544774277532313e-05
Position 1224: 2.6457081474473263e-05
Position 1892: 2.489854786828266e-05
Position 394: 2.04010493526287e-05
Position 822: 1.8981170207659023e-05
Position 1170: 1.7542510800916327e-05
Position 616: 1.2162910165765612e-05
Position 1916: 1.0715261699102223e-05
Position 1320: 5.731690656203883e-06
Position 743: 5.195880118559878e-06
Position 358: 4.812147792066957e-06
Position 1780: 4.441903490700967e-06
Position 619: 4.31522079183361e-06
Position 206: 4.279275044025279e-06
Position 997: 3.701062532176499e-06
Position 757: 3.3758389486491713e-06
Position 1271: 3.2494724601676617e-06
Position 904: 2.257947866281909e-06
Position 1756: 1.549503909882746e-06
Position 1904: 8.016994762242942e-07
Position 457: 6.257309938711255e-07
Position 136: 3.936744440337372e-07
Position 679: 3.6097085355636846e-07
Position 1707: 3.457100293641866e-07
Position 690: 3.148070264253604e-07
Position 454: 2.0823638083532808e-07
Position 290: 1.867076485747288e-07
Position 475: 1.3583585449659136e-07
Position 122: 1.312398760854279e-07
Position 631: 1.2196612317478288e-07
Position 554: 1.2160111856117853e-07
Position 297: 9.691859011451869e-08
Position 306: 2.6467948840725605e-08
Position 535: 6.958635055608668e-09
Position 570: 2.039791446822729e-09
Position 320: 1.9897319703385036e-09
Position 752: 3.8337159159044983e-10
Position 145: 9.502204717955209e-11
Position 409: 1.1941369546090833e-11
Position 404: 2.329848737820545e-12
Position 322: 1.2256033388635102e-14
Position 313: 9.943175211079511e-15
Position 311: 6.540735649389723e-15
Position 406: 1.0543988522628128e-21
