Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  1000
Partition function (log Z): -13.176875043460004

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.9663872835616332
Position 10597: 0.205850324842891
Position 10116: 0.07005976406731654
Position 8628: 0.05695002981385256
Position 4550: 0.052205907369671116
Position 1861: 0.029316414380955412
Position 11100: 0.027686689428052497
Position 339: 0.021064411520818643
Position 8481: 0.018623237845100466
Position 10285: 0.017401829745575755
Position 3814: 0.0163935329423992
Position 8249: 0.014927189337728885
Position 29: 0.012583566805002647
Position 1173: 0.009834281591221595
Position 10447: 0.009552802327790473
Position 26: 0.009190907448216868
Position 403: 0.007528223508068202
Position 7767: 0.00708656738686831
Position 7729: 0.005559799788887457
Position 9193: 0.0048616405517263196
Position 1582: 0.0036170946980562937
Position 581: 0.0034862899050855205
Position 1345: 0.003416315232800231
Position 9197: 0.0032348111368420635
Position 9881: 0.0030034700932148432
Position 7664: 0.0014272940871342692
Position 7682: 0.001332848068667148
Position 7778: 0.0013304758364504796
Position 15: 0.0011005689325789777
Position 8938: 0.0010980195748653131
Position 6521: 0.0007549349304188997
Position 17: 0.0006665334748743689
Position 33: 0.0005673618444018101
Position 3811: 0.0004821441861614993
Position 417: 0.00042479848398709356
Position 412: 0.0002790486747368765
Position 81: 0.0002530446198928269
Position 7536: 0.00023093429064713613
Position 4377: 0.00019323770777104085
Position 2694: 0.0001863734048908063
Position 483: 0.0001724338168131227
Position 3677: 0.00015316009140690497
Position 1287: 0.00014229219472604461
Position 4283: 0.0001410213143086205
Position 157: 0.00013480099604575192
Position 3284: 0.00013031996365628186
Position 1818: 0.00012586218679421225
Position 1108: 9.248583013823085e-05
Position 2212: 9.04167850682309e-05
Position 595: 7.679429199382725e-05
Position 367: 5.4529136184603314e-05
Position 1382: 4.984891547107849e-05
Position 3834: 4.55565136011236e-05
Position 1339: 4.100249566805464e-05
Position 1177: 4.044555166126068e-05
Position 1373: 3.806084853852773e-05
Position 869: 3.2876280725620845e-05
Position 373: 3.126945635408976e-05
Position 3849: 2.1452870120482014e-05
Position 3400: 2.1259714028891952e-05
Position 3667: 1.8897896627341993e-05
Position 6126: 1.5539264323377234e-05
Position 1356: 1.4342731920356931e-05
Position 1099: 1.3588410775889275e-05
Position 1419: 1.3013297004900331e-05
Position 552: 1.2916184269273649e-05
Position 1323: 9.931764736965512e-06
Position 6500: 7.997619865729177e-06
Position 471: 7.189223786844857e-06
Position 370: 5.40822910665707e-06
Position 832: 5.29084332883325e-06
Position 221: 5.266329406543549e-06
Position 449: 4.752831242617973e-06
Position 615: 4.515078010254744e-06
Position 1004: 4.483442652550172e-06
Position 561: 4.4597774879928965e-06
Position 949: 3.748091431144279e-06
Position 964: 3.2599593010468293e-06
Position 1480: 3.248808176433526e-06
Position 103: 1.7835232700996048e-06
Position 468: 6.634111673234463e-07
Position 2018: 5.509628364308424e-07
Position 508: 5.162264343662314e-07
Position 2482: 5.024823196517985e-07
Position 2090: 3.1673196599965016e-07
Position 123: 3.055992381621654e-07
Position 570: 2.2283212573466418e-07
Position 415: 2.13098807269561e-07
Position 235: 1.0073799574786872e-07
Position 1150: 5.7680085753083615e-08
Position 637: 4.333323001207794e-08
Position 397: 3.922008071185942e-08
Position 2106: 2.6251390399867522e-08
Position 977: 2.4607397023013482e-08
Position 922: 2.3652543210601428e-08
Position 891: 1.985946083907859e-08
Position 824: 8.432128052415375e-09
Position 599: 5.013546298879888e-09
Position 902: 1.7269374837389837e-09
Position 686: 1.7257827190790005e-09
Position 597: 1.3242286620379014e-09
Position 932: 5.915474188957244e-10
Position 1765: 4.3550730848760586e-10
Position 2273: 2.037688477989937e-10
Position 1422: 4.5390888422008205e-12
Position 725: 1.1239178934375078e-12
Position 1195: 9.411229587431497e-13
Position 968: 1.8214052787023465e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.6051084627001566
Position 10115: 0.24543569494851158
Position 10349: 0.16379771874132812
Position 7916: 0.09793209968597084
Position 9421: 0.05380873720482054
Position 10066: 0.03984970069002202
Position 11155: 0.03319620099247774
Position 10588: 0.032995222029524963
