Gene = Marf1
index = 1269
Annotated 5SS: [ 3284 46215 55540 56570 58419 58743 59422]
Annotated 3SS: [46056 54674 56437 56621 58480 58810 59490]
SMsplice 5SS: [   92   247 56570 58419 58743 59422]
SMsplice 3SS: [  145 56406 56621 58480 58810 59490]
top_k =  1000
Partition function (log Z): -52.46833259038226

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9900092161364311
Position 92: 0.5819162680937556
Position 1444: 0.25709733678920377
Position 17092: 0.11205491406236272
Position 3284: 0.09671952392789342
Position 1100: 0.05759243636422189
Position 5340: 0.039883484353929716
Position 14495: 0.030299353126921287
Position 16618: 0.029776522470133744
Position 6942: 0.028226249191869335
Position 7212: 0.026972326772986017
Position 20318: 0.02538133475907048
Position 24690: 0.02280578768302099
Position 698: 0.018297948835350946
Position 6975: 0.013611856692695734
Position 1232: 0.008296213380451459
Position 1572: 0.007961835621291206
Position 6733: 0.00792451521878599
Position 14008: 0.005172528116699913
Position 1244: 0.004747590742022932
Position 966: 0.004685713704180963
Position 1159: 0.00411845089438035
Position 320: 0.002461205644631592
Position 1177: 0.0023546369444994693
Position 2918: 0.0021337050295340975
Position 1238: 0.0017170611135999302
Position 671: 0.0016483746795575547
Position 5104: 0.0014628457516618234
Position 254: 0.001419478344172093
Position 693: 0.0011526645941700507
Position 818: 0.0011268014929768655
Position 2025: 0.0011181818209258826
Position 4992: 0.000895255031742243
Position 811: 0.0008389339778701881
Position 398: 0.000824877779093515
Position 1041: 0.0005793036898713812
Position 66: 0.0005596953211219796
Position 348: 0.0005008352771358131
Position 782: 0.0004799611842956384
Position 1010: 0.00030281450053855124
Position 2180: 0.00022206675697633633
Position 1089: 0.000187161861079651
Position 2176: 9.669025251104973e-05
Position 1388: 8.593381138145513e-05
Position 5947: 8.465691457486363e-05
Position 5056: 8.335772274522982e-05
Position 46: 7.232436473369962e-05
Position 646: 7.200933923471796e-05
Position 4642: 5.962957509080235e-05
Position 1046: 5.847921419603295e-05
Position 2441: 5.6378485471524785e-05
Position 779: 5.1055754314879986e-05
Position 251: 3.824714500653938e-05
Position 17: 3.57644795983981e-05
Position 1134: 3.473399897051035e-05
Position 871: 3.2246394814836195e-05
Position 1332: 2.6797284763814557e-05
Position 1201: 2.521536026657153e-05
Position 1218: 2.1204198256983017e-05
Position 335: 1.2237137270820878e-05
Position 12: 8.475089123877267e-06
Position 271: 8.27199889420626e-06
Position 395: 7.628074637576944e-06
Position 372: 5.4537207020566274e-06
Position 211: 5.299322621677037e-06
Position 465: 5.219815912928672e-06
Position 173: 3.7996909082022095e-06
Position 638: 3.0182700365867623e-06
Position 195: 1.83132743197394e-06
Position 4: 1.556974438341061e-06
Position 37: 1.4804808113944599e-06
Position 374: 1.4574102488225593e-06
Position 558: 8.6146764047983e-07
Position 554: 8.205405190041156e-07
Position 707: 7.97463305055324e-07
Position 164: 4.967149783796926e-07
Position 602: 4.108597683827269e-07
Position 325: 3.222852957783822e-07
Position 821: 2.781590446421628e-07
Position 357: 2.7384515453312977e-07
Position 406: 1.9560866337841246e-07
Position 273: 1.5824009042631724e-07
Position 147: 7.632974241307588e-08
Position 214: 3.4322735543624284e-08
Position 137: 3.2936036601995503e-08
Position 149: 2.4049211288805198e-08
Position 155: 2.0237691845434827e-08
Position 127: 5.4215704492223155e-09
Position 496: 4.402731594366719e-09
Position 9464: 1.3744500057562704e-09
Position 9846: 2.2272977498203226e-10
Position 3252: 4.589458451322588e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 24105: 0.9181354359407231
Position 145: 0.5760982385338924
Position 1326: 0.1620917404815789
Position 3109: 0.08985508825512133
Position 16712: 0.07352052620228422
Position 541: 0.06864038199550279
Position 6843: 0.06508606048774825
Position 26253: 0.0625574601202354
Position 595: 0.047244568649995745
Position 16257: 0.03347565191618036
Position 16684: 0.027722445096915422
Position 20094: 0.026202847122055693
Position 870: 0.023400553096076488
Position 24779: 0.02280578768302099
Position 496: 0.020095637958895234
Position 5174: 0.018677794691428676
Position 13793: 0.018453428624030415
Position 14103: 0.01695118645258273
Position 23239: 0.009523963627464214
Position 294: 0.00949762325530643
Position 5103: 0.009344615979592024
Position 22889: 0.008816842776223393
Position 6557: 0.008656724779769346
Position 1272: 0.007888071467892261
Position 4758: 0.006665839272223271
Position 1099: 0.006665256308641727
Position 1125: 0.006658181997886676
Position 17006: 0.005713341014395677
Position 688: 0.004584825695281737
Position 554: 0.004278474140944928
Position 3132: 0.003948836785264021
Position 5155: 0.003864638936755076
Position 817: 0.003393691325831976
Position 155: 0.0030500420970005627
Position 173: 0.0027531515338048724
Position 1037: 0.0025129211262689194
Position 1383: 0.0017952659101363453
Position 6890: 0.0015331091908619518
Position 16232: 0.0014502812228829806
Position 4718: 0.0012807302903573205
Position 6603: 0.001158077383910543
Position 372: 0.0010384562085156506
Position 3169: 0.0009401569599719951
Position 2854: 0.0009159640326030923
