Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  1000
Partition function (log Z): -1.5405864734692203

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.9603096389609964
Position 247: 0.7599371520703997
Position 2251: 0.17291120316725767
Position 182: 0.150790481676111
Position 2146: 0.1198854902141199
Position 476: 0.11696000969938278
Position 3497: 0.09532957707679643
Position 3485: 0.07308250213782494
Position 1246: 0.05964855792418899
Position 481: 0.03726611518606218
Position 874: 0.0346367368166791
Position 2285: 0.025994290109383218
Position 2244: 0.024467874499936586
Position 940: 0.020922209207791552
Position 238: 0.01702127051615369
Position 427: 0.016165641537980172
Position 3635: 0.013768826066774993
Position 1544: 0.012600118636762437
Position 1686: 0.009516151806799428
Position 1312: 0.0075526130407586834
Position 3874: 0.004990263135398681
Position 1666: 0.0041901155381486276
Position 2419: 0.00385235561228919
Position 438: 0.003605466251727291
Position 3090: 0.003111501059190941
Position 3449: 0.0030372370482173974
Position 2167: 0.0030030024222011753
Position 2161: 0.002466619649885318
Position 338: 0.002285916220976435
Position 802: 0.0019297240884666935
Position 3867: 0.0019218745663484738
Position 3121: 0.0018593366909205945
Position 4210: 0.0017964257174165465
Position 813: 0.0017538071920494619
Position 3629: 0.001630756815566108
Position 3110: 0.0016247677784568774
Position 2909: 0.0013439708747905077
Position 1211: 0.00129639096421538
Position 4271: 0.0012952302869583127
Position 1554: 0.001183534443610908
Position 4247: 0.0010307820878407824
Position 1071: 0.000961526465326467
Position 632: 0.0008999393425414057
Position 478: 0.0008111253845494199
Position 1657: 0.000726121210481013
Position 553: 0.0006719861336376085
Position 4008: 0.0004907501386925485
Position 1269: 0.0004895775907542988
Position 3103: 0.00046091585526280925
Position 2884: 0.00032553578414753733
Position 9: 0.0002903908487100828
Position 2175: 0.0002874651791141187
Position 3489: 0.0002382334650805393
Position 1959: 0.00023729726153219475
Position 3346: 0.00023386782650163676
Position 269: 0.00021204058049481477
Position 987: 0.0001811330928908006
Position 2463: 0.00017338686320245356
Position 332: 0.00016973474392941617
Position 3512: 0.00015381202913249505
Position 1217: 0.0001522834392533494
Position 186: 0.00014916671095008494
Position 1576: 0.00014685603868921546
Position 3093: 0.00013654762774150056
Position 59: 0.00013284015484970097
Position 2634: 0.00013029889547513894
Position 2045: 0.0001284613588780846
Position 957: 0.00012186991951631164
Position 884: 0.00010385982093955868
Position 2746: 0.00010362826853046809
Position 1992: 0.00010147216556556827
Position 2604: 9.753689951960406e-05
Position 287: 8.372106709195318e-05
Position 2669: 7.088689066163716e-05
Position 2888: 6.362201960394178e-05
Position 4372: 5.327312618748877e-05
Position 3267: 5.1901604981626295e-05
Position 3713: 5.141566886732973e-05
Position 3786: 4.912932490080012e-05
Position 2505: 3.629349696356344e-05
Position 3307: 2.9060046797724495e-05
Position 174: 2.6458650390365652e-05
Position 2811: 2.2153047191324737e-05
Position 2706: 2.118564472658359e-05
Position 3460: 1.8227106994109848e-05
Position 867: 1.4199970998457323e-05
Position 797: 9.819069655046573e-06
Position 714: 8.414201308601542e-06
Position 4301: 7.337546145735816e-06
Position 4059: 7.278782193878924e-06
Position 661: 6.725274121259894e-06
Position 30: 6.40871512798828e-06
Position 556: 4.591955058852301e-06
Position 68: 3.7285482639993166e-06
Position 259: 3.7269666578611197e-06
Position 3235: 3.244088992888869e-06
Position 342: 2.304145704334042e-06
Position 584: 1.9771091374362886e-06
Position 411: 1.9056078538968489e-06
Position 191: 1.6972589043169723e-06
Position 869: 1.4143872889502581e-06
