Gene = Rpp30
index = 1457
Annotated 5SS: [147 395 518 847]
Annotated 3SS: [206 448 571 908]
SMsplice 5SS: [147 395 518 847]
SMsplice 3SS: [206 448 726 908]
top_k =  1000
Partition function (log Z): 2.842340086193382

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9811576882148696
Position 395: 0.9807404182737368
Position 847: 0.9105444728500285
Position 518: 0.7870801515112675
Position 638: 0.020311068478696813
Position 659: 0.006636285620369857
Position 151: 0.006493240773900873
Position 665: 0.00453550676025322
Position 798: 0.0006503351951990025
Position 1094: 0.0004371878169500705
Position 270: 0.00041198934447884955
Position 836: 0.00027757416311099584
Position 140: 0.00025568596187970123
Position 669: 0.00019155871182598638
Position 25: 0.00018790742198608628
Position 532: 0.00017492476735193863
Position 1132: 9.861014215282409e-05
Position 1171: 6.27218997778622e-05
Position 425: 4.71245870818199e-05
Position 782: 3.963451099588631e-05
Position 883: 3.92217165721734e-05
Position 374: 3.864394540599343e-05
Position 1176: 3.573446232256107e-05
Position 679: 3.060408177576331e-05
Position 368: 2.7212015425176462e-05
Position 15: 2.719671341389273e-05
Position 522: 2.51441591181353e-05
Position 625: 2.0504182644841636e-05
Position 1213: 1.8310657313192966e-05
Position 380: 1.366163572051425e-05
Position 795: 1.032278556786573e-05
Position 274: 1.0159213056254666e-05
Position 1034: 9.742437852062966e-06
Position 995: 7.743671971528582e-06
Position 772: 3.780218709951094e-06
Position 998: 3.7338756682415236e-06
Position 433: 3.3733705804695864e-06
Position 1017: 3.2562473463928643e-06
Position 445: 2.9258827257801467e-06
Position 1256: 2.6855614132436095e-06
Position 1221: 2.1668426727421575e-06
Position 237: 1.7577777911746098e-06
Position 1251: 1.6389089302506249e-06
Position 322: 1.587801757739776e-06
Position 892: 1.478105313575297e-06
Position 113: 1.2924207691538277e-06
Position 617: 1.0460396826579781e-06
Position 472: 8.722722915404628e-07
Position 115: 7.146286711733305e-07
Position 450: 2.3637498439426222e-07
Position 439: 4.970755717312178e-08
Position 221: 3.7842425178097454e-08
Position 200: 3.225498472890268e-08
Position 1262: 2.176370904180306e-08
Position 1269: 2.044548054197471e-08
Position 452: 1.8658919713364348e-08
Position 283: 1.223215022347847e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 206: 0.986938815157366
Position 448: 0.967120863923584
Position 908: 0.9021237274999085
Position 726: 0.5696788688814618
Position 650: 0.08393326859886059
Position 931: 0.07256322479404621
Position 571: 0.058871020662876354
Position 658: 0.031567260117225486
Position 767: 0.005114213575775219
Position 503: 0.0038279179209776094
Position 751: 0.0036303124464456484
Position 795: 0.0027531115690455454
Position 730: 0.0022999102306584104
Position 1274: 0.0017116891094809366
Position 877: 0.0016785976965035872
Position 792: 0.0014634125060403176
Position 472: 0.0007547100151713093
Position 1027: 0.0007537118566504827
Position 984: 0.0006342206973372091
Position 249: 0.00042904814367649146
Position 1055: 0.00034344329707320086
Position 933: 0.0003428844659426554
Position 817: 0.00023523402056524904
Position 87: 0.00021367310845110123
Position 772: 0.00017725341513872777
Position 450: 0.0001679158827252986
Position 1200: 0.00015790230950810382
Position 301: 0.0001377016564254964
Position 328: 0.00013382138844894036
Position 221: 0.00013234165002852638
Position 742: 0.00010002877744429457
Position 1241: 9.981174304547518e-05
Position 857: 7.955323245466244e-05
Position 371: 7.740392977455074e-05
Position 235: 7.10447479042888e-05
Position 990: 5.766337580923813e-05
Position 349: 4.867118256129879e-05
Position 778: 4.226318753476362e-05
Position 1171: 3.6465333868308526e-05
Position 1302: 3.166590031170002e-05
Position 1062: 2.705424246658166e-05
Position 1296: 1.411816443887209e-05
Position 1221: 1.3638154090066154e-05
Position 1213: 1.3388143178972132e-05
Position 522: 1.0982398155002741e-05
Position 851: 9.419652403881841e-06
Position 1324: 9.005951170255424e-06
Position 665: 8.800323308943315e-06
Position 883: 7.092490646600593e-06
Position 1117: 5.711031688825232e-06
Position 532: 4.451931952627461e-06
Position 280: 3.7839940627635104e-06
Position 1092: 3.616788569299478e-06
Position 334: 3.5424800207562496e-06
Position 1132: 2.431062183965218e-06
Position 1179: 1.7968994236606842e-06
Position 256: 1.4012544906053866e-06
Position 319: 1.3955878101373888e-06
Position 865: 1.165988170085489e-06
Position 1321: 8.124261823809479e-07
Position 940: 6.369797776813963e-07
Position 1138: 4.633391556412887e-07
Position 322: 3.710857223902907e-07
Position 421: 3.119223703377967e-07
Position 172: 2.5149397993531895e-07
Position 1310: 1.7585927726857553e-07
Position 237: 1.5599300629143885e-07
Position 175: 1.5065744721275573e-07
Position 103: 6.610847401549223e-08
Position 425: 5.976737932566877e-08
Position 351: 4.459495325678791e-08
Position 398: 2.659702660885488e-08
Position 61: 2.5355329704858272e-08
Position 307: 2.0178180301890435e-08
Position 69: 1.0611901313568099e-08
Position 147: 1.8653374275931647e-10
Position 136: 1.6792534937604497e-10
Position 339: 2.918198939891216e-11
Position 292: 1.390925239681737e-11
Position 151: 4.513322901616696e-12
Position 155: 4.0994371309349374e-14
