Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  1000
Partition function (log Z): 27.683398458664776

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.9994127044192682
Position 975: 0.9980555686226334
Position 1501: 0.9974982854780683
Position 4166: 0.9953978913854641
Position 5267: 0.9946843155315724
Position 169: 0.9908420771547667
Position 7426: 0.9811525099814401
Position 1303: 0.9777123369747174
Position 376: 0.5055755828525762
Position 5927: 0.3740560062744484
Position 6796: 0.22462535982342108
Position 373: 0.12712684165262877
Position 1887: 0.11921369010496814
Position 2340: 0.08552086112527157
Position 2330: 0.057602944261953865
Position 619: 0.05028883071202528
Position 2026: 0.048718109346401514
Position 6925: 0.04823248776566728
Position 4607: 0.043988014580415714
Position 4597: 0.04374565050198798
Position 2566: 0.03539042315725123
Position 3810: 0.031668864250521005
Position 5555: 0.02685731784215819
Position 2117: 0.021431128875551337
Position 5539: 0.020595960323405597
Position 7282: 0.01962499214240136
Position 4017: 0.017789339860227005
Position 5527: 0.015825015144409153
Position 2991: 0.014742378124473671
Position 3794: 0.01406267634204248
Position 444: 0.013830123091347544
Position 2094: 0.012756722252945588
Position 6102: 0.012507060144606154
Position 6253: 0.011967712391026484
Position 5069: 0.011203830502953255
Position 645: 0.01074388328118802
Position 2334: 0.009459687521687375
Position 29: 0.008213160452472697
Position 1933: 0.00719338783548547
Position 1750: 0.006969561210557333
Position 1307: 0.006654683937124119
Position 7022: 0.006503051403789335
Position 2937: 0.0064311037697303616
Position 4556: 0.006337444041157799
Position 362: 0.006035603500051792
Position 5815: 0.005349853322028262
Position 3207: 0.00446913339026193
Position 2993: 0.00424762763144567
Position 5572: 0.0038293312843553267
Position 3914: 0.003745028089684275
Position 477: 0.0036392932432348433
Position 4170: 0.003282970511291006
Position 2328: 0.0031792773733031374
Position 1164: 0.003159498184048714
Position 4021: 0.0029346192355158853
Position 6124: 0.0025693329923553213
Position 4385: 0.0019715361907983713
Position 1812: 0.001864252057457918
Position 1793: 0.001824146040289772
Position 5046: 0.0015208112770952963
Position 2736: 0.0014027219521599871
Position 3818: 0.0013782248953022132
Position 3798: 0.0011999384429216041
Position 2755: 0.0010460321278473544
Position 3032: 0.000980633808705484
Position 2652: 0.0009363012727184853
Position 5257: 0.000935084303026675
Position 1505: 0.0009286767092668465
Position 4527: 0.0009205694999261906
Position 6046: 0.0008918629161070127
Position 5053: 0.0008131474627189109
Position 7647: 0.0007868489535553574
Position 7608: 0.0007341389994198638
Position 1785: 0.0007196240299714307
Position 4312: 0.0006916691766018191
Position 6357: 0.0006858907626199474
Position 1580: 0.0006621476724892293
Position 1952: 0.0006593405121578379
Position 5164: 0.0006367459615601668
Position 7805: 0.000620678221704559
Position 6082: 0.0005522524351652136
Position 7809: 0.0005105325254845016
Position 1296: 0.0005060671253877498
Position 915: 0.0004893346068401888
Position 655: 0.00044942636276427105
Position 301: 0.0004489556423828061
Position 100: 0.0004089123320980323
Position 5522: 0.00038710644783712135
Position 41: 0.0003845700251265406
Position 7399: 0.00034016750366701304
Position 7709: 0.00032802281471790677
Position 3156: 0.00031205436176198477
Position 5989: 0.00030715499603047795
Position 5947: 0.00028938726479521245
Position 2001: 0.00028697100859527934
Position 1118: 0.0002845484095350777
Position 4506: 0.0002843208477840458
Position 5670: 0.0002736995395740696
Position 740: 0.00026678797530089337
Position 182: 0.00025395202849220604
Position 173: 0.00024740662188174953
Position 781: 0.0002306097276595337
Position 4585: 0.00022326187109934277
Position 979: 0.0002221634276289891
Position 1964: 0.00020419536559622393
Position 3627: 0.00019043322510277946
Position 1498: 0.000187030179528474
Position 2291: 0.00018302148578789202
Position 346: 0.00017472063547807655
Position 36: 0.00017056071496383455
Position 7623: 0.00016914263882840128
Position 5271: 0.00016438108700911835
Position 273: 0.000162275835964049
Position 737: 0.00015084088241943777
Position 3936: 0.0001368495424836447
Position 4883: 0.00013396716653327017
Position 7765: 0.00012486609371110925
Position 4234: 0.0001225041598733479
Position 5050: 0.00011170600652373655
Position 5698: 0.00010688695432470336
Position 5424: 0.00010313379951638576
Position 5685: 9.544775768653493e-05
Position 4653: 9.53090920513488e-05
Position 7844: 9.110119047170456e-05
Position 161: 8.997824434696218e-05
Position 7513: 8.354261434234079e-05
Position 7847: 7.950174690294918e-05
Position 1815: 7.799804042052016e-05
Position 690: 7.416221469497682e-05
Position 5840: 6.98403564941896e-05
Position 5842: 6.763010340711629e-05
Position 1825: 6.537678643891287e-05
Position 7838: 6.350887989140925e-05
Position 2103: 5.871784227063123e-05
Position 1242: 5.386721537356151e-05
Position 1077: 4.868775001809707e-05
Position 4377: 4.496397291728573e-05
Position 4927: 4.18428517047977e-05
Position 4501: 3.7724407112414364e-05
Position 1584: 3.7692083076447256e-05
Position 1293: 3.661098039463078e-05
Position 7685: 3.3724006762156527e-05
Position 5833: 3.342967575373802e-05
Position 4124: 3.299614584059713e-05
Position 1967: 3.284892116671841e-05
Position 2015: 3.0736844275252633e-05
Position 4172: 2.8113879943240875e-05
Position 5429: 2.7653279161191953e-05
Position 4174: 2.6092240012183627e-05
Position 1091: 2.5643149534117712e-05
Position 1474: 2.5564455369175074e-05
Position 311: 2.473182547133367e-05
Position 8: 2.450877208946559e-05
Position 806: 2.4034348857008992e-05
Position 1427: 2.309233837105299e-05
Position 48: 2.1600230012222176e-05
Position 86: 2.0998279809315425e-05
