Gene = Srp9
index = 1521
Annotated 5SS: [243]
Annotated 3SS: [307]
SMsplice 5SS: [243]
SMsplice 3SS: [307]
top_k =  1000
Partition function (log Z): -3.792047007404503

Sorted 5' Splice Sites (High to Low Probability):
Position 243: 0.9995544223128028
Position 526: 0.009706553101359877
Position 111: 0.00471423103771891
Position 105: 0.0025880781326727137
Position 11: 0.00248073862373576
Position 816: 0.001301045639929891
Position 237: 0.00028658646566611203
Position 46: 0.00014034039800605143
Position 55: 0.00010417373114527263
Position 6: 9.385526311913656e-05
Position 802: 7.753669841612495e-05
Position 374: 7.367211061470513e-05
Position 52: 6.888938309429344e-05
Position 790: 6.735415432792497e-05
Position 502: 5.542567840831885e-05
Position 538: 3.669669606372702e-05
Position 33: 3.38741253411937e-05
Position 807: 3.0520381114068485e-05
Position 89: 2.8322639107016334e-05
Position 769: 2.786504869003893e-05
Position 536: 1.9741537183580963e-05
Position 778: 1.5184971986203666e-05
Position 58: 1.1532712997850216e-05
Position 152: 8.792461685294694e-06
Position 505: 4.682627001942293e-06
Position 625: 3.5636207746440536e-06
Position 822: 3.0135120045869934e-06
Position 388: 2.3924530405379937e-06
Position 528: 1.6331412120759501e-06
Position 678: 1.3383875113464283e-06
Position 530: 1.1860427637416728e-06
Position 540: 1.1711762773938571e-06
Position 830: 1.1158017452894007e-06
Position 41: 1.0082269055193079e-06
Position 734: 7.309371209208158e-07
Position 669: 4.39187000954187e-07
Position 508: 3.0898177777923536e-07
Position 266: 2.4319891015578976e-07
Position 307: 1.3554295141499714e-07
Position 737: 1.2937348979299503e-07
Position 569: 1.1862623091153957e-07
Position 684: 8.302728523523573e-08
Position 175: 8.013903773360124e-08
Position 613: 5.80290354078519e-08
Position 542: 5.5310823552066804e-08
Position 596: 3.521612522062472e-08
Position 309: 3.0902435071607296e-08
Position 141: 1.373165344223562e-08
Position 316: 4.196437610845641e-09
Position 311: 3.029596896853623e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 307: 0.9834329497131068
Position 316: 0.016196988424631423
Position 170: 0.010098446957551166
Position 756: 0.0047643277892331125
Position 577: 0.003380778763748684
Position 876: 0.001169391918622224
Position 860: 0.000795463897886503
Position 569: 0.0007341704993020369
Position 588: 0.00022781666687178809
Position 641: 0.0001355928658402085
Position 880: 0.00012635290034330754
Position 116: 0.0001152481131343348
Position 345: 8.824186175763804e-05
Position 623: 7.484681404213488e-05
Position 358: 5.4366137420634524e-05
Position 760: 4.416133633339823e-05
Position 323: 3.278417529972365e-05
Position 820: 3.27779541229453e-05
Position 448: 1.4145058561499536e-05
Position 628: 9.894109707362007e-06
Position 134: 8.249543673388854e-06
Position 366: 2.5416180013877597e-06
Position 525: 2.4610764935179033e-06
Position 596: 1.8755671886018367e-06
Position 415: 1.158127166529565e-06
Position 469: 9.916067709212194e-07
Position 328: 8.180162770544987e-07
Position 206: 7.457292369613395e-07
Position 400: 4.6372225107267854e-07
Position 394: 3.6814896854299056e-07
Position 625: 2.0903277808197898e-07
Position 266: 1.4417157424633523e-07
Position 522: 6.209458506537054e-08
Position 822: 5.7384560229721846e-08
Position 355: 4.5427916314693725e-08
Position 462: 2.6810270794080732e-08
Position 407: 2.0850980334760562e-08
Position 146: 1.9815622780951727e-08
Position 242: 2.320255458060867e-11
