Gene = Ugt301D1
index = 1584
Annotated 5SS: [ 147 2319 2826]
Annotated 3SS: [2062 2378 2887]
SMsplice 5SS: [1516 2319 2826]
SMsplice 3SS: [2062 2378 2887]
top_k =  1000
Partition function (log Z): 0.44464828123653444

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9982519791076453
Position 2319: 0.9844154839949674
Position 1516: 0.8387419127708733
Position 499: 0.4566175568400606
Position 2581: 0.17975503908474272
Position 1759: 0.170295541197699
Position 1917: 0.16042737026902013
Position 2489: 0.06338779985715776
Position 1262: 0.056771654866740934
Position 1931: 0.04278724138170591
Position 2616: 0.036454858539363796
Position 1147: 0.03582603435117092
Position 147: 0.03386969712747766
Position 3774: 0.03140948991375056
Position 219: 0.025741249466304027
Position 2995: 0.01668386886464983
Position 1137: 0.01467959104084591
Position 1336: 0.014262064459581541
Position 806: 0.013189786095031087
Position 1486: 0.008959285303541351
Position 2569: 0.008640358654582249
Position 2975: 0.008570153287676704
Position 3388: 0.008545020566948622
Position 3296: 0.007771180226070803
Position 117: 0.006528689288765576
Position 1628: 0.004928951486793002
Position 3317: 0.004342978913384057
Position 1763: 0.004196402651536459
Position 847: 0.003921561986166017
Position 1922: 0.003697326337582177
Position 1973: 0.0034189820181866224
Position 2531: 0.002749766577513032
Position 3100: 0.002208233026563352
Position 2112: 0.0021580528923877467
Position 1244: 0.001936775017557133
Position 3354: 0.001927774245693432
Position 3342: 0.0018119216509156898
Position 2015: 0.0017939678533785651
Position 2594: 0.0014323690383549097
Position 579: 0.0014132655116684226
Position 1417: 0.001231101102585877
Position 3172: 0.0012305032525415556
Position 425: 0.0011526239408697866
Position 2999: 0.0009974927821584166
Position 2237: 0.000922739792650951
Position 1768: 0.0007813876545249561
Position 584: 0.0007223716271977385
Position 1004: 0.0006762890782080133
Position 1012: 0.0006597539186611501
Position 1910: 0.000628256752470963
Position 106: 0.0006257507736293105
Position 67: 0.0005631118648395264
Position 1331: 0.0005440782286682082
Position 29: 0.0005020032142330343
Position 2323: 0.00048107074454737346
Position 2545: 0.00039074952561126867
Position 2830: 0.0003784793226369929
Position 90: 0.00036950636878465827
Position 19: 0.00032136053326112317
Position 1453: 0.0002851705190081479
Position 1111: 0.0002699777860691624
Position 2235: 0.00022399217676060193
Position 1652: 0.00021172472030752721
Position 1704: 0.00021093785975749628
Position 3183: 0.00020826941894969096
Position 2597: 0.00020116232142741212
Position 532: 0.00019547620761182192
Position 756: 0.00019099570041702842
Position 2951: 0.0001877937033884043
Position 3220: 0.00018489647337634123
Position 3203: 0.00018355457162602128
Position 1280: 0.0001756348359504626
Position 1780: 0.00016638388648593483
Position 1782: 0.0001504741051822251
Position 521: 0.00014566874980364019
Position 2589: 0.0001193279745753429
Position 3415: 0.00010770550205737651
Position 503: 0.00010758145997875407
Position 701: 0.00010725059104541037
Position 612: 9.916653956428548e-05
Position 2803: 9.891193360013627e-05
Position 3445: 9.437555836201188e-05
Position 547: 9.158862861826235e-05
Position 746: 8.695610768966006e-05
Position 1191: 7.42264129603594e-05
Position 614: 7.374476935999474e-05
Position 78: 6.864915412086501e-05
Position 1119: 5.7652582901189335e-05
Position 913: 5.3990023299300806e-05
Position 344: 4.824986238062354e-05
Position 34: 4.7715585680016996e-05
Position 1366: 4.712876348789921e-05
Position 3346: 4.5710365142107076e-05
Position 597: 3.058506354654894e-05
Position 1709: 3.0032631046752765e-05
Position 758: 2.7525972802221086e-05
Position 1038: 2.6800758040899793e-05
Position 3073: 2.645532642049979e-05
Position 2440: 2.274981171297495e-05
Position 2902: 2.0224366061462773e-05
Position 2662: 1.9668345643090852e-05
Position 3720: 1.811813533927011e-05
Position 3502: 1.678731103400393e-05
Position 2228: 1.2827689739297696e-05
Position 839: 1.1414414022602058e-05
Position 1536: 1.1070090587208703e-05
Position 933: 8.967819596252337e-06
Position 2407: 6.628817443552265e-06
Position 1360: 6.345526922459547e-06
Position 1344: 5.579712741089108e-06
Position 969: 5.082377076733733e-06
Position 2172: 4.6527614888457935e-06
Position 2743: 3.1341096825665587e-06
Position 1658: 1.2390194470726344e-06
Position 2700: 7.150792708237491e-08
Position 346: 4.754182628252404e-08
Position 2214: 3.733870909706611e-08
Position 621: 3.301526153638588e-08
Position 2770: 1.0252168142274043e-08
Position 2768: 8.720882186714273e-09
Position 1103: 4.964254788043738e-09
Position 1131: 4.953427409711602e-09
Position 1141: 4.1328656260627015e-09
Position 2954: 9.096106353035336e-10
Position 2411: 4.991769642361037e-10
Position 554: 8.914464176197586e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2887: 0.9328934548493508
Position 2378: 0.9093234089958875
Position 2062: 0.556688361050231
Position 2696: 0.3434736550791221
Position 1330: 0.2589501635859783
Position 1831: 0.1874750598016491
Position 1598: 0.14723432365306655
Position 2165: 0.11045757313827625
Position 1810: 0.09986388648532021
Position 1813: 0.09809961534611471
Position 1615: 0.09765712071797464
Position 1119: 0.09342390098477092
Position 2954: 0.054605457605998484
Position 1360: 0.04248835401087457
Position 3832: 0.03255650943582322
Position 3480: 0.03182475103662809
Position 1389: 0.02748591135111253
Position 723: 0.026672774775025148
Position 3045: 0.02481868141305935
Position 1447: 0.02456929610415736
Position 554: 0.022576806663235697
Position 2407: 0.021573699899445027
Position 1004: 0.01897909241378883
Position 933: 0.017453577554448083
Position 1967: 0.014704908088767486
Position 1073: 0.008262789385053601
Position 701: 0.00799584127422451
Position 1619: 0.006757336848596292
Position 746: 0.005871016710636916
Position 2633: 0.004931289054737714
Position 1715: 0.004902368115932208
Position 2389: 0.004217863135836553
Position 590: 0.004109464786093856
Position 2386: 0.004026952211670476
Position 1137: 0.0026899599034694893
Position 218: 0.002526330309840131
Position 2932: 0.0023646835520535754
Position 913: 0.0020728712963496137
Position 837: 0.0017087155984567652
Position 1906: 0.001634678750961218
Position 3123: 0.001466062473875699
Position 3168: 0.001326325802393665
Position 1872: 0.0012814352993540416
Position 2432: 0.0011216766765294304
Position 1704: 0.000924917115839737
Position 2540: 0.0009223045203730607
Position 783: 0.0009205885162156205
Position 1012: 0.0009198421878772768
Position 966: 0.0008665770857699928
Position 2074: 0.0008591248430723313
Position 1767: 0.00085542979264701
Position 643: 0.0007637044538734532
Position 1255: 0.0006179683943932108
Position 2916: 0.000518881350886232
Position 3086: 0.00046493055360318034
Position 646: 0.0004618996437505006
Position 3510: 0.0004574011988339163
Position 2219: 0.0004351234289634631
Position 2975: 0.00043085340701813526
Position 898: 0.0004214626145466073
Position 1124: 0.00041734396878861555
Position 921: 0.00041087992459418
Position 756: 0.00038166833805150003
Position 3366: 0.0003738183139117125
Position 2415: 0.00032001869759088527
