Gene = ND-B22
index = 1302
Annotated 5SS: [269 487]
Annotated 3SS: [346 545]
SMsplice 5SS: [269 487]
SMsplice 3SS: [346 545]
top_k =  1000
Partition function (log Z): -4.133321654893791

Sorted 5' Splice Sites (High to Low Probability):
Position 269: 0.989358035313361
Position 487: 0.5376524736920466
Position 789: 0.08516697159008725
Position 755: 0.04761442862013604
Position 502: 0.030778959672777887
Position 691: 0.03046591958919305
Position 703: 0.009123703071674082
Position 257: 0.005554784932861968
Position 750: 0.0033733792487554435
Position 896: 0.0017421257877086945
Position 679: 0.0010430633273567284
Position 894: 0.0008000669141041618
Position 529: 0.0001608024996547354
Position 833: 0.00014245618230206792
Position 131: 0.00013834790231942497
Position 584: 0.00012072314086075548
Position 507: 5.9657400357038945e-05
Position 683: 5.432468454069624e-05
Position 907: 5.373189450292993e-05
Position 514: 5.2753114508281466e-05
Position 254: 3.237364523070293e-05
Position 213: 3.191526889295767e-05
Position 828: 2.8414163154105056e-05
Position 779: 2.6630230206316257e-05
Position 24: 2.476388023836402e-05
Position 520: 2.4167583898303708e-05
Position 646: 2.36340995165624e-05
Position 315: 2.3320659678612995e-05
Position 110: 1.8580833655931097e-05
Position 107: 1.7923957709486888e-05
Position 814: 1.640752637002042e-05
Position 830: 1.428513351479373e-05
Position 273: 1.397955263336541e-05
Position 637: 1.0886485920790649e-05
Position 113: 9.405694885033685e-06
Position 325: 7.8160841101737e-06
Position 251: 7.81519883725193e-06
Position 161: 6.305037103498092e-06
Position 439: 5.599782555157652e-06
Position 539: 3.988756423481003e-06
Position 846: 2.403673703253602e-06
Position 542: 1.6863908273639037e-06
Position 224: 8.292837041096394e-07
Position 518: 7.145786946780289e-07
Position 561: 5.341576218781641e-07
Position 951: 1.9348379531629495e-07
Position 30: 1.5470287381575506e-07
Position 379: 3.166444512285245e-08
Position 215: 3.0517537400387124e-08
Position 180: 1.1073872503014919e-08
Position 567: 1.0117775394743123e-08
Position 328: 9.685010562327128e-09
Position 116: 7.614246849945781e-09
Position 369: 6.83182937431428e-09
Position 602: 6.71328567677818e-09
Position 351: 3.348575105366814e-09
Position 555: 3.191388353525114e-09
Position 531: 8.322653961847576e-10
Position 195: 5.454004062801584e-10
Position 533: 5.23193056412478e-10
Position 545: 8.777964875743096e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.8593169282470801
Position 545: 0.5872592594367942
Position 950: 0.12660683248811638
Position 374: 0.05834726325781672
Position 555: 0.04203932836419258
Position 990: 0.027533743850769777
Position 846: 0.02471911796793144
Position 927: 0.006056599839915483
Position 894: 0.005200794941307556
Position 915: 0.003715501939379321
Position 408: 0.0008353631957412023
Position 789: 0.0007581268503995522
Position 970: 0.0003966726687350544
Position 748: 0.00026259708701701056
Position 631: 0.00012684288055780056
Position 667: 0.00011713327199805833
Position 583: 0.00011420717860602754
Position 206: 9.975727156481645e-05
Position 628: 5.579022656644465e-05
Position 161: 4.4281701705160725e-05
Position 315: 4.365616402495249e-05
Position 658: 4.208809315864186e-05
Position 71: 2.2391056783231894e-05
Position 1002: 2.1074140046277836e-05
Position 995: 1.5492022182708066e-05
Position 180: 1.5067933311136749e-05
Position 435: 1.3213433890778851e-05
Position 703: 8.160945983649898e-06
Position 967: 7.5638863264534424e-06
Position 212: 5.508848002379598e-06
Position 637: 5.379086976298935e-06
Position 77: 2.095453286428519e-06
Position 581: 2.0568967628566426e-06
Position 700: 4.595562935679727e-07
Position 476: 3.879770028356911e-07
Position 220: 3.0315659225433974e-07
Position 104: 1.291697955759944e-07
Position 448: 1.0148006532217764e-07
Position 646: 8.508942670738817e-08
Position 249: 8.371436691437206e-08
Position 311: 4.68705890385007e-08
Position 664: 2.3248834264897248e-08
Position 724: 1.727858970284865e-08
Position 287: 1.1054571342084231e-08
Position 466: 6.190832350247194e-09
Position 85: 4.633229648603749e-09
Position 273: 4.48446337292482e-09
Position 134: 2.8434026993292963e-09
Position 230: 1.5918511769466054e-09
Position 697: 8.109183548751722e-10
Position 750: 5.679933433428284e-10
Position 676: 4.118842098402741e-10
Position 461: 2.0732101153188368e-10
Position 234: 1.3390463096801653e-10
Position 419: 4.7155343177303006e-11
Position 452: 1.823220853055633e-11
Position 251: 7.221770731824173e-12
Position 87: 6.130871627695681e-17
