Gene = Lrr47
index = 1252
Annotated 5SS: [664]
Annotated 3SS: [724]
SMsplice 5SS: [647]
SMsplice 3SS: [724]
top_k =  1000
Partition function (log Z): -8.176388778248729

Sorted 5' Splice Sites (High to Low Probability):
Position 647: 0.5118473353773197
Position 664: 0.44639337899545173
Position 277: 0.09798811161573444
Position 309: 0.05650119810218746
Position 499: 0.021316433236270884
Position 508: 0.006648089479975591
Position 1657: 0.004735752574820781
Position 1387: 0.004654092112721181
Position 1174: 0.002123351068960945
Position 338: 0.001828585814966576
Position 1105: 0.0018217280493364471
Position 640: 0.0017789823528505944
Position 235: 0.0015082755622717573
Position 890: 0.0012476382893251772
Position 828: 0.0012288985743887332
Position 8: 0.0006542142733860568
Position 1713: 0.00031998619635652167
Position 1743: 0.00029938238779725134
Position 978: 0.00025451885002547765
Position 1166: 0.00024419307202641513
Position 1661: 0.00022108568753632918
Position 35: 0.000202026229661227
Position 908: 0.0001781536628825813
Position 372: 0.00015591459437677352
Position 313: 0.0001330246898801794
Position 1344: 0.00012794800461821804
Position 1411: 0.0001263808836787608
Position 54: 0.00012293409237897057
Position 786: 0.00012103928129347047
Position 528: 0.00011449672105265484
Position 589: 0.00010118121317394008
Position 298: 9.626360944416923e-05
Position 1547: 9.05211362654312e-05
Position 1451: 6.930706798264674e-05
Position 939: 6.191335823549064e-05
Position 1055: 5.959065424952452e-05
Position 802: 5.1412132404194517e-05
Position 40: 4.69674442711918e-05
Position 118: 4.382090363511114e-05
Position 1057: 4.278289352284599e-05
Position 989: 4.164734986116626e-05
Position 1377: 3.96086357963624e-05
Position 115: 3.918220928807847e-05
Position 1553: 3.876473371388738e-05
Position 1453: 3.592017731064579e-05
Position 1859: 3.4753595897297914e-05
Position 853: 2.524794498721053e-05
Position 295: 2.5063201027658255e-05
Position 1606: 2.385155950170186e-05
Position 1298: 2.101638378362254e-05
Position 1144: 2.0471454854984065e-05
Position 152: 1.9412261835611494e-05
Position 1703: 1.6888302490154993e-05
Position 245: 1.6411865723941698e-05
Position 680: 1.506190660789825e-05
Position 1392: 1.4409029358086304e-05
Position 1621: 9.672619734748472e-06
Position 1048: 9.432086303026519e-06
Position 72: 8.863819349704564e-06
Position 1370: 7.979492007235371e-06
Position 157: 7.108256324384468e-06
Position 1801: 6.284717612142594e-06
Position 1322: 5.472891372098865e-06
Position 1367: 5.193392088642979e-06
Position 991: 3.815563203912103e-06
Position 109: 3.7008957004564293e-06
Position 832: 3.5782152142874705e-06
Position 1588: 3.5133213586957335e-06
Position 1301: 3.2106779222517066e-06
Position 102: 2.8137635975583574e-06
Position 65: 1.3032018624195014e-06
Position 901: 1.1037427478421834e-07
Position 701: 9.341689773052496e-08
Position 1009: 1.8615098865894678e-10
Position 741: 1.7463718885129565e-10
Position 744: 8.042388955105383e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 724: 0.92554806038972
Position 348: 0.07987644909722584
Position 387: 0.06425056859796571
Position 692: 0.038534432914975936
Position 1220: 0.02062732719603061
